n_fit_ok,alpha_mean,alpha_std,alpha_cv,strong_signal_threshold,time_min_hours,time_max_hours,r_min,r_max,y_min
3,-0.24627402437106527,0.8214115366792916,-3.3353559669031796,0.1,24.0,72.0,10.0,500.0,0.0001
