n_events_total,n_events_ok,pearson_alpha_mono_vs_full,pearson_alpha_mono_vs_full_n,pearson_alpha_mono_vs_full_wls,pearson_alpha_mono_vs_full_wls_n,sign_flip_mono_vs_full,sign_flip_mono_vs_full_wls,max_abs_diff_mono_vs_full,max_abs_diff_mono_vs_full_wls,fit_min_tprime_hours,mono_tol_up
15,15,0.358550551201757,15,0.8676356589205825,15,2,0,1.1696312834124014,0.6633445849165511,24.0,1.05
