window_start_pt,hours_since_quake,25-50km,50-100km,100-200km,200km+
2024-06-30 08:00:00,-8.0,0.38016649575582556,0.024815489324281566,-0.039116474162861695,0.09048169974101716
2024-07-01 08:00:00,16.0,,-0.0038274795692030544,-0.09086987466945896,-0.3413316267390363
2024-07-02 08:00:00,40.0,0.3140439976396134,0.021561275257145063,-0.1450819961317007,-0.04464283854244716
2024-07-03 08:00:00,64.0,0.5120720276679043,0.04745675654888821,-0.16622543072690482,0.02187493787428155
2024-07-04 08:00:00,88.0,0.21611973264420017,0.05690540512133605,-0.13082776831500084,0.020177504001914523
2024-07-05 08:00:00,112.0,0.26104850810479163,0.07650156085869884,-0.1948963447724068,-0.014417536080725026
2024-07-06 08:00:00,136.0,-0.012614929116215737,0.08408939643979738,-0.16998919242711932,-0.022698278426029606
2024-07-07 08:00:00,160.0,-0.1010205217325974,0.05647672357543823,-0.16386038714336532,-0.030367909306273956
2024-07-08 08:00:00,184.0,0.41981571646934984,0.03537748584692802,-0.14432028184139117,-0.04970769813815382
2024-07-09 08:00:00,208.0,0.42149024113188116,0.044316014308112564,-0.19850092548743298,-0.04942795990580724
2024-07-10 08:00:00,232.0,0.3018274619446529,0.06147238044599365,-0.18268995914463992,-0.009499043456056924
2024-07-11 08:00:00,256.0,0.39997620466737194,0.05210849529335827,-0.23967975982763323,-0.012677243561997717
2024-07-12 08:00:00,280.0,0.292383739086684,0.04142092270368589,-0.14360337399038067,-0.0687754821272657
2024-07-13 08:00:00,304.0,0.5620949348649982,0.0999092581264643,-0.19601588479538637,-0.08515120452746872
2024-07-14 08:00:00,328.0,-0.25783227237138573,0.024285310241585336,0.04628009615994781,-0.0391198935853728
2024-07-15 08:00:00,352.0,0.5069693178677318,0.07767057287411121,-0.15050421910045322,-0.17029578742742024
2024-07-16 08:00:00,376.0,0.38381027745405505,0.04057521454651506,-0.19346479037180345,-0.10572296944857536
2024-07-17 08:00:00,400.0,0.3314289882258594,0.09099461319725576,-0.19207194424175056,-0.05412279373928574
2024-07-18 08:00:00,424.0,0.453093274908035,0.07593953904248879,-0.19506101440516238,-0.022133836070992893
2024-07-19 08:00:00,448.0,0.35351948387151116,0.07260808349459098,-0.18796543718746858,-0.00614072092038238
2024-07-20 08:00:00,472.0,-0.22983484301305968,0.06980817085659327,-0.14748729833410695,0.011659710931088162
2024-07-21 08:00:00,496.0,1.0557199694142347e-05,0.09621976368206334,0.07468457271442708,0.06954819368667467
2024-07-22 08:00:00,520.0,0.4283021418969049,0.06000007867087317,-0.18196281140236817,-0.00980233195233711
2024-07-23 08:00:00,544.0,0.42140736346510677,0.06498061349230354,-0.19108156800665899,-0.0036157328423653727
2024-07-24 08:00:00,568.0,0.3174035090149483,0.06191076691810453,-0.16906236115500506,-0.01621056586901948
2024-07-25 08:00:00,592.0,0.4515121730536793,0.05827150110735948,-0.17653086630791878,-0.017890774786534256
2024-07-26 08:00:00,616.0,0.2915032014317775,0.05877226458032187,-0.18659351436714547,-0.05553701935365275
2024-07-27 08:00:00,640.0,0.2937346257459297,0.10892738173345413,-0.1669672690302091,-0.04466755814711245
2024-07-28 08:00:00,664.0,0.19733691896040934,0.08743279812071858,-0.11902142737055461,-0.037796822246539935
2024-07-29 08:00:00,688.0,0.3272476173776231,0.06245217955036546,-0.23021571775811678,-0.0483492077855355
2024-07-30 08:00:00,712.0,0.508485049505397,0.04812918432212673,-0.23011205458046607,-0.029695645658105643
2024-07-31 08:00:00,736.0,0.3332050033399475,0.0776565946767752,-0.18376540030781147,-0.013626914360781287
