r_bin_km,phi_mean,r_center_km,abs_dev
0.0,0.9618492820034653,5.0,0.03815071799653469
10.0,0.7833112216890135,15.0,0.21668877831098654
20.0,0.8023900371499764,25.0,0.19760996285002363
30.0,0.9257140353516582,35.0,0.0742859646483418
40.0,0.97905793636755,45.0,0.020942063632449992
50.0,1.0628492589969152,55.0,0.06284925899691518
60.0,1.0552825699273445,65.0,0.05528256992734448
70.0,0.9398231471432607,75.0,0.06017685285673935
80.0,0.9753658404489371,85.0,0.02463415955106285
90.0,0.9200759478283267,95.0,0.07992405217167331
100.0,0.7892009980576968,105.0,0.21079900194230317
110.0,0.8856420303465442,115.0,0.1143579696534558
120.0,0.7650937868149907,125.0,0.23490621318500926
130.0,0.8447606316577094,135.0,0.15523936834229057
140.0,0.8721479911850549,145.0,0.12785200881494507
150.0,0.894193366299771,155.0,0.10580663370022902
160.0,0.04717872111541535,165.0,0.9528212788845847
