r_bin_km,phi_mean,n_tiles_mean,n_tiles_overlap_mean,r_center_km,abs_dev
0.0,1.3717217241458322,16.571428571428573,16.428571428571427,5.0,0.37172172414583216
10.0,1.3537514846962537,64.28571428571429,62.0,15.0,0.3537514846962537
20.0,1.2702637962342902,110.85714285714286,107.71428571428571,25.0,0.2702637962342902
30.0,1.3028843967119754,104.57142857142857,100.14285714285714,35.0,0.3028843967119754
40.0,1.3829057865848908,112.71428571428571,107.71428571428571,45.0,0.38290578658489083
50.0,1.2202268440976025,116.14285714285714,112.0,55.0,0.22022684409760251
60.0,1.215481920449699,185.71428571428572,178.28571428571428,65.0,0.21548192044969894
70.0,1.0904588771239647,186.28571428571428,180.71428571428572,75.0,0.09045887712396472
80.0,1.1803392848628522,161.71428571428572,157.71428571428572,85.0,0.18033928486285222
90.0,1.192085789689821,149.14285714285714,142.42857142857142,95.0,0.19208578968982093
100.0,1.1198543781835786,194.42857142857142,180.14285714285714,105.0,0.11985437818357858
110.0,1.1719335007899914,175.71428571428572,168.28571428571428,115.0,0.17193350078999137
120.0,1.192453114086449,207.57142857142858,197.57142857142858,125.0,0.19245311408644894
130.0,1.2018026720608386,148.57142857142858,143.85714285714286,135.0,0.20180267206083857
140.0,1.1809814039425999,218.57142857142858,210.28571428571428,145.0,0.18098140394259987
150.0,1.1972131863346827,242.85714285714286,234.71428571428572,155.0,0.19721318633468266
160.0,1.1502506325069413,280.0,269.7142857142857,165.0,0.15025063250694126
170.0,1.1915836345849242,283.2857142857143,274.14285714285717,175.0,0.19158363458492422
180.0,1.1789953932205288,384.7142857142857,373.57142857142856,185.0,0.17899539322052882
190.0,1.1405978759596904,498.2857142857143,478.42857142857144,195.0,0.14059787595969042
200.0,1.169391512187817,422.14285714285717,401.85714285714283,205.0,0.1693915121878169
210.0,1.1158871791536746,487.2857142857143,471.14285714285717,215.0,0.11588717915367464
220.0,1.0893772481469257,551.0,527.1428571428571,225.0,0.08937724814692571
230.0,1.0999508865710885,561.7142857142857,545.0,235.0,0.09995088657108853
240.0,1.1072914349957255,525.7142857142857,504.42857142857144,245.0,0.10729143499572547
250.0,1.0891693415851982,524.8571428571429,496.7142857142857,255.0,0.08916934158519818
260.0,1.0398602087552777,712.1428571428571,688.4285714285714,265.0,0.03986020875527774
270.0,1.0416635100878853,868.2857142857143,841.5714285714286,275.0,0.04166351008788527
280.0,1.0405765422965527,829.4285714285714,807.8571428571429,285.0,0.04057654229655272
290.0,1.0552605705333618,853.4285714285714,827.4285714285714,295.0,0.05526057053336175
300.0,1.0738920835639376,936.7142857142857,901.2857142857143,305.0,0.07389208356393762
310.0,1.0848831983940492,871.5714285714286,842.8571428571429,315.0,0.08488319839404923
320.0,1.09368330693561,945.8571428571429,908.4285714285714,325.0,0.09368330693561
330.0,1.0953113985948069,923.4285714285714,889.4285714285714,335.0,0.09531139859480686
340.0,1.1141364381663,1053.2857142857142,1019.0,345.0,0.11413643816629993
350.0,1.0852147929240255,1057.4285714285713,1025.5714285714287,355.0,0.08521479292402545
360.0,1.0550988141587945,1220.4285714285713,1189.5714285714287,365.0,0.055098814158794474
370.0,1.0723030809943899,1207.7142857142858,1174.857142857143,375.0,0.07230308099438987
380.0,1.1024730177383453,1209.0,1173.5714285714287,385.0,0.10247301773834527
390.0,1.0724744476607295,1140.2857142857142,1104.2857142857142,395.0,0.07247444766072952
400.0,1.1131725417345202,1206.5714285714287,1165.857142857143,405.0,0.11317254173452018
410.0,1.1136863947397155,1183.7142857142858,1131.0,415.0,0.11368639473971553
420.0,1.037365912329586,1090.2857142857142,1041.4285714285713,425.0,0.03736591232958597
430.0,1.033897200539661,988.8571428571429,941.5714285714286,435.0,0.03389720053966094
440.0,1.108229247907412,1076.0,1032.4285714285713,445.0,0.10822924790741206
450.0,1.111340463542392,1080.857142857143,1038.7142857142858,455.0,0.11134046354239202
460.0,1.137723872654168,1047.0,1010.2857142857143,465.0,0.13772387265416808
470.0,1.1074702148037152,973.4285714285714,950.4285714285714,475.0,0.10747021480371521
480.0,1.1874557166094923,966.5714285714286,941.4285714285714,485.0,0.18745571660949234
490.0,1.1538294992460687,862.5714285714286,840.4285714285714,495.0,0.1538294992460687
