t_start_hours,t_end_hours,duration_hours,n_windows
72.0,72.0,0.0,1
96.0,96.0,0.0,1
112.0,112.0,0.0,1
168.0,168.0,0.0,1
184.0,192.0,8.0,2
216.0,216.0,0.0,1
