t_start_hours,t_end_hours,duration_hours,n_windows
48.0,48.0,0.0,1
112.0,112.0,0.0,1
136.0,136.0,0.0,1
184.0,184.0,0.0,1
216.0,216.0,0.0,1
264.0,264.0,0.0,1
