distance_band,distance_center_km,n_points,t_min,t_max,phi_0,phi_inf,tau,sse,r2,fit_ok
0-25km,12.5,93,16.0,2224.0,1.5953516124887948,0.08795490046714106,9999.999999999998,1.4419856992348499,0.32789290061694953,1
25-50km,37.5,93,16.0,2224.0,0.6109885098784655,1.2100077595379517,348.7721715268464,0.4841225217911969,0.7835693456013457,1
50-100km,75.0,93,16.0,2224.0,0.7449349755383152,1.2310019377390864,146.8210158290691,0.565608000235617,0.5111776239039703,1
100-200km,150.0,93,16.0,2224.0,0.8372992959025183,1.134468249079803,392.2581128817422,0.4032813455964299,0.5327794924850873,1
200km+,300.0,93,16.0,2224.0,1.0503606958929852,1.099660485287932,624.7115242492591,0.34985812231257785,0.040284805983835215,1
