hours_since_quake,0-25km,25-50km,50-100km,100-200km,200km+
-8.0,0.9550828093780837,1.035386298326928,1.021841055736879,1.024976859445622,1.022127628371328
16.0,1.2331120076924371,0.5824343106731931,0.6455144474789006,0.6954608789641711,1.0423304388375667
40.0,1.3465695571812406,0.6611865301135289,0.8304904965119574,0.7741506319756026,1.0258135329775415
64.0,1.513969859215781,0.7447808780538323,0.9939106203967484,0.9061165183192604,1.0657642989459513
88.0,1.547051830613948,0.7650613639204479,1.0561603089560794,0.9286105932904584,1.0395222333399772
112.0,1.6869192225486749,0.813673157294664,1.108709319988159,0.9849404828225046,1.0660057002462486
136.0,1.6617716129815865,0.8211211329198113,1.117989627864067,1.0001818376412002,1.068410484673147
160.0,1.709358848355012,0.8490074055408374,1.1387918084230273,1.0131441342408785,1.096752667856948
184.0,1.50553639140463,0.8474700898942046,1.117634629346516,0.9971974026344244,1.080753256956661
208.0,1.563949429303314,0.8637987592150784,1.1035268830760685,0.9983453037817216,1.0826401729251829
232.0,1.4306270137841843,0.876774754122794,1.094006972957129,0.9915749976727982,1.0703983519903857
256.0,1.396557004091006,0.9030854285014196,1.0976925777456974,1.0005012356044976,1.0528658712889232
280.0,1.370268573730301,0.9409881407531968,1.1113092874952069,1.0111901482996803,1.075728464075002
304.0,1.4688565204783932,0.9963853193071656,1.126598366433179,1.017108836916788,1.0628766100414484
328.0,1.463150637004869,1.0327910577548824,1.158589337533833,1.0443646932022803,1.0909027422962925
352.0,1.6856901845982042,1.0369910604683803,1.204465193966818,1.0318335270850905,1.083191018168385
376.0,1.6522124946156505,1.0022646163553108,1.145962645145974,0.996998295808236,1.0730570074939942
400.0,1.597600555270399,1.0170607413251356,1.1521679022579785,1.005229163895275,1.0673914562307878
424.0,1.5719764153433184,1.0127349953780322,1.141427231620132,1.0049083100126663,1.048231170891432
448.0,1.5855474592965295,1.0299064580800057,1.161649366052258,1.0243255413727583,1.0686387961464172
472.0,1.676861106941519,1.027601778927741,1.1603531881305724,1.0208913219452078,1.0619150194053717
496.0,1.6361189697515726,1.0604691847816052,1.178002720317595,1.0526207604811209,1.093440004544734
