r_bin_km,phi_mean,r_center_km,abs_dev
0.0,0.9745668505995683,5.0,0.02543314940043173
10.0,0.9726186042437316,15.0,0.027381395756268412
20.0,0.9919039833919934,25.0,0.008096016608006629
30.0,0.9950258830509242,35.0,0.004974116949075791
40.0,1.0190185755589178,45.0,0.01901857555891784
50.0,1.0233992595400827,55.0,0.023399259540082706
60.0,1.017394974466636,65.0,0.01739497446663596
70.0,1.0086657182517826,75.0,0.00866571825178264
80.0,1.0024937393602829,85.0,0.002493739360282854
90.0,1.000637641710557,95.0,0.0006376417105569132
100.0,0.983793468175172,105.0,0.016206531824828008
110.0,0.9960986797521743,115.0,0.003901320247825746
120.0,0.9935427727271878,125.0,0.006457227272812172
130.0,0.9921407493119115,135.0,0.00785925068808846
140.0,0.9863662855625466,145.0,0.013633714437453426
150.0,0.9660022333885455,155.0,0.03399776661145448
160.0,0.9673740739541952,165.0,0.03262592604580483
170.0,0.9549742640874829,175.0,0.04502573591251713
180.0,0.954608618526402,185.0,0.045391381473598
190.0,0.9602699696256708,195.0,0.039730030374329206
200.0,0.9949941003268232,205.0,0.005005899673176772
210.0,0.9858757699918343,215.0,0.01412423000816565
220.0,0.9642385849507413,225.0,0.03576141504925867
230.0,0.9569376505901978,235.0,0.04306234940980225
240.0,0.9389689343420835,245.0,0.061031065657916495
250.0,0.9434165267299828,255.0,0.056583473270017226
260.0,0.9148833916706463,265.0,0.08511660832935375
270.0,1.0030772355145319,275.0,0.003077235514531873
280.0,1.0036989018401326,285.0,0.0036989018401325513
290.0,0.9606293466650884,295.0,0.03937065333491163
300.0,1.0058411604864403,305.0,0.005841160486440344
310.0,0.961847033542105,315.0,0.03815296645789501
320.0,0.9277934727515897,325.0,0.07220652724841026
330.0,0.9623645610323306,335.0,0.03763543896766941
340.0,0.8990259650745988,345.0,0.10097403492540125
350.0,0.9396185640468282,355.0,0.0603814359531718
360.0,0.920777830094436,365.0,0.07922216990556397
370.0,0.914114929411965,375.0,0.08588507058803496
380.0,0.9153354752984505,385.0,0.0846645247015495
390.0,0.9120420564273024,395.0,0.0879579435726976
400.0,0.9749005196649791,405.0,0.025099480335020852
410.0,0.9909088842821172,415.0,0.009091115717882792
420.0,1.1280959843551737,425.0,0.12809598435517366
430.0,0.9636291364235784,435.0,0.03637086357642161
440.0,1.018981444169337,445.0,0.018981444169337003
450.0,0.915555248709001,455.0,0.08444475129099904
460.0,0.9251401334993528,465.0,0.07485986650064724
470.0,0.950684323173155,475.0,0.04931567682684501
480.0,0.926974866791342,485.0,0.073025133208658
490.0,0.8695770345058045,495.0,0.13042296549419552
