model,n_tiles,fit_ok,a,b,c,r_star_km,r_star_boot_p025_km,r_star_boot_p50_km,r_star_boot_p975_km,n_boot_valid
logtau = a + b*logr + c*logr^2,2776,1,7.216320020660022,-0.4116101596243953,0.06398830575634745,24.93548928378906,0.9183781847558831,24.789860724053042,41.15048209989619,978
