quadkey,n_points,tau_hours,tau_r2,phi0,phi_inf,t_first_overlap_hours,t_intensity_geq_thr_hours,intensity_thr,lat,lon,distance_km,n_crisis_pre
12032102230232,27,451.58907165086487,0.3528939263060942,0.912068834652607,0.9938303898928843,16.0,16.0,0.95,47.16730917617166,28.531494140625,2.2329205224263644,26.86933863443589
12032102230211,26,852.4390398923346,0.18822255716565328,0.9374419337492116,1.0966582550769837,16.0,16.0,0.95,47.212105250541214,28.553466796875,3.345235725917571,16.951426957549202
12032102230321,27,25802.311740550278,2.9385453963692854e-05,0.9511375971483611,1.0881090287265542,16.0,88.0,0.95,47.18224540189162,28.597412109375,3.4656128273951854,36.96645105311619
12032102230223,27,11148.255689574937,0.0004640776483485487,0.9858423463811052,1.081461199705681,16.0,64.0,0.95,47.16730917617166,28.509521484375,3.5751281920105042,26.402798288648448
12032102232010,27,334.84133738948015,0.19677367387297617,0.9273664087903037,1.0207259108796705,16.0,40.0,0.95,47.152368749299136,28.531494140625,3.632100210694374,88.20646599774786
12032102230210,27,553.1542688511203,0.24442013702040222,1.0202367827602135,1.2524606629351327,16.0,16.0,0.95,47.212105250541214,28.531494140625,3.6698143698783205,45.884420518071245
12032102232100,27,566.5998879292105,0.15339111017098161,0.9037969014110029,0.9767052213279439,16.0,88.0,0.95,47.152368749299136,28.575439453125004,3.7618420523111777,84.13903204057549
12032102230300,27,519.9170612325687,0.17080120552355538,0.960351684685444,1.1477508313159293,16.0,16.0,0.95,47.212105250541214,28.575439453125,3.798126168362235,34.326814931750626
12032102230303,27,232.26647139861336,0.4845400739190948,0.8821610126214364,1.0593165601780257,16.0,88.0,0.95,47.197177426625565,28.597412109375004,3.851816850930728,31.27839664671176
12032102230201,14,1207.4186044086043,0.10064591162320558,1.0448700328558485,1.1100830214917052,64.0,64.0,0.95,47.212105250541214,28.509521484375004,4.610484633177499,24.08317779546635
12032102232101,27,376.74891038610065,0.35556319000219927,0.9853699292526101,1.0397883190221633,16.0,88.0,0.95,47.152368749299136,28.597412109375,4.786288693329675,272.1308021584926
12032102232013,27,2387.844909153031,0.006493030115986231,0.9065946719442111,0.9825655717706184,16.0,88.0,0.95,47.1374241211085,28.553466796875,4.9641413249047135,30.21918765763967
12032102230330,27,357.5114929634602,0.15983932168978976,0.8761498032692943,1.0479153845286895,16.0,40.0,0.95,47.18224540189162,28.619384765625,5.126192430054199,70.2464886677893
12032102230032,27,312.4047319784429,0.29825130703027425,1.0030811643048274,1.1161636205259615,16.0,16.0,0.95,47.22702887380733,28.531494140625004,5.226150211545824,25.45799255519411
12032102232102,26,5309.958812054589,0.003500161343045205,0.9918996739120294,1.0096480986053604,16.0,208.0,0.95,47.1374241211085,28.575439453125,5.280379960107162,66.60527721018539
12032102230332,27,902.3148683778195,0.047504351154159186,0.9273775113529158,1.0707139116008348,16.0,64.0,0.95,47.16730917617166,28.619384765625004,5.3824715152803,118.82833733601952
12032102230312,27,28518.012120389052,4.7041141889136995e-05,1.0311790060713852,1.0796858848820536,16.0,16.0,0.95,47.197177426625565,28.619384765625,5.394428276475862,29.42884785095028
12032102230023,27,441.9413326591067,0.25555543232799594,1.0256589367649598,1.0548714663887586,16.0,16.0,0.95,47.22702887380733,28.509521484375,5.924481871274035,33.67556424450254
12032102232103,27,1169.262017668445,0.0359206305304115,0.9864474112427636,1.0502636012380187,16.0,88.0,0.95,47.1374241211085,28.597412109375,6.053261855163495,290.5220641897696
12032102232110,27,700.5410645615493,0.11623667041241725,1.022355793515138,1.0725590161270713,16.0,16.0,0.95,47.152368749299136,28.619384765625,6.097865514381765,455.0679850714372
12032102221331,27,503.06328242255535,0.11540233615168694,0.9561321949305805,1.1140401065164154,16.0,40.0,0.95,47.18224540189162,28.465576171875,6.498104758967402,46.32759670767915
12032102230031,27,1178.2019023207743,0.016524503495718212,0.9790224640794135,0.9819048933236583,16.0,16.0,0.95,47.241948296593804,28.553466796875,6.662079414914122,28.05923579973613
12032102221313,27,35209.66234551093,3.512781703574053e-05,0.8259991636512307,1.061398531180992,16.0,40.0,0.95,47.197177426625565,28.465576171875,6.711399800216085,18.040838529081377
12032102230331,27,217.56926612640734,0.31069197295064466,0.9554581372941136,1.073800265831172,16.0,16.0,0.95,47.18224540189162,28.641357421875004,6.786782858998181,24.953777635289104
12032102230030,27,589.3515371568595,0.10200245274130548,0.9482429182987488,1.0474466148139063,16.0,16.0,0.95,47.241948296593804,28.531494140625004,6.8307361472000805,62.49977204719912
12032102230120,27,1333.6233014957807,0.08335239513629666,0.9876937067560846,1.070581010677059,16.0,16.0,0.95,47.241948296593804,28.575439453125,6.900481286601292,13.723556413332192
12032102230022,27,320.53331417285887,0.21891734922907757,1.1622842995004754,1.0583674715140234,16.0,16.0,0.95,47.22702887380733,28.487548828125004,6.95678581452636,63.67680345297033
12032102232112,27,1215.8964545348913,0.0246117468512691,1.0011882364835611,1.0539420429192585,16.0,40.0,0.95,47.1374241211085,28.619384765625,7.135923072259788,383.50786195177824
12032102232021,27,263.717990790971,0.36321661339427747,0.9446856539393128,0.9885628412275828,16.0,16.0,0.95,47.12247529143538,28.509521484375,7.3474376452189745,53.94594667273884
12032102230121,27,852.3319354886684,0.04524888858039311,0.9230994712375223,0.9888865808792772,16.0,88.0,0.95,47.241948296593804,28.597412109375004,7.507261526342661,14.14854920126473
12032102232020,27,354.5876632922508,0.26630185667500217,1.0816715675859,1.027962012926059,16.0,16.0,0.95,47.12247529143538,28.487548828125,8.20417156165581,24.31663630430238
