slug,name,event_type,output_root,source,value_col,S_max_abs_delta,near_r_max_km,n_tiles_overlap_near_mean,n_r_bins_raw,n_time_raw,svd_complete_sigma1_energy,svd_complete_mode_used,svd_complete_rank1_rel_error,svd_fill_sigma1_energy,svd_fill_mode_used,svd_fill_rank1_rel_error,null_n,null_seed,null_row_shuffle_n,null_row_shuffle_mean,null_row_shuffle_std,null_row_shuffle_p_ge_obs,null_row_shuffle_z,null_col_shuffle_n,null_col_shuffle_mean,null_col_shuffle_std,null_col_shuffle_p_ge_obs,null_col_shuffle_z
hurricane_ernesto_puerto_rico_14_august_2024,Hurricane Ernesto Puerto Rico 14 August 2024,hurricane,outputs/_runs/trackpath/v3,root:outputs/_runs/trackpath/v3,phi_overlap,0.5216639037719394,50.0,4.352941176470588,18,15,0.9896588987115015,drop_complete,0.10169120556124049,0.809055204185795,fill_missing,0.43697230554602046,200,0,200,0.9758006690344757,0.0058235062947861295,0.0,2.379705451582193,200,0.7100311840678956,0.05344441619650349,0.0,5.232122166242319
hurricane_helene_pre_landfall_gulf_of_mexico_24_september_2024,Hurricane Helene Pre Landfall Gulf Of Mexico 24 September 2024,hurricane,outputs/_runs/trackpath/v3,root:outputs/_runs/trackpath/v3,phi_overlap,0.3520272647859739,50.0,795.3333333333334,50,12,0.9545283057178885,drop_complete,0.2132409301286022,0.9545283057178885,fill_missing,0.21324093012860226,200,0,200,0.9397188069040427,0.0006196210652431323,0.0,23.900896280914314,200,0.9311047625100923,0.0011855692803389507,0.0,19.75721165877328
hurricane_milton_across_florida_us,"Hurricane Milton Across Florida, US",hurricane,outputs/_runs/trackpath/v3,root:outputs/_runs/trackpath/v3,phi_overlap,6.043410634389885,50.0,567.7666666666667,35,10,0.9498476534276082,drop_complete,0.22394719594670454,0.9498476534276082,fill_missing,0.22394719594670456,200,0,200,0.9528568248720874,0.002103574998278777,0.965,-1.430503522309128,200,0.6424964302615845,0.01800261996735109,0.0,17.072582975334974
hurricane_john_across_southeastern_guerrero_mexico,"Hurricane John Across Southeastern Guerrero, Mexico",hurricane,outputs/_runs/trackpath/v3,root:outputs/_runs/trackpath/v3,phi_overlap,0.2371536287262035,50.0,39.80952380952381,50,7,0.9315811524300638,drop_complete,0.26156996687298845,0.9315811524300638,fill_missing,0.26156996687298845,200,0,200,0.9253654201863799,0.0009315546551630409,0.0,6.672428943630797,200,0.8987014390534296,0.0032033420837549436,0.0,10.26419049759829
typhoon_yagi_across_northeastern_vietnam,Typhoon Yagi Across Northeastern Vietnam,typhoon,outputs/_runs/trackpath/v4_yagi_fix,root:outputs/_runs/trackpath/v4_yagi_fix,phi_overlap,0.7657633224849418,50.0,176.07575757575756,18,11,0.926156258036644,drop_complete,0.27174205041427785,0.926156258036644,fill_missing,0.2717420504142779,200,0,200,0.7416668310465859,0.01416190104561242,0.0,13.0271653781408,200,0.5290994914283753,0.031745450322619974,0.0,12.507517221305536
turkiye_earthquake_2023,Turkiye Turkey Earthquake Full Country Version Feb 8 2023,earthquake,outputs,event:outputs,phi_overlap,0.8663653176905799,50.0,94.54166666666667,50,36,0.8973500897661162,drop_complete,0.32039024678333117,0.8973500897661162,fill_missing,0.32039024678333117,200,0,200,0.8740380553749408,0.0008528787048489623,0.0,27.33335263107984,200,0.26288054141928796,0.004319898157278456,0.0,146.87141345631753
typhoon_krathon_across_taiwan,Typhoon Krathon Across Taiwan,typhoon,outputs/_runs/trackpath/v3,root:outputs/_runs/trackpath/v3,phi_overlap,0.4519464454697264,50.0,281.9848484848485,31,11,0.7813216294404274,drop_complete,0.46763059198428464,0.7813216294404274,fill_missing,0.4676305919842846,200,0,200,0.7742723208424543,0.003024944798066827,0.01,2.3303924760802537,200,0.7442082708685064,0.006022728847029524,0.0,6.162216416272121
hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,outputs/_runs/trackpath/v3,root:outputs/_runs/trackpath/v3,phi_overlap,0.3292482123622946,50.0,816.7555555555556,36,15,0.7504022171059168,drop_complete,0.49959762098521154,0.7504022171059168,fill_missing,0.49959762098521154,200,0,200,0.6193409202337631,0.010979180709275161,0.0,11.937256553344982,200,0.6014062838174533,0.012966812653829294,0.0,11.490559574365623
hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,outputs/_runs/trackpath/v3,root:outputs/_runs/trackpath/v3,phi_overlap,0.784892720723101,50.0,13.231182795698924,24,31,0.7337467214020547,drop_complete,0.5159973629757667,0.74253817689425,fill_missing,0.5074069600485888,200,0,200,0.6255544716759335,0.009622693744186606,0.0,11.243447271870599,200,0.4171044309400419,0.01832378383573785,0.0,17.280398704794173
tropical_storm_kristine_in_bicol_and_calabarzon_philippines,"Tropical Storm Kristine in Bicol and Calabarzon, Philippines",tropical_storm,outputs/_runs/trackpath/v3,root:outputs/_runs/trackpath/v3,phi_overlap,0.842254393235784,50.0,,44,12,0.7023432066960384,drop_complete,0.5455793189848397,0.7023432066960384,fill_missing,0.5455793189848397,200,0,200,0.49603917425245825,0.01606389819595041,0.0,12.842712891170335,200,0.5235064950443128,0.011389823270659084,0.0,15.701447459015498
tropical_storm_yagi_philippines_2_september_2024,Tropical Storm Yagi Philippines 2 September 2024,tropical_storm,outputs/_runs/trackpath/v3,root:outputs/_runs/trackpath/v3,phi_overlap,0.3595774860789557,50.0,345.0444444444444,35,15,0.6893024977582485,drop_complete,0.5574024598454435,0.6893024977582485,fill_missing,0.5574024598454435,200,0,200,0.5985622590764921,0.010510759404618878,0.0,8.633081130358788,200,0.5034389147078638,0.008236354012189853,0.0,22.56624506126199
tropical_storm_debby_united_states_pre_landfall_4_august_2024,Tropical Storm Debby United States Pre-landfall 4 August 2024,tropical_storm,outputs/_runs/trackpath/v3,root:outputs/_runs/trackpath/v3,phi_overlap,1.5739501834059366,50.0,30.208333333333332,50,14,0.6523616815543205,fill_missing_fallback,0.5896086146298061,0.6523616815543205,fill_missing,0.5896086146298061,200,0,200,0.639304472060079,0.011387064841721993,0.125,1.1466703382947399,200,0.6353522354484004,0.0054156533714170485,0.015,3.140792982743925
hurricane_john_southern_mexico_25_september_2024,Hurricane John Southern Mexico 25 September 2024,hurricane,outputs/_runs/trackpath/v3,root:outputs/_runs/trackpath/v3,phi_overlap,0.6939778968826663,50.0,154.88888888888889,50,15,0.641864893339839,drop_complete,0.5984439043554223,0.641864893339839,fill_missing,0.5984439043554223,200,0,200,0.6495525474733117,0.0042936662690101195,0.965,-1.7904638255094443,200,0.3994718678392074,0.00500409714000595,0.0,48.438912898550036
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,outputs/_runs/trackpath/v3,root:outputs/_runs/trackpath/v3,phi_overlap,0.39819105370219865,50.0,185.3095238095238,50,14,0.37095397434702176,drop_complete,0.7931242182993642,0.37095397434702176,fill_missing,0.7931242182993642,200,0,200,0.33066131376317787,0.011304361608073648,0.01,3.5643463983907435,200,0.2798341148118537,0.009713821683891382,0.0,9.380433623387782
