fit_ok,alpha,slope,intercept,r2_loglog,n_points_fit,r_min_fit,r_max_fit,y_min_fit,y_max_fit,time_min_hours,time_max_hours
1,0.09620571836608878,-0.09620571836608878,-2.565284991360064,0.057535319376068594,26,15.0,265.0,0.021446167942068106,0.07684455030983428,24.0,72.0
