k_ratio,gamma,n_valid,rho_alpha_delta_near,p_alpha_delta_near,rho_alpha_D_peak,p_alpha_D_peak
0.5,-1.0,0,,,,
0.5,0.0,10,-0.23636363636363633,0.5108853175152002,0.10303030303030303,0.7769984634438898
0.5,1.0,8,0.4523809523809524,0.260404767436885,0.261904761904762,0.530922861565801
0.5,2.0,7,0.14285714285714288,0.7599453002180929,0.3571428571428572,0.4316113520383278
1.1666666666666665,-1.0,0,,,,
1.1666666666666665,0.0,10,-0.28484848484848485,0.42503815489214547,0.3696969696969697,0.2930500752928223
1.1666666666666665,1.0,6,-0.14285714285714288,0.7871720116618075,0.942857142857143,0.004804664723032055
1.1666666666666665,2.0,9,-0.06666666666666667,0.8646897846262037,0.0,1.0
1.8333333333333333,-1.0,0,,,,
1.8333333333333333,0.0,9,0.26666666666666666,0.4879222748387009,0.25,0.5164895523012263
1.8333333333333333,1.0,8,-0.5952380952380953,0.11952980613879259,0.28571428571428575,0.4927262450169573
1.8333333333333333,2.0,7,-0.7500000000000002,0.05218140045705776,0.3214285714285715,0.4820720382996776
2.5,-1.0,0,,,,
2.5,0.0,10,0.6848484848484848,0.02888279750673276,0.09090909090909088,0.8027717312071619
2.5,1.0,7,-0.25,0.5887244480896833,-0.21428571428571433,0.6445115810207203
2.5,2.0,3,1.0,0.0,1.0,0.0
