slug,short_name,disaster_type,event_type,t_peak_hours,D_peak,near_delta,r_bin_km,bin_type,peak_delta_mean,delta0_signed,delta0_abs,tau,A,C,r2,n_points,fit_ok,daily_avg_applied,median_step_hours_raw
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,-8.0,0.1182352467469458,-0.1686674012421007,100.0,EVAC,-0.18279161251800968,-0.22750561733053953,0.22750561733053953,158.92735196742305,0.1616204768301064,0.0008263230861267408,0.8607715955785891,14,1,0,24.0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,-8.0,0.1182352467469458,-0.1686674012421007,110.0,EVAC,-0.1363538137424436,-0.11579342818114335,0.11579342818114335,103.35122073386452,0.21011548624643192,7.591781069253099e-18,0.8640144416542552,14,1,0,24.0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,-8.0,0.1182352467469458,-0.1686674012421007,120.0,EVAC,-0.10313216814378234,-0.09640350664989605,0.09640350664989605,39.12232965229666,0.126821772520298,0.0397310471265951,0.7989899366560653,14,1,0,24.0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,-8.0,0.1182352467469458,-0.1686674012421007,130.0,EVAC,-0.012089595457989766,0.0005811380726796767,0.0005811380726796767,1753.2276711360832,1.2645859761123594e-11,0.0270815100108249,-1.721895959150288e-10,14,1,0,24.0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,-8.0,0.1182352467469458,-0.1686674012421007,140.0,INFL,0.008351069728615435,0.030832095488549704,0.030832095488549704,2616.296281462914,3.2166182050066486e-15,0.02385397087377607,-8.659739592076221e-15,14,1,0,24.0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,-8.0,0.1182352467469458,-0.1686674012421007,150.0,EVAC,-0.04269541385645059,-0.07441506733901038,0.07441506733901038,2860.1505868698905,1.783920791113942e-14,0.01783627155698943,-7.016609515630989e-14,14,1,0,24.0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,-8.0,0.1182352467469458,-0.1686674012421007,160.0,EVAC,-0.02591650795492101,-0.030622928427812002,0.030622928427812002,1816.4902412312254,2.3426998586255757e-14,0.018538365692982606,-8.881784197001252e-14,14,1,0,24.0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,-8.0,0.1182352467469458,-0.1686674012421007,170.0,EVAC,-0.028511594378263005,-0.005258400357704973,0.005258400357704973,4.485268221468266,4.999999998726029,0.02791760717712618,0.21350232141336445,14,1,0,24.0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,-8.0,0.1182352467469458,-0.1686674012421007,180.0,EVAC,-0.03320527272282059,-0.0286456962820808,0.0286456962820808,4.379126037106471,4.9999999999999725,0.01685135732418447,0.21558721947925774,14,1,0,24.0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,-8.0,0.1182352467469458,-0.1686674012421007,190.0,EVAC,-0.028848815939462535,-0.02388698912389342,0.02388698912389342,12.316442549123378,0.05200853049233435,0.02648184921973188,0.09082726237397676,14,1,0,24.0
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,-8.0,0.1182352467469458,-0.1686674012421007,200.0,EVAC,-0.03368659990704681,-0.030057239824830773,0.030057239824830773,942.8803321320901,8.113347985576069e-18,0.03244787928299031,2.220446049250313e-16,14,1,0,24.0
spain_flood,spain_flood,flood,INFL,104.0,0.1291051378624129,0.1384680031755251,0.0,INFL,0.10595804650108331,0.1270054307892985,0.1270054307892985,158.68533283955313,0.09633532117020246,0.039146531915875006,0.055092530392497285,15,1,0,8.0
spain_flood,spain_flood,flood,INFL,104.0,0.1291051378624129,0.1384680031755251,10.0,EVAC,-0.018878304209198546,0.13806460080792915,0.13806460080792915,232.43323722246538,0.060959898572439365,1.7599672870887893e-13,0.08135200973060353,15,1,0,8.0
spain_flood,spain_flood,flood,INFL,104.0,0.1291051378624129,0.1384680031755251,20.0,INFL,0.19012137764777504,0.27040688191894047,0.27040688191894047,63.841230578826746,0.0798348811510728,0.13508374290883102,0.09280497837736235,15,1,0,8.0
spain_flood,spain_flood,flood,INFL,104.0,0.1291051378624129,0.1384680031755251,30.0,INFL,0.15966710378700913,0.24583936907737924,0.24583936907737924,0.9723963726205465,8.805958353502252e-16,0.18019575769487736,0.0,15,1,0,8.0
spain_flood,spain_flood,flood,INFL,104.0,0.1291051378624129,0.1384680031755251,40.0,INFL,0.273423774355708,0.3083791226213537,0.3083791226213537,45.93095731397455,0.03980171973592177,0.2414354507206343,0.03460853474314396,15,1,0,8.0
spain_flood,spain_flood,flood,INFL,104.0,0.1291051378624129,0.1384680031755251,50.0,INFL,0.2225610819328124,0.25908459865701894,0.25908459865701894,1.8311757258052361,7.508525577188488e-18,0.21330110889606096,-7.926992395823618e-14,15,1,0,8.0
spain_flood,spain_flood,flood,INFL,104.0,0.1291051378624129,0.1384680031755251,60.0,INFL,0.20616735931492966,0.24797315872118886,0.24797315872118886,56.53734978514383,0.07833680815548695,0.14536857881036833,0.08449541566995666,15,1,0,8.0
spain_flood,spain_flood,flood,INFL,104.0,0.1291051378624129,0.1384680031755251,70.0,INFL,0.20835033559707997,0.2740816535952737,0.2740816535952737,43.46873067834142,0.06602662402683485,0.17398973279879099,0.09631470943841136,15,1,0,8.0
spain_flood,spain_flood,flood,INFL,104.0,0.1291051378624129,0.1384680031755251,80.0,INFL,0.03192731527935405,0.13973844568700478,0.13973844568700478,277.23590043152427,0.06514138541309812,4.512212193864919e-19,0.039159234124212294,15,1,0,8.0
spain_flood,spain_flood,flood,INFL,104.0,0.1291051378624129,0.1384680031755251,90.0,INFL,0.024112229844683364,0.12016261019230967,0.12016261019230967,298.84942269374466,0.04840307483430693,8.528518861854479e-13,0.028844657888947745,15,1,0,8.0
spain_flood,spain_flood,flood,INFL,104.0,0.1291051378624129,0.1384680031755251,100.0,INFL,0.0707307720663632,0.15922156434592138,0.15922156434592138,204.3135089044417,0.0896516343771175,7.291865705364382e-17,0.11248505063504921,15,1,0,8.0
spain_flood,spain_flood,flood,INFL,104.0,0.1291051378624129,0.1384680031755251,110.0,INFL,0.12533691590411147,0.18465436178993233,0.18465436178993233,80.7239397988637,0.0786702220937794,0.06482983536304439,0.14588460344783238,15,1,0,8.0
spain_flood,spain_flood,flood,INFL,104.0,0.1291051378624129,0.1384680031755251,120.0,INFL,0.06585795600652898,0.1460799630773928,0.1460799630773928,72.86090779791131,0.04554257017011537,0.047155405235397484,0.12149664526486048,15,1,0,8.0
spain_flood,spain_flood,flood,INFL,104.0,0.1291051378624129,0.1384680031755251,130.0,INFL,0.07008383460368174,0.13388456371340518,0.13388456371340518,76.50034530478742,0.07172569160923133,0.024504643487905174,0.2314499814229476,15,1,0,8.0
spain_flood,spain_flood,flood,INFL,104.0,0.1291051378624129,0.1384680031755251,140.0,EVAC,-0.005104571632766282,0.0733784995521547,0.0733784995521547,699.8395074024199,5.553104179943815e-12,0.03527580342437978,-5.2304827136140375e-12,15,1,0,8.0
spain_flood,spain_flood,flood,INFL,104.0,0.1291051378624129,0.1384680031755251,150.0,INFL,0.035696977824379535,0.07657127490898685,0.07657127490898685,119.22274417722772,0.0605559007634578,1.0527464775439927e-12,0.29817368458229143,15,1,0,8.0
spain_flood,spain_flood,flood,INFL,104.0,0.1291051378624129,0.1384680031755251,160.0,INFL,0.08540628769400634,0.11181692612191596,0.11181692612191596,46.05800023223316,0.0722459487673718,0.05283182628931973,0.29858113088868565,15,1,0,8.0
spain_flood,spain_flood,flood,INFL,104.0,0.1291051378624129,0.1384680031755251,170.0,INFL,0.03136646234275634,0.0699530222785989,0.0699530222785989,224.84589670702783,0.04047264428373393,1.4988144604088275e-18,0.03162026242790272,15,1,0,8.0
spain_flood,spain_flood,flood,INFL,104.0,0.1291051378624129,0.1384680031755251,180.0,INFL,0.07039799470878182,0.12444914732597834,0.12444914732597834,84.30875974246598,0.052144669873776604,0.03000030576623383,0.15993599885977738,15,1,0,8.0
spain_flood,spain_flood,flood,INFL,104.0,0.1291051378624129,0.1384680031755251,190.0,INFL,0.07437320541229815,0.11852278671726624,0.11852278671726624,62.20486849885041,0.052326929484121515,0.039814470733312624,0.18164818356332113,15,1,0,8.0
spain_flood,spain_flood,flood,INFL,104.0,0.1291051378624129,0.1384680031755251,200.0,INFL,0.03002325128726452,0.06263534679124105,0.06263534679124105,106.46368621629681,0.05117449628363412,1.8407038818945672e-16,0.31003559383069457,15,1,0,8.0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,flood,EVAC,-8.0,0.1846441741699349,-0.1036825312156231,10.0,EVAC,-0.170138754630912,-0.14405620312073342,0.14405620312073342,7.3473176972485446,4.999999999982297,0.05225749306608924,0.5321281143672454,14,1,0,24.0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,flood,EVAC,-8.0,0.1846441741699349,-0.1036825312156231,20.0,EVAC,-0.176175284102705,-0.0787781097698722,0.0787781097698722,879.3903466865104,6.154237618873641e-16,0.08123021044950673,-1.1102230246251565e-15,14,1,0,24.0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,flood,EVAC,-8.0,0.1846441741699349,-0.1036825312156231,30.0,EVAC,-0.15463673105226008,-0.08014765809661717,0.08014765809661717,0.0038267800808835517,3.7749605427048945e-10,0.06831784683694973,-8.215650382226158e-15,14,1,0,24.0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,flood,EVAC,-8.0,0.1846441741699349,-0.1036825312156231,40.0,INFL,0.006428306191291783,-0.26149222419508744,0.26149222419508744,6.4535506963341165,4.9999999997476765,0.08411605425865185,0.13108152908323734,14,1,0,24.0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,flood,EVAC,-8.0,0.1846441741699349,-0.1036825312156231,50.0,EVAC,-0.02389019248353036,-0.26421900892805716,0.26421900892805716,13.046108328270009,0.36041803289972246,0.06040964918815315,0.09038565723797332,14,1,0,24.0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,flood,EVAC,-8.0,0.1846441741699349,-0.1036825312156231,60.0,EVAC,-0.060535430806503365,-0.23545526163842245,0.23545526163842245,21.697487651715285,0.34325234572721547,0.038511335451414476,0.4643283399737924,14,1,0,24.0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,flood,EVAC,-8.0,0.1846441741699349,-0.1036825312156231,70.0,EVAC,-0.03801930762489056,-0.22855926685840833,0.22855926685840833,29.31993919524113,0.15592046202840082,0.04228452002434082,0.21592570293897362,14,1,0,24.0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,flood,EVAC,-8.0,0.1846441741699349,-0.1036825312156231,80.0,EVAC,-0.03511752202929022,-0.2267244509266696,0.2267244509266696,20.121188258017916,0.24741402155926664,0.04663386977997586,0.24847563958743368,14,1,0,24.0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,flood,EVAC,-8.0,0.1846441741699349,-0.1036825312156231,90.0,EVAC,-0.06748845741070636,-0.1285598547345096,0.1285598547345096,4.057385562504407,4.999999999999999,0.027937570093040702,0.027940763757359877,14,1,0,24.0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,flood,EVAC,-8.0,0.1846441741699349,-0.1036825312156231,100.0,EVAC,-0.02228195664130178,-0.2209839203972641,0.2209839203972641,17.659110655299664,0.21719122766925367,0.04914053489592113,0.1222513147739307,14,1,0,24.0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,flood,EVAC,-8.0,0.1846441741699349,-0.1036825312156231,110.0,EVAC,-0.02316950487670047,-0.19588630423468834,0.19588630423468834,12.84453086752032,0.5176144777773513,0.05185880762115784,0.21331520537526205,14,1,0,24.0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,flood,EVAC,-8.0,0.1846441741699349,-0.1036825312156231,120.0,EVAC,-0.05295606727998517,-0.19255388977937482,0.19255388977937482,39.39954844449398,0.1423724766973115,0.023368875359501252,0.6641717569998349,14,1,0,24.0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,flood,EVAC,-8.0,0.1846441741699349,-0.1036825312156231,130.0,EVAC,-0.004046927417565571,-0.21020820429869458,0.21020820429869458,0.8430221456026601,1.336059072093817e-06,0.06685959632195447,-8.881784197001252e-15,14,1,0,24.0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,flood,EVAC,-8.0,0.1846441741699349,-0.1036825312156231,140.0,EVAC,-0.07396959352732793,-0.22516050455307612,0.22516050455307612,30.891405799204897,0.17994975489157533,0.02029160712384682,0.7365450335558846,14,1,0,24.0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,flood,EVAC,-8.0,0.1846441741699349,-0.1036825312156231,150.0,EVAC,-0.12953565872594297,-0.16860541263243212,0.16860541263243212,12.077319263629056,0.09765409704705011,0.06463200031458356,0.009521400032486693,14,1,0,24.0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,flood,EVAC,-8.0,0.1846441741699349,-0.1036825312156231,160.0,EVAC,-0.11483332587919343,-0.1251200096666818,0.1251200096666818,128.7014902076242,4.054198832284325e-13,0.05935579327517216,-2.1020962748252714e-12,14,1,0,24.0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,flood,EVAC,-8.0,0.1846441741699349,-0.1036825312156231,170.0,EVAC,-0.00958123241051101,-0.2153987973831183,0.2153987973831183,20.894200124505705,0.14671130706215646,0.054674138210276085,0.07067777188261593,14,1,0,24.0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,flood,EVAC,-8.0,0.1846441741699349,-0.1036825312156231,180.0,EVAC,-0.09083068561668534,-0.19029862945801512,0.19029862945801512,27.246866629287823,0.054965584852974834,0.022391490503442496,0.0772620747123336,14,1,0,24.0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,flood,EVAC,-8.0,0.1846441741699349,-0.1036825312156231,190.0,EVAC,-0.12393356945299236,-0.136167478980324,0.136167478980324,0.3876459259150984,1.7040658802495175e-07,0.04578218836663855,2.220446049250313e-16,14,1,0,24.0
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,flood,EVAC,-8.0,0.1846441741699349,-0.1036825312156231,200.0,EVAC,-0.08319890924839321,-0.16450829374665177,0.16450829374665177,27.919129939878854,0.12583398823937023,0.019000993674437108,0.39595127423300114,14,1,0,24.0
