slug,value_col,dev_mode,time_min,time_max,min_tiles_overlap,complete_only,mode_used,n_r_bins_used,n_time_used,nan_frac_raw_matrix,sigma1,sigma1_energy_frac,rank1_rel_error,singular_values
typhoon_yagi_across_northeastern_vietnam,phi_overlap,signed,,,50,1,drop_complete,16,11,0.0,2.8036585901241464,0.9400703436935446,0.24480534370486162,"[2.8036585901241464, 0.6401017089231047, 0.25768165391364545, 0.11518662313500028, 0.07694038587198049, 0.05197478926311262, 0.0328958206292536, 0.030199890182708924, 0.025970429899515018, 0.019784679694735578, 0.00539905318339925]"
