window_start_pt,hours_since_quake,distance_band,n_tiles,n_tiles_crisis,n_tiles_overlap,baseline_sum,crisis_sum,baseline_sum_overlap,crisis_sum_overlap,baseline_mean,crisis_mean,tile_coverage_ratio,baseline_mean_overlap,crisis_mean_overlap,tile_overlap_ratio,net_change,phi_aggregate
2023-02-07 08:00:00,40.0,100-200km,1807,2213,1476,337844.7010191007,261542.68880354534,327599.78680309164,249331.07525532713,186.96441672335402,118.18467636852478,1.2246817930271168,221.95107506984527,168.92349272041133,0.8168234643054787,-76302.01221555538,0.7741506319756026
2023-02-07 08:00:00,40.0,200km+,23356,24168,21748,5371579.054383331,5510238.487445127,5329068.86339393,5472411.792802871,229.98711484771925,227.9972892852171,1.0347662270936804,245.03719254156383,251.62827813145444,0.9311525946223669,138659.43306179624,1.0258135329775417
2023-02-07 08:00:00,40.0,25-50km,403,433,323,155886.6129699721,103070.12872076649,153484.6138046385,101036.79501378443,386.8154167989382,238.0372487777517,1.0744416873449132,475.1845628626579,312.80741490335737,0.8014888337468983,-52816.48424920562,0.6611865301135289
2023-02-07 08:00:00,40.0,50-100km,654,904,551,88860.14262405192,73797.50396797222,86576.64052840252,67516.20868616643,135.87177771261761,81.63440704421706,1.382262996941896,157.12638934374323,122.53395405837827,0.8425076452599388,-15062.638656079696,0.8304904965119574
2023-02-08 08:00:00,64.0,0-25km,73,96,56,3529.2659345399893,5343.20225005056,3264.2852444101145,4535.952297960937,48.34610869232862,55.65835677136,1.3150684931506849,58.290807935894904,80.99914817787388,0.7671232876712328,1813.9363155105707,1.513969859215781
2023-02-08 08:00:00,64.0,100-200km,1815,2477,1603,337252.8951816594,305590.4191750957,331710.5226474818,290960.3516851956,185.81426731771867,123.37118254949361,1.3647382920110194,206.93108087802983,181.50988876181881,0.8831955922865014,-31662.476006563695,0.9061165183192604
2023-02-08 08:00:00,64.0,200km+,23299,24481,21866,5359994.721469584,5712491.01668103,5320666.733871775,5673423.044145435,230.05256540922719,233.34385918389896,1.0507317910639942,243.33059242073423,259.46323260520603,0.9384952143868835,352496.2952114465,1.0657642989459513
2023-02-08 08:00:00,64.0,25-50km,400,503,365,155413.76809374266,115749.20266251233,154614.8433848794,112787.57391883932,388.5344202343567,230.11769913024318,1.2575,423.60231064350523,309.0070518324365,0.9125,-39664.56543123034,0.7447808780538323
2023-02-08 08:00:00,64.0,50-100km,661,1016,580,88537.36118599074,87998.22358465903,86704.3024282353,80374.47115647446,133.94457062933546,86.61242478805023,1.5370650529500756,149.49017660040568,138.5766744077146,0.8774583963691377,-539.1376013317058,0.9939106203967483
2023-02-09 08:00:00,88.0,0-25km,71,114,65,3541.549417348708,5478.96050931908,3467.0024398706537,4556.389159968323,49.88097770913674,48.06105709929018,1.6056338028169015,53.33849907493313,70.09829476874343,0.9154929577464789,1937.4110919703721,1.547051830613948
2023-02-09 08:00:00,88.0,100-200km,1844,2581,1715,343986.1719110594,319429.2031820425,340470.8240227523,304680.5200631518,186.5434771751949,123.76179898568094,1.3996746203904555,198.52526182084682,177.65627992020512,0.9300433839479393,-24556.968729016895,0.9286105932904585
2023-02-09 08:00:00,88.0,200km+,23675,24276,22018,5478987.019246623,5695528.822687994,5436948.734437363,5660208.956327899,231.42500609278238,234.6156213003787,1.0253854276663146,246.9319981123337,257.0718937382096,0.9300105596620908,216541.80344137084,1.0395222333399772
2023-02-09 08:00:00,88.0,25-50km,405,548,375,158181.6073603107,121018.63627420807,157587.05842396474,117689.054135877,390.5718700254585,220.83692750767895,1.3530864197530865,420.23215579723933,313.837477695672,0.9259259259259259,-37162.97108610264,0.7650613639204479
