r_bin_km,phi_mean,r_center_km,abs_dev
0.0,0.6893669680780895,5.0,0.3106330319219105
10.0,0.9083600864204515,15.0,0.09163991357954848
20.0,0.91484677791695,25.0,0.08515322208304998
30.0,0.9838696181779807,35.0,0.016130381822019313
40.0,0.9707916777028269,45.0,0.029208322297173073
50.0,0.9859506523507828,55.0,0.01404934764921717
60.0,0.9475593920528647,65.0,0.05244060794713534
70.0,0.978412507100356,75.0,0.021587492899644012
80.0,0.9665756621208066,85.0,0.03342433787919341
90.0,0.9930031890857609,95.0,0.006996810914239093
100.0,0.9890930801314519,105.0,0.010906919868548082
110.0,0.9825676540782711,115.0,0.01743234592172893
120.0,0.9678028490996,125.0,0.032197150900399985
130.0,0.9603222571556611,135.0,0.03967774284433889
140.0,0.9599247829124706,145.0,0.04007521708752937
150.0,0.9879058915247224,155.0,0.012094108475277587
160.0,0.9669512080418539,165.0,0.03304879195814614
170.0,0.984989841097144,175.0,0.015010158902855952
180.0,0.9594600301113816,185.0,0.04053996988861841
190.0,1.032316611137638,195.0,0.03231661113763806
200.0,0.9799038608890632,205.0,0.020096139110936773
210.0,0.9884622144461908,215.0,0.011537785553809243
220.0,0.974363832904953,225.0,0.025636167095047013
230.0,0.9508109844230398,235.0,0.049189015576960204
240.0,0.9429439914015951,245.0,0.05705600859840487
250.0,0.9993855479396235,255.0,0.0006144520603764692
260.0,1.0535656217447338,265.0,0.05356562174473378
270.0,0.9307474073328985,275.0,0.06925259266710149
280.0,1.0175613394264496,285.0,0.01756133942644955
290.0,0.9619620370463826,295.0,0.03803796295361739
300.0,0.9647368035945174,305.0,0.03526319640548259
310.0,1.0034644112452666,315.0,0.003464411245266641
320.0,0.9499269367860304,325.0,0.05007306321396965
330.0,0.9557523334418554,335.0,0.044247666558144605
340.0,1.097528152256879,345.0,0.09752815225687894
350.0,0.9948822331330442,355.0,0.005117766866955753
360.0,0.9691887850529939,365.0,0.030811214947006116
370.0,0.9533689093781033,375.0,0.04663109062189674
380.0,0.9714656289604677,385.0,0.02853437103953227
390.0,0.9744269434401349,395.0,0.02557305655986508
400.0,0.9292270841042604,405.0,0.07077291589573964
410.0,0.9375166496263483,415.0,0.062483350373651714
420.0,0.9711368597602525,425.0,0.028863140239747453
430.0,1.0037579826153291,435.0,0.003757982615329114
440.0,0.9613540365955571,445.0,0.03864596340444293
450.0,0.9847489698296465,455.0,0.015251030170353452
460.0,0.9106166142037286,465.0,0.08938338579627136
470.0,0.89697592443024,475.0,0.10302407556976001
480.0,0.9844524038282658,485.0,0.01554759617173418
490.0,0.9578097474217098,495.0,0.04219025257829023
