distance_band,n_points_phi_mean,corr_net_phi_mean_overlap_minus_1,n_points_phi_aggregate,corr_net_phi_aggregate
0-25km,35,-0.10602810680144542,35,-0.17267357664286143
25-50km,35,0.5583502740433202,35,0.5606750144845389
50-100km,35,-0.4335961373210133,35,-0.3920322919100519
100-200km,35,0.325465524861523,35,0.31467719497881996
200km+,35,0.14351234361122212,35,0.14848324587560124
