window_start_pt,hours_since_quake,only_hour_pt,distance_band,n_od,start_sum,end_sum,same_sum,N_out,N_in,Net,phi_aggregate,baseline_mean_overlap,crisis_mean_overlap,phi_mean_overlap_ratio,phi_mean_overlap_minus_1
2023-02-05 08:00:00,-8.0,8,0-25km,40,1667.0,1621.0,1610.0,57.0,11.0,-46.0,0.9550828093780837,47.73997949861002,47.0154162460506,0.9848227154647078,-0.015177284535292213
2023-02-05 08:00:00,-8.0,8,25-50km,597,112556.0,112664.0,112425.0,131.0,239.0,108.0,1.035386298326928,403.97481358214833,418.91601870728414,1.0369854867749013,0.03698548677490132
2023-02-05 08:00:00,-8.0,8,50-100km,536,62035.0,61856.0,61487.0,548.0,369.0,-179.0,1.021841055736879,147.54347391800445,152.96083886625587,1.036717076021011,0.03671707602101093
2023-02-05 08:00:00,-8.0,8,100-200km,1834,232377.0,232505.0,232128.0,249.0,377.0,128.0,1.024976859445622,200.07187450258587,205.47745478379807,1.0270181918105752,0.027018191810575187
2023-02-05 08:00:00,-8.0,8,200km+,25223,3703908.0,3703897.0,3703897.0,11.0,0.0,-11.0,1.022127628371328,246.43100717547412,252.7788620276728,1.0257591563860249,0.025759156386024884
2023-02-06 08:00:00,16.0,8,0-25km,33,1668.0,1694.0,1657.0,11.0,37.0,26.0,1.2331120076924371,64.77491772268267,88.28787087574234,1.3629947204830795,0.36299472048307946
2023-02-06 08:00:00,16.0,8,25-50km,491,52383.0,52340.0,52127.0,256.0,213.0,-43.0,0.5824343106731931,558.1606137818136,328.82239480077027,0.5891178751808306,-0.4108821248191694
2023-02-06 08:00:00,16.0,8,50-100km,420,29760.0,29777.0,29558.0,202.0,219.0,17.0,0.6455144474789006,167.80356775922425,105.22902499462649,0.6270964699964908,-0.3729035300035092
2023-02-06 08:00:00,16.0,8,100-200km,1591,137792.0,137863.0,137781.0,11.0,82.0,71.0,0.6954608789641711,235.08262341451936,164.2029799632232,0.698490503373724,-0.301509496626276
2023-02-06 08:00:00,16.0,8,200km+,40727,3758961.0,3758890.0,3758879.0,82.0,11.0,-71.0,1.0423304388375667,245.73059994250832,256.2426591146179,1.0427787958624972,0.04277879586249722
2023-02-07 08:00:00,40.0,8,0-25km,38,2233.0,2230.0,2219.0,14.0,11.0,-3.0,1.3465695571812406,63.2142875760032,87.18865526728078,1.3792555229298906,0.3792555229298906
