removed_slug,n_after_remove,spearman_rho,spearman_p
flooding_in_central_and_eastern_europe_sept_16_2024,13,-0.6813186813186813,0.010340409451492902
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,13,-0.7637362637362637,0.002376614797908447
hurricane_beryl_across_southeastern_texas_us,13,-0.7637362637362637,0.002376614797908447
hurricane_beryl_jamaica_western_caribbean_pre_landfall_2024_07_03,13,-0.8736263736263737,9.528897290370499e-05
park_fire_california_29_july_2024,13,-0.6813186813186813,0.010340409451492902
spain_flood,13,-0.6813186813186813,0.010340409451492902
the_flooding_across_bagmati_and_koshi_provinces_nepal,13,-0.7857142857142857,0.0014541896038438233
the_flooding_across_rio_grande_do_sul_state_brazil,13,-0.7197802197802198,0.005536115775787644
the_wildfires_in_quito_pichincha_province_ecuador,13,-0.7197802197802198,0.005536115775787644
tropical_storm_kristine_in_bicol_and_calabarzon_philippines,13,-0.7582417582417583,0.0026660786121372876
tropical_storm_yagi_philippines_2_september_2024,13,-0.7582417582417583,0.0026660786121372876
turkiye_earthquake_2023,13,-0.6813186813186813,0.010340409451492902
typhoon_krathon_across_taiwan,13,-0.6758241758241759,0.011225245577668616
typhoon_yagi_across_northeastern_vietnam,13,-0.7857142857142857,0.0014541896038438233
