n_jackknife,rho_median,rho_ci2p5,rho_ci97p5,p_median,p_ci2p5,p_ci97p5
14,-0.739010989010989,-0.8450549450549452,-0.6776098901098901,0.004101097193962466,0.0005369316779592435,0.010937673836661508
