predictor,status,n_obs,n_events,coef,se,z,p,ci_low,ci_high,aic,bic,message
delta_peak_unit,ok,1982,15,-0.5849589065746705,0.08366723007839708,-6.991493635280598,2.719749677999878e-12,-0.7489436642145552,-0.4209741489347859,4863.90953011987,4886.27697697943,ok
distance_km,ok,1982,15,1.340163645329905e-05,1.608340003173093e-05,0.833258914586404,0.40469872228535786,-1.812124835784394e-05,4.492452126444204e-05,,,ok
D_peak_unit,ok,1982,15,0.04383200352903138,0.12405307454729042,0.35333266578832057,0.723839059057996,-0.19930755475512033,0.28697156181318306,,,ok
