n_jackknife,rho_median,rho_ci2p5,rho_ci97p5,p_median,p_ci2p5,p_ci97p5
18,0.16421568627450983,0.07107843137254903,0.32800245098039216,0.5288393299323444,0.2035816053777108,0.7863266619781205
