n_jackknife,rho_median,rho_ci2p5,rho_ci97p5,p_median,p_ci2p5,p_ci97p5
9,-0.5000000000000001,-0.5428571428571429,-0.2380952380952381,0.2070312499999999,0.16456466413906018,0.5701563208157683
