r_bin_km,phi_mean,n_tiles_mean,n_tiles_overlap_mean,r_center_km,abs_dev
160.0,0.04290259132905716,45.6,3.8,165.0,0.9570974086709428
170.0,0.12185098323003249,80.28571428571429,12.857142857142858,175.0,0.8781490167699675
180.0,0.25702761337790536,133.57142857142858,56.0,185.0,0.7429723866220946
190.0,0.5218958045135494,130.28571428571428,36.714285714285715,195.0,0.47810419548645056
200.0,0.7296519457718453,171.57142857142858,66.42857142857143,205.0,0.27034805422815467
210.0,0.5802247783034964,164.71428571428572,62.42857142857143,215.0,0.4197752216965036
220.0,0.1697600469856489,199.85714285714286,40.714285714285715,225.0,0.8302399530143512
230.0,0.2733482363025201,192.85714285714286,76.57142857142857,235.0,0.7266517636974799
240.0,0.3224789979909827,34.142857142857146,16.285714285714285,245.0,0.6775210020090173
420.0,1.2099555643965654,2.2,1.4,425.0,0.20995556439656538
430.0,0.8633098469639614,2.2857142857142856,1.2857142857142858,435.0,0.1366901530360386
440.0,0.6741871658897239,1.75,1.0,445.0,0.32581283411027606
450.0,1.1082987067617116,3.6666666666666665,3.0,455.0,0.1082987067617116
460.0,0.980784679510255,14.714285714285714,13.857142857142858,465.0,0.019215320489744947
470.0,0.9795893644490962,19.571428571428573,17.0,475.0,0.020410635550903833
480.0,0.9392594548667,1.8571428571428572,1.4285714285714286,485.0,0.06074054513329996
490.0,1.4224383267877474,1.0,1.0,495.0,0.4224383267877474
