window_start_pt,hours_since_quake,distance_band,n_tiles,n_tiles_crisis,n_tiles_overlap,baseline_sum,crisis_sum,baseline_sum_overlap,crisis_sum_overlap,baseline_mean,crisis_mean,tile_coverage_ratio,baseline_mean_overlap,crisis_mean_overlap,tile_overlap_ratio,net_change,phi_aggregate
2024-07-31 08:00:00,40.0,0-25km,277,281,266,68636.85336445097,70276.59385532729,68379.99783024288,70092.5068161325,247.7864742398952,250.0946400545455,1.0144404332129964,257.06766101595065,263.50566472230264,0.9602888086642599,1639.7404908763128,1.0238900883490323
2024-07-31 08:00:00,40.0,100-200km,3889,3957,3707,834726.0863546929,859149.9264634459,831216.8659079851,855341.8018123457,214.63771827068473,217.12153815098455,1.0174852147081512,224.22898999406127,230.7369306210806,0.9532013371046542,24423.84010875295,1.0292597062773174
2024-07-31 08:00:00,40.0,200km+,1260,1359,1222,109806.43289019726,113524.48438860306,109300.96363893204,111842.77367507089,87.14796261126767,83.53530860088526,1.0785714285714285,89.44432376344683,91.52436470955064,0.9698412698412698,3718.0514984057954,1.0338600517341614
2024-07-31 08:00:00,40.0,25-50km,946,957,926,286875.71386651765,291723.8478488277,286318.11677277135,291224.5254475495,303.2512831569954,304.8316069475734,1.0116279069767442,309.1988302081764,314.4973276971377,0.9788583509513742,4848.133982310072,1.0168997713921712
2024-07-31 08:00:00,40.0,50-100km,1650,1707,1587,188734.37510395382,195092.34198471316,187600.7105976189,193602.11273263962,114.384469759972,114.2895969447646,1.0345454545454544,118.2109077489722,121.99250959838666,0.9618181818181818,6357.966880759341,1.0336873814177063
2024-08-01 08:00:00,64.0,0-25km,279,281,265,68989.20883912865,70082.95391924134,68521.27789211024,69890.6222104975,247.2731499610346,249.40552996171294,1.007168458781362,258.57085997022733,263.7381970207453,0.9498207885304659,1093.7450801126834,1.0158538574150504
2024-08-01 08:00:00,64.0,100-200km,3918,3956,3739,834760.8687813499,855626.5240402995,831279.9124901376,851951.5492278385,213.0579042320954,216.28577452990382,1.0096988259315978,222.32680194975597,227.8554557977637,0.9543134252169474,20865.655258949613,1.0249959671557327
2024-08-01 08:00:00,64.0,200km+,1277,1355,1223,110447.69446883927,113717.01451093421,109653.0097400062,112086.41719310463,86.48997217606833,83.92399594902894,1.0610806577916994,89.65904312347195,91.6487466828329,0.9577133907595928,3269.3200420949433,1.0296006182638544
2024-08-01 08:00:00,64.0,25-50km,950,953,922,286299.9246886584,289577.423839828,285642.9843985173,289177.2538860484,301.36834177753514,303.8587868203862,1.003157894736842,309.80800910902093,313.64127319528023,0.9705263157894737,3277.4991511696135,1.0114477820933196
2024-08-01 08:00:00,64.0,50-100km,1659,1713,1589,189817.14312189375,194942.77780905418,188769.38572497413,193278.01746207444,114.41660224345615,113.80197186751558,1.0325497287522605,118.79759957518824,121.63500154944899,0.9578059071729957,5125.634687160433,1.0270030124932865
2024-08-02 08:00:00,88.0,0-25km,281,286,267,69703.50570976612,71055.55244915646,69251.97252474814,70477.65770947836,248.05518046180114,248.44598758446313,1.0177935943060499,259.3706836132889,263.96126482950694,0.9501779359430605,1352.0467393903382,1.0193971124640422
2024-08-02 08:00:00,88.0,100-200km,3944,4022,3787,835692.1348877903,859170.3084560735,832653.5137984699,855093.0440388827,211.88948653341538,213.61767987470748,1.0197768762677484,219.87153783957484,225.79694851832127,0.9601926977687627,23478.173568283208,1.028094285668293
2024-08-02 08:00:00,88.0,200km+,1273,1376,1229,109964.05033257426,113081.738009888,109314.0307604845,111233.47148226481,86.38181487240712,82.18149564672093,1.0809112333071484,88.94550916231448,90.50729982283548,0.9654359780047133,3117.6876773137337,1.028351881072811
2024-08-02 08:00:00,88.0,25-50km,960,958,932,284334.76891241485,287258.7540048041,283665.66801569454,286880.30564677616,296.18205095043214,299.85256159165357,0.9979166666666667,304.3623047378697,307.81148674546796,0.9708333333333333,2923.985092389281,1.010283600220872
2024-08-02 08:00:00,88.0,50-100km,1690,1732,1613,192348.39630614666,197714.88353342083,190941.1935065189,196231.88344034646,113.81561911606312,114.15408979989655,1.0248520710059172,118.37643738779845,121.6564683449141,0.9544378698224852,5366.487227274163,1.027899828282076
2024-08-03 08:00:00,112.0,0-25km,290,291,279,72176.51929640329,73308.62483757432,71693.09863051413,73113.68967744941,248.88454929794239,251.91967298135503,1.0034482758620689,256.96451122048074,262.05623540304447,0.9620689655172414,1132.1055411710258,1.0156852332615525
2024-08-03 08:00:00,112.0,100-200km,4047,4112,3867,842693.3436297767,864142.0511769451,838896.2010013785,860240.266372909,208.2266725055045,210.15127703719483,1.0160612799604645,216.93721256823855,222.4567536521616,0.955522609340252,21448.707547168364,1.0254525655261275
2024-08-03 08:00:00,112.0,200km+,1357,1417,1291,110742.46107076218,112810.48373712164,109704.44000269905,111133.44024828762,81.60829850461472,79.61219741504704,1.0442151805453206,84.97632842966618,86.08322250061008,0.9513633014001474,2068.022666359466,1.0186741620726494
2024-08-03 08:00:00,112.0,25-50km,975,973,948,279693.6913226472,282062.355457813,278936.9516103828,281692.26340563694,286.8653244334843,289.88936840474105,0.997948717948718,294.23729072825193,297.1437377696592,0.9723076923076923,2368.6641351658036,1.0084687792705105
2024-08-03 08:00:00,112.0,50-100km,1775,1812,1693,202410.31034695156,207652.15806608996,201207.71813664466,206117.1664882534,114.03397766025441,114.59832122852647,1.0208450704225351,118.84685064184563,121.746702001331,0.9538028169014084,5241.847719138401,1.0258971378985258
2024-08-04 08:00:00,136.0,0-25km,287,288,277,73748.03551148302,74882.15781519191,73252.06227627528,74737.11751916025,256.9617962072579,260.0074924138608,1.0034843205574913,264.44787825370133,269.80908851682403,0.9651567944250871,1134.122303708893,1.0153783391766729
2024-08-04 08:00:00,136.0,100-200km,4043,4093,3877,856455.4747590238,875779.4858315237,853066.9466482138,872403.8334988771,211.8366249713143,213.97006739103927,1.0123670541676972,220.03274352546137,225.02033363396367,0.9589413801632451,19324.01107249991,1.0225627737132943
2024-08-04 08:00:00,136.0,200km+,1377,1425,1312,112819.10337970124,114132.09677492261,111922.7725802637,112647.0950400967,81.93108451684911,80.09269949117376,1.0348583877995643,85.3069912959327,85.85906634153712,0.9527959331880901,1312.993395221376,1.0116380413944825
2024-08-04 08:00:00,136.0,25-50km,971,968,945,285348.7712457687,286865.2997492986,284717.8691396772,286471.61815748893,293.8710311490924,296.3484501542341,0.9969104016477858,301.2887504123568,303.1445694788243,0.9732234809474768,1516.528503529902,1.0053146487959597
2024-08-04 08:00:00,136.0,50-100km,1774,1775,1686,206514.15123006605,210547.35361364158,205066.32354121108,209425.7611052288,116.41158468436643,118.61822738796708,1.0005636978579482,121.62889889751547,124.21456767807165,0.9503945885005637,4033.2023835755244,1.019529908045296
2024-08-05 08:00:00,160.0,0-25km,279,281,270,70009.41110411109,70794.34495118567,69742.6645831079,70603.88300686431,250.92978890362397,251.93717064478886,1.007168458781362,258.30616512262185,261.49586298838636,0.967741935483871,784.9338470745861,1.0112118333049154
2024-08-05 08:00:00,160.0,100-200km,3947,3990,3774,845345.1727547002,859150.5313800217,841686.1357138084,855643.5987710037,214.17410001385866,215.32594771429115,1.0108943501393464,223.0222935118729,226.72061440673122,0.9561692424626298,13805.358625321533,1.0163310314771592
2024-08-05 08:00:00,160.0,200km+,1285,1339,1221,111323.23528679728,112166.55507212727,110440.32766509373,110652.18366725347,86.6328679274687,83.76889848553195,1.042023346303502,90.45071880843058,90.62422904770963,0.9501945525291828,843.3197853299935,1.0075754157086558
2024-08-05 08:00:00,160.0,25-50km,953,956,922,289062.99551671423,289342.5624213493,288422.87992183224,288871.3950851543,303.3189879503822,302.6595841227503,1.0031479538300105,312.82308017552305,313.3095391379114,0.9674711437565582,279.5669046350522,1.000967148714886
2024-08-05 08:00:00,160.0,50-100km,1695,1721,1606,193003.5315057176,195691.44034766895,191712.95194761243,194092.10211392265,113.86639026885994,113.70798393240497,1.0153392330383482,119.37294641818956,120.85435997130925,0.9474926253687316,2687.9088419513428,1.01392673398762
2024-08-06 08:00:00,184.0,0-25km,275,277,262,68718.88558726397,70697.26801381672,68374.83853939665,70320.52777739271,249.88685668095988,255.22479427370658,1.0072727272727273,260.9726661809032,268.3989609824149,0.9527272727272728,1978.382426552751,1.0287895010177437
2024-08-06 08:00:00,184.0,100-200km,3881,3978,3743,838454.8384821613,860085.2093631794,835173.8536363527,856376.9435496585,216.04092720488566,216.21045987008029,1.024993558361247,223.1295361037544,228.79426757939046,0.9644421540839989,21630.370881018112,1.0257978961874383
2024-08-06 08:00:00,184.0,200km+,1265,1340,1214,110699.47768458347,113342.39116695,109955.10953826463,111740.68864179942,87.50946852536242,84.58387400518656,1.0592885375494072,90.57257787336461,92.04340085815438,0.9596837944664032,2642.9134823665227,1.0238746698507195
2024-08-06 08:00:00,184.0,25-50km,946,960,923,288778.0961009041,292249.5012832381,288286.89009334426,291777.97954743914,305.26225803478235,304.42656383670635,1.014799154334038,312.33682566992877,316.11915443926233,0.9756871035940803,3471.4051823340124,1.0120210127748783
2024-08-06 08:00:00,184.0,50-100km,1655,1716,1590,189657.49314036174,194870.81592331844,188634.5223496652,193218.5050115965,114.59667259236359,113.56108154039536,1.036858006042296,118.63806437085861,121.52107233433743,0.9607250755287009,5213.322782956704,1.0274880928595762
2024-08-07 08:00:00,208.0,0-25km,277,272,261,68636.85336445097,70542.97235980579,68341.90197611967,70389.20173417179,247.7864742398952,259.3491630875213,0.9819494584837545,261.8463677245964,269.690428100275,0.9422382671480144,1906.1189953548164,1.0277710719813105
2024-08-07 08:00:00,208.0,100-200km,3889,3984,3748,834726.0863546929,859734.551611796,832022.8940751215,855923.0138890292,214.63771827068473,215.79682520376406,1.0244278734893288,221.99116704245503,228.36793326815078,0.9637438930316277,25008.46525710309,1.0299600859083209
2024-08-07 08:00:00,208.0,200km+,1260,1337,1211,109806.43289019726,112948.40292782082,109140.81389840081,111301.77424412669,87.14796261126767,84.47898498715095,1.0611111111111111,90.12453666259357,91.9089795574952,0.9611111111111111,3141.970037623556,1.0286137155622332
2024-08-07 08:00:00,208.0,25-50km,946,960,923,286875.71386651765,292507.6006412108,286306.14899627963,291960.66438451974,303.2512831569954,304.6954173345946,1.014799154334038,310.1908439829682,316.3170795065219,0.9756871035940803,5631.88677469315,1.0196318004713136
2024-08-07 08:00:00,208.0,50-100km,1650,1703,1577,188734.37510395382,194789.5218879965,187712.68426061855,193131.44764625194,114.384469759972,114.38022424427275,1.0321212121212122,119.03150555524321,122.46762691582241,0.9557575757575758,6055.146784042678,1.0320829037143209
2024-08-08 08:00:00,232.0,0-25km,279,279,264,68989.20883912865,70745.95114896704,68683.53634351824,70504.88905120117,247.2731499610346,253.56971737981019,1.0,260.1649103921145,267.0639736787923,0.946236559139785,1756.7423098383879,1.0254640158859456
2024-08-08 08:00:00,232.0,100-200km,3918,3962,3753,834760.8687813499,855702.2110987211,831549.4349347823,852536.5370945269,213.0579042320954,215.9773374807474,1.0112302194997447,221.5692605741493,227.16134748055606,0.9578866768759571,20941.34231737128,1.025086636305728
2024-08-08 08:00:00,232.0,200km+,1277,1342,1217,110447.69446883927,113052.36466706377,109663.88690198823,111447.65722291965,86.48997217606833,84.24170243447375,1.0509005481597493,90.11001388824012,91.57572491612132,0.9530148786217698,2604.6701982244995,1.0235828390148909
2024-08-08 08:00:00,232.0,25-50km,950,946,923,286299.9246886584,291056.9534065995,285763.6066772018,290761.2104766718,301.36834177753514,307.6711981042278,0.9957894736842106,309.6030408203703,315.01756281329557,0.9715789473684211,4757.028717941139,1.0166155430292698
2024-08-08 08:00:00,232.0,50-100km,1659,1696,1578,189817.14312189375,194373.0134053694,188604.57142115542,192817.7737258878,114.41660224345615,114.60672960222252,1.022302591922845,119.52127466486401,122.19123810259049,0.9511754068716094,4555.8702834756405,1.024001363673196
2024-08-09 08:00:00,256.0,0-25km,281,286,266,69703.50570976612,71876.55020559205,69384.1991858726,71414.16917083728,248.05518046180114,251.3166091104617,1.0177935943060499,260.8428540822278,268.4743201911176,0.9466192170818505,2173.0444958259322,1.031175540938703
2024-08-09 08:00:00,256.0,100-200km,3944,4034,3806,835692.1348877903,865801.937988775,833020.0312701702,862412.368770081,211.88948653341538,214.62616211918072,1.0228194726166329,218.8702131555886,226.5928451839414,0.9650101419878296,30109.80310098466,1.036029779202155
2024-08-09 08:00:00,256.0,200km+,1273,1344,1223,109964.05033257426,113299.25986701096,109295.86436892988,111717.56088248083,86.38181487240712,84.30004454390696,1.0557737627651218,89.36701910787399,91.34714708297696,0.9607227022780833,3335.209534436697,1.0303299989801187
2024-08-09 08:00:00,256.0,25-50km,960,949,927,284334.76891241485,289970.98628440895,283720.1057772218,289701.5693790914,296.18205095043214,305.5542531974805,0.9885416666666667,306.0626815288261,312.51517732372315,0.965625,5636.217371994106,1.0198224698075185
2024-08-09 08:00:00,256.0,50-100km,1690,1730,1601,192348.39630614666,198139.56694963365,190902.697895324,196376.81104004875,113.81561911606312,114.53154158938361,1.0236686390532543,119.23966139620488,122.65884512182933,0.9473372781065089,5791.170643486985,1.0301077147233897
2024-08-10 08:00:00,280.0,0-25km,290,283,274,72176.51929640329,73985.75738894286,71723.86178130613,73877.3839770418,248.88454929794239,261.4337716923776,0.9758620689655172,261.7659189098764,269.62548896730584,0.9448275862068966,1809.23809253957,1.0250668515214716
2024-08-10 08:00:00,280.0,100-200km,4047,4108,3854,842693.3436297767,875150.0706139726,838684.1233396047,871192.1434542839,208.2266725055045,213.03555759833802,1.015072893501359,217.61393963144906,226.04881770998546,0.9523103533481592,32456.726984195877,1.0385154661889144
2024-08-10 08:00:00,280.0,200km+,1357,1427,1303,110742.46107076218,112845.44238240822,110010.01917213069,111269.48895506885,81.60829850461472,79.07879634366378,1.051584377302874,84.42825723110568,85.39484954341431,0.9602063375092115,2102.9813116460427,1.0189898372432078
2024-08-10 08:00:00,280.0,25-50km,975,972,947,279693.6913226472,283249.7983238617,278979.0404531064,282924.15567099507,286.8653244334843,291.40925753483714,0.9969230769230769,294.592439760408,298.7583481214309,0.9712820512820513,3556.107001214463,1.0127142910674816
2024-08-10 08:00:00,280.0,50-100km,1775,1806,1694,202410.31034695156,207523.39413357835,201127.87722977012,206042.40434888744,114.03397766025441,114.907748689689,1.0174647887323944,118.72956152878992,121.63069914338102,0.9543661971830986,5113.083786626783,1.0252609848671368
2024-08-11 08:00:00,304.0,0-25km,287,284,271,73748.03551148302,75667.56748949505,73278.7132213801,75442.70096916205,256.9617962072579,266.43509679399665,0.9895470383275261,270.40115579845053,278.3863504397124,0.9442508710801394,1919.5319780120335,1.026028245562055
2024-08-11 08:00:00,304.0,100-200km,4043,4090,3871,856455.4747590238,884443.284312341,852676.7337694407,880891.6360193891,211.8366249713143,216.24530178785844,1.0116250309176353,220.2729872822115,227.56177629020644,0.9574573336631215,27987.80955331726,1.0326786509960626
2024-08-11 08:00:00,304.0,200km+,1377,1422,1309,112819.10337970124,115122.15916658686,111807.77188129925,113528.06021360628,81.93108451684911,80.95791783866868,1.0326797385620916,85.4146462042011,86.72884661085277,0.9506172839506173,2303.0557868856267,1.020413704043849
2024-08-11 08:00:00,304.0,25-50km,971,958,939,285348.7712457687,288689.2743827547,284491.53571024904,288361.9997306314,293.8710311490924,301.345797894316,0.9866117404737385,302.9728814805634,307.0947813957736,0.9670442842430484,3340.5031369859935,1.0117067374161175
2024-08-11 08:00:00,304.0,50-100km,1774,1806,1699,206514.15123006605,212142.3662883052,205294.2317351137,210700.23217039483,116.41158468436643,117.4653190965145,1.0180383314543404,120.83239066222113,124.01426260764852,0.9577226606538896,5628.215058239148,1.0272534110844977
2024-08-12 08:00:00,328.0,0-25km,279,283,267,70009.41110411109,71830.86599461941,69562.30582571676,71624.92017108753,250.92978890362397,253.8193144686198,1.014336917562724,260.532980620662,268.25812798160126,0.956989247311828,1821.4548905083211,1.0260172862731216
2024-08-12 08:00:00,328.0,100-200km,3947,3987,3786,845345.1727547002,869202.3824016274,842128.5305665378,865949.6851241955,214.17410001385866,218.0091252574937,1.010134279199392,222.43225846976696,228.72416405816045,0.9592095262224475,23857.209646927193,1.0282218558948937
2024-08-12 08:00:00,328.0,200km+,1285,1332,1222,111323.23528679728,113581.08283442579,110426.13776351072,112160.60679609401,86.6328679274687,85.27108320902838,1.0365758754863814,90.36508818617898,91.784457279946,0.9509727626459143,2257.8475476285093,1.0202819073826925
2024-08-12 08:00:00,328.0,25-50km,953,949,923,289062.99551671423,294776.21547654824,288237.8358854346,294414.81621655944,303.3189879503822,310.6177191533701,0.9958027282266527,312.283679182486,318.9759655650698,0.968520461699895,5713.2199598340085,1.0197646189531155
2024-08-12 08:00:00,328.0,50-100km,1695,1719,1614,193003.5315057176,198700.15304130522,191816.1799794016,197410.69216909318,113.86639026885994,115.5905485987814,1.0141592920353983,118.84521683977795,122.31145735383716,0.952212389380531,5696.621535587619,1.0295156336837228
2024-08-13 08:00:00,352.0,0-25km,275,273,259,68718.88558726397,71482.21433764936,68292.83252092909,71298.96531811626,249.88685668095988,261.83961295842255,0.9927272727272727,263.6788900421973,275.28558037882726,0.9418181818181818,2763.3287503853935,1.0402120716418826
2024-08-13 08:00:00,352.0,100-200km,3881,3957,3737,838454.8384821613,865257.2051668604,835682.4196008829,861570.6332414978,216.04092720488566,218.6649494988275,1.0195825818088122,223.62387465905348,230.551413765453,0.9628961607833033,26802.36668469908,1.0319663808407604
2024-08-13 08:00:00,352.0,200km+,1265,1320,1208,110699.47768458347,113746.42359987077,109826.96619911838,112305.25789640009,87.50946852536242,86.17153303020513,1.0434782608695652,90.91636274761456,92.9679287221855,0.9549407114624506,3046.9459152873023,1.0275244832136334
2024-08-13 08:00:00,352.0,25-50km,946,948,914,288778.0961009041,296110.4034310536,287942.8945198523,295684.8990773387,305.26225803478235,312.35274623528863,1.0021141649048626,315.03598962784713,323.50645413275566,0.9661733615221987,7332.307330149517,1.0253908015502238
2024-08-13 08:00:00,352.0,50-100km,1655,1702,1580,189657.49314036174,195974.90837167422,188375.28724952953,194237.82062086905,114.59667259236359,115.14389446044314,1.0283987915407855,119.2248653478035,122.93532950687914,0.9546827794561934,6317.41523131248,1.0333095999884228
2024-08-14 08:00:00,376.0,0-25km,277,284,267,68636.85336445097,72875.79140597048,68310.92501545348,72657.77882302618,247.7864742398952,256.60489931679746,1.0252707581227436,255.84616110656734,272.1265124457909,0.9638989169675091,4238.938041519505,1.0617589215375507
2024-08-14 08:00:00,376.0,100-200km,3889,3966,3725,834726.0863546929,882265.700127659,831048.8914058733,878958.5568903246,214.63771827068473,222.45731218549142,1.019799434301877,223.10037353177808,235.96202869538914,0.957829776292106,47539.613772966084,1.0569523518554151
2024-08-14 08:00:00,376.0,200km+,1260,1348,1213,109806.43289019726,115598.69378731935,109075.55231467768,113867.96981261866,87.14796261126767,85.75570755735858,1.0698412698412698,89.92213711020419,93.87301715797086,0.9626984126984127,5792.260897122091,1.0527497410184898
2024-08-14 08:00:00,376.0,25-50km,946,950,920,286875.71386651765,300817.35577346856,286322.19544051704,300272.58628504723,303.2512831569954,316.6498481825985,1.0042283298097252,311.2197776527359,326.38324596200783,0.9725158562367865,13941.641906950914,1.04859819508262
2024-08-14 08:00:00,376.0,50-100km,1650,1734,1591,188734.37510395382,200598.4254814967,187867.64664158458,198641.4502633204,114.384469759972,115.68536648298542,1.050909090909091,118.0814875182807,124.85320569661873,0.9642424242424242,11864.05037754288,1.0628610997387637
