r_bin_km,phi_mean,n_tiles_mean,n_tiles_overlap_mean,r_center_km,abs_dev
0.0,1.1055052198929185,3.0,3.0,5.0,0.1055052198929185
10.0,0.8874222515138989,23.0,21.0,15.0,0.11257774848610114
20.0,0.950730365752066,49.0,44.0,25.0,0.04926963424793396
30.0,0.8876652496448061,53.0,51.0,35.0,0.11233475035519391
40.0,0.8694390970693302,73.0,65.0,45.0,0.1305609029306698
50.0,0.9467272762419302,124.0,112.0,55.0,0.053272723758069795
60.0,0.9540641436053175,119.0,107.0,65.0,0.04593585639468245
70.0,0.9029329605505207,191.0,173.0,75.0,0.09706703944947925
80.0,0.9054190946972868,240.0,220.0,85.0,0.09458090530271324
90.0,0.9232027019082354,309.0,287.0,95.0,0.07679729809176461
100.0,0.9029028716071378,289.0,272.0,105.0,0.09709712839286222
110.0,0.9108453055900356,264.0,245.0,115.0,0.08915469440996437
120.0,0.9548181726473928,275.0,257.0,125.0,0.04518182735260723
130.0,0.934582851650527,207.0,199.0,135.0,0.06541714834947299
140.0,0.9198556574449304,202.0,191.0,145.0,0.08014434255506964
150.0,0.9190041371263858,207.0,190.0,155.0,0.08099586287361416
160.0,0.9102447193384884,198.0,193.0,165.0,0.08975528066151162
170.0,0.8754286019164148,197.0,185.0,175.0,0.1245713980835852
180.0,0.8925650425234166,131.0,117.0,185.0,0.10743495747658338
190.0,0.9150538007074122,71.0,65.0,195.0,0.08494619929258784
200.0,0.906038835501766,79.0,72.0,205.0,0.093961164498234
210.0,0.9698209671783786,58.0,56.0,215.0,0.030179032821621377
220.0,0.934931615410672,63.0,57.0,225.0,0.06506838458932795
230.0,0.9397628993023704,58.0,53.0,235.0,0.06023710069762955
240.0,0.9176892445740864,69.0,60.0,245.0,0.0823107554259136
250.0,1.0564197111844973,43.0,40.0,255.0,0.05641971118449729
260.0,0.9698995035236668,46.0,38.0,265.0,0.03010049647633317
270.0,0.9308496963036388,45.0,38.0,275.0,0.06915030369636121
280.0,0.9917626715466954,30.0,25.0,285.0,0.008237328453304604
290.0,0.9240503297424,47.0,45.0,295.0,0.07594967025760002
300.0,0.9946332014603588,44.0,41.0,305.0,0.005366798539641171
310.0,1.0717477905130346,29.0,28.0,315.0,0.07174779051303459
320.0,1.025416705969698,33.0,32.0,325.0,0.025416705969697917
330.0,0.9985732296584544,39.0,37.0,335.0,0.0014267703415455912
