slug,short_name,disaster_type,event_type,t_peak_hours,t_peak_source,D_peak,near_delta,r_bin_km,bin_type,peak_delta_mean,delta0_signed,delta0_abs,n_post_points,t50_h,abs_delta_24h,abs_delta_72h,R24_72,metric_ok_t50,metric_ok_R24_72,metric_primary,daily_avg_applied,median_step_hours_raw
hurricane_milton_across_florida_us,milton_fl,hurricane,INFL,64.0,preferred_snap,0.14026091970829224,0.1179022527130344,0.0,INFL,0.120006429389715,0.16979787786487832,0.16979787786487832,6,,0.15856721414414565,0.1324961913329683,0.835583774666827,0,1,R24_72,0,24.0
hurricane_milton_across_florida_us,milton_fl,hurricane,INFL,64.0,preferred_snap,0.14026091970829224,0.1179022527130344,10.0,INFL,0.09892036040503432,0.1640309275395757,0.1640309275395757,6,,0.16172444940846464,0.11200836143617088,0.6925876813670473,0,1,R24_72,0,24.0
hurricane_milton_across_florida_us,milton_fl,hurricane,INFL,64.0,preferred_snap,0.14026091970829224,0.1179022527130344,20.0,INFL,0.10635340755116167,0.144357440741824,0.144357440741824,6,,0.1373244426013942,0.1274972292483143,0.9284379884096459,0,1,R24_72,0,24.0
hurricane_milton_across_florida_us,milton_fl,hurricane,INFL,64.0,preferred_snap,0.14026091970829224,0.1179022527130344,30.0,INFL,0.13156496162165815,0.1688235035357677,0.1688235035357677,6,,0.14211895951997966,0.1248282044849871,0.8783360426125146,0,1,R24_72,0,24.0
hurricane_milton_across_florida_us,milton_fl,hurricane,INFL,64.0,preferred_snap,0.14026091970829224,0.1179022527130344,40.0,INFL,0.1330969351384752,0.19655682841609567,0.19655682841609567,6,,0.16311636081441616,0.11037021758195609,0.6766348699228802,0,1,R24_72,0,24.0
hurricane_milton_across_florida_us,milton_fl,hurricane,INFL,64.0,preferred_snap,0.14026091970829224,0.1179022527130344,50.0,INFL,0.11747142217216267,0.17316476828086125,0.17316476828086125,6,,0.1465560294934265,0.0907569023642889,0.6192642000332005,0,1,R24_72,0,24.0
hurricane_milton_across_florida_us,milton_fl,hurricane,INFL,64.0,preferred_snap,0.14026091970829224,0.1179022527130344,60.0,INFL,0.10989002493239397,0.1445602167504565,0.1445602167504565,6,,0.1287129020067257,0.09221543517175168,0.7164428253426615,0,1,R24_72,0,24.0
hurricane_milton_across_florida_us,milton_fl,hurricane,INFL,64.0,preferred_snap,0.14026091970829224,0.1179022527130344,70.0,INFL,0.13220601334876564,0.15048023567615898,0.15048023567615898,6,,0.14153690136797037,0.10674581988421261,0.7541907364969985,0,1,R24_72,0,24.0
hurricane_milton_across_florida_us,milton_fl,hurricane,INFL,64.0,preferred_snap,0.14026091970829224,0.1179022527130344,80.0,INFL,0.10372569270828731,0.1265726731943395,0.1265726731943395,6,,0.14071401547895168,0.10381287713660492,0.7377579040954416,0,1,R24_72,0,24.0
hurricane_milton_across_florida_us,milton_fl,hurricane,INFL,64.0,preferred_snap,0.14026091970829224,0.1179022527130344,90.0,INFL,0.09148926072216612,0.1163418098084128,0.1163418098084128,6,,0.12580956716021885,0.12158485533256069,0.9664197888680598,0,1,R24_72,0,24.0
hurricane_milton_across_florida_us,milton_fl,hurricane,INFL,64.0,preferred_snap,0.14026091970829224,0.1179022527130344,100.0,INFL,0.07483534991332559,0.10121011237873523,0.10121011237873523,6,,0.10772031985194164,0.0979330902830533,0.9091422158573184,0,1,R24_72,0,24.0
hurricane_milton_across_florida_us,milton_fl,hurricane,INFL,64.0,preferred_snap,0.14026091970829224,0.1179022527130344,110.0,INFL,0.0850308028238452,0.1047472239451297,0.1047472239451297,6,,0.109690753530165,0.09051822900486095,0.8252129381166883,0,1,R24_72,0,24.0
