group,bin_lo,bin_hi,n_events,mean_Dnorm,std_Dnorm,cv,quality
all,0.0,0.5,16,0.7706140198569706,0.10802762261547014,0.1401838272232843,good
all,0.5,1.0,20,0.6703089565586168,0.11377695762508218,0.16973808347902133,good
all,1.0,1.5,27,0.5624678250086592,0.2200315520376887,0.3911895796604922,medium
all,1.5,2.0,9,0.36808241985902235,0.15220296493630803,0.4135024025178997,medium
all,2.0,2.5,13,0.37337907622147437,0.18375264308115882,0.4921342806369891,medium
all,2.5,3.0,9,0.3429665387085699,0.19976295074174058,0.5824560946789209,bad
EVAC,0.0,0.5,6,0.7706812941928098,0.06272183085442214,0.08138491400665854,good
EVAC,0.5,1.0,9,0.6179448484746666,0.07618059785790135,0.12328057762103743,good
EVAC,1.0,1.5,12,0.47029499019893833,0.17746975869247145,0.37735838652544523,medium
EVAC,1.5,2.0,6,0.29395153160779613,0.07916527001242409,0.2693140245924967,good
EVAC,2.0,2.5,8,0.312564337685596,0.15788007215652544,0.505112238093313,bad
EVAC,2.5,3.0,6,0.3116951557079894,0.2260452914589887,0.7252127192851162,bad
INFL,0.0,0.5,8,0.7264786950267608,0.10511643983823545,0.14469307986294538,good
INFL,0.5,1.0,9,0.7018300055023672,0.1313217604847575,0.1871133457606417,good
INFL,1.0,1.5,12,0.6799204589824442,0.22359051836306362,0.32884805187019206,medium
INFL,1.5,2.0,1,0.38657644223256354,,,insufficient
INFL,2.0,2.5,3,0.3353809639857562,0.06612332785822224,0.19715885801148372,good
INFL,2.5,3.0,1,0.24961956338438665,,,insufficient
