n_jackknife,rho_median,rho_ci2p5,rho_ci97p5,p_median,p_ci2p5,p_ci97p5
18,-0.6875,-0.7433823529411766,-0.6498161764705883,0.002305373555812531,0.000630337422610471,0.004772609835234134
