r_bin_km,phi_mean,r_center_km,abs_dev
0.0,1.0756847140388497,5.0,0.07568471403884969
10.0,1.0694015453816168,15.0,0.0694015453816168
20.0,1.055532969780404,25.0,0.055532969780403896
30.0,1.059217836189867,35.0,0.05921783618986698
40.0,1.0408068946351705,45.0,0.04080689463517051
50.0,1.047061400680835,55.0,0.047061400680834975
60.0,1.0707417662124117,65.0,0.07074176621241168
70.0,1.0914407437952982,75.0,0.09144074379529821
80.0,1.0400548858307521,85.0,0.04005488583075212
90.0,1.04838937372126,95.0,0.048389373721259954
100.0,1.0440945088608773,105.0,0.04409450886087729
110.0,1.0983296273315113,115.0,0.0983296273315113
120.0,1.0194957243007319,125.0,0.019495724300731876
130.0,1.0756861130964066,135.0,0.0756861130964066
140.0,1.0422643143452341,145.0,0.042264314345234144
150.0,1.0445957053771342,155.0,0.0445957053771342
160.0,1.1031447621866497,165.0,0.1031447621866497
170.0,1.0584820118138714,175.0,0.05848201181387136
180.0,1.0664698038109952,185.0,0.06646980381099521
190.0,1.0287366645779494,195.0,0.028736664577949433
200.0,1.055982134177512,205.0,0.055982134177511966
210.0,1.056181829335588,215.0,0.05618182933558802
220.0,1.062458027016596,225.0,0.062458027016595974
230.0,1.0244464782257143,235.0,0.02444647822571433
240.0,1.039874337162801,245.0,0.03987433716280098
250.0,1.0575613770624122,255.0,0.057561377062412156
260.0,0.8485266395732769,265.0,0.1514733604267231
290.0,1.088493049780847,295.0,0.08849304978084693
