alpha,E,n_disasters,x_min,x_max
0.0,0.08582027538365669,3,0.26095267930273464,6.120635291342516
0.05,0.09953816119539247,3,0.2566756517792832,6.020317771430369
0.1,0.11470516983798644,3,0.2524687249518094,5.9216444607093095
0.15000000000000002,0.12064442740218007,3,0.24833074986638454,5.824588410508096
0.2,0.11835146669771661,3,0.2442605964004924,5.729123113845559
0.25,0.11704803340809072,3,0.24025715295438166,5.635222498191284
0.30000000000000004,0.10623026262138499,3,0.2363193261474767,5.54286091834494
0.35000000000000003,0.10948490993135997,3,0.23244604051976456,5.452013149432316
0.4,0.12288379782798563,3,0.22863623823807583,5.36265438001616
0.45,0.14486750038699905,3,0.22488887880717995,5.27476020531992
0.5,0.15464744912860023,3,0.22120293878561542,5.188306620562558
0.55,0.15267924644748374,3,0.2175774115061777,5.103270014402604
0.6000000000000001,0.15038629565004616,3,0.21401130680098837,5.01962716248966
0.65,0.14267338063926976,3,0.21050365073107025,4.9373552211216
0.7000000000000001,0.14946582397183802,3,0.20705348532035484,4.856431721005721
0.75,0.17298972716007277,3,0.2036598682940497,4.776834561122157
0.8,0.1910875431683432,3,0.20032187282129343,4.698542002687868
0.8500000000000001,0.19213844626376628,3,0.19703858726202905,4.62153266321956
0.9,0.18928938060309136,3,0.19380911491802597,4.545785510693915
0.9500000000000001,0.18445055505444602,3,0.19063257378798257,4.471279857803533
1.0,0.18064638583912418,3,0.18750809632664292,4.397995356307023
1.05,0.20234796957667658,3,0.1844348292078614,4.325911991471689
1.1,0.22400952232323806,3,0.18141193309155074,4.255010076607314
1.1500000000000001,0.22679547111769383,3,0.17843858239444998,4.18527024768952
1.2000000000000002,0.21972147410054577,3,0.1755139650646492,4.1166734580712605
1.25,0.21134953375702353,3,0.1726372823598101,4.049200973280995
1.3,0.21262985737281467,3,0.16980774862902143,3.982834365906109
1.35,0.24343758016699507,3,0.16702459109822984,3.917555510560207
1.4000000000000001,0.2610878717772484,3,0.1642870496591875,3.8533465789328885
1.4500000000000002,0.26365857158933165,3,0.16159437666185908,3.7901900349206548
1.5,0.2481746848002571,3,0.15894583671023074,3.728068629837625
1.55,0.2451316395254086,3,0.1563407064614663,3.666965397704747
1.6,0.2741712708500375,3,0.15377827442835507,3.606863650616217
1.6500000000000001,0.3066250060880235,3,0.15125784078499735,3.5477469741818455
1.7000000000000002,0.3078007600248792,3,0.14877871717567526,3.489599223044123
1.75,0.2934273082613774,3,0.14634022652685555,3.43240451646876
1.8,0.2961520646081065,3,0.14394170286227434,3.3761472340075027
1.85,0.3281077854299092,3,0.14158249112105206,3.3208120112320247
1.9000000000000001,0.3595614059051992,3,0.13926194697879,3.2663837355377554
1.9500000000000002,0.3538635451977127,3,0.1369794366715985,3.21284754201647
2.0,0.3367862347873623,3,0.13473433682301014,3.160188809396537
