alpha,E,n_disasters,x_min,x_max
0.0,0.14819439028410364,3,0.20831303867420067,3.0033583106933817
0.05,0.14841936942307804,3,0.20980280651419375,2.9818739601099016
0.1,0.14752923878880594,3,0.21130322855150066,2.960543296590116
0.15000000000000002,0.15190646742148556,3,0.21281438098049027,2.9393652207424723
0.2,0.1591924358345865,3,0.21433634054044187,2.9183386410398526
0.25,0.1668506534168193,3,0.21586918451944195,2.897462473763314
0.30000000000000004,0.17062948568375552,3,0.21741299075830903,2.876735642946235
0.35000000000000003,0.17806533732665955,3,0.2189678376545468,2.85615708031886
0.4,0.17991531173085498,3,0.22053380416632506,2.835725725253239
0.45,0.17650686304424812,3,0.22211096981648948,2.8154405247085625
0.5,0.1884231133562135,3,0.2236994146965999,2.7953004331768896
0.55,0.1955135947507419,3,0.22529921947099757,2.775304412629257
0.6000000000000001,0.19842658996551973,3,0.22691046538090134,2.7554514324621855
0.65,0.20894902532523385,3,0.22853323424853342,2.7357404694445546
0.7000000000000001,0.2233628620201589,3,0.23016760848127427,2.716170507664872
0.75,0.22210322244085598,3,0.23181367107584766,2.6967405384789074
0.8,0.23438256946086958,3,0.23347150562253513,2.6774495604577107
0.8500000000000001,0.24567842802248002,3,0.235141196309421,2.658296579335995
0.9,0.25694416091582506,3,0.23682282792666773,2.6392806079608926
0.9500000000000001,0.26970892436298144,3,0.23851648587082147,2.6204006662410775
1.0,0.28736666672730893,3,0.24022225614914883,2.601655781096251
1.05,0.2998392481784755,3,0.2419402253840045,2.5830449864069864
1.1,0.32180372669210694,3,0.24367048081723008,2.564567322964939
1.1500000000000001,0.3370269900030841,3,0.24541311031458435,2.5462218384234037
1.2000000000000002,0.3566016061852704,3,0.24716820237020523,2.528007587248234
1.25,0.38307942868118133,3,0.2489358461111039,2.5099236306691073
1.3,0.3966745958926353,3,0.25071613130169057,2.491969036631139
1.35,0.4035965962366622,3,0.25250914834833305,2.474142879746848
1.4000000000000001,0.41768862136335205,3,0.2543149883039478,2.4564442412484557
1.4500000000000002,0.42679064645707904,3,0.2561337428726235,2.438872208940539
1.5,0.4365369591346639,3,0.25796550441427857,2.4214258771530117
1.55,0.4542676596010171,3,0.2598103659493505,2.4041043466944445
1.6,0.47134970466822507,3,0.2616684211635204,2.386906724805723
1.6500000000000001,0.4917099791989679,3,0.2635397644124701,2.3698321251140353
1.7000000000000002,0.5074979305664075,3,0.26542449072667407,2.352879667587185
1.75,0.5199795271035945,3,0.26732269581622475,2.336048478488234
1.8,0.537047723808315,3,0.2692344760756934,2.319337690330473
1.85,0.5535323666950309,3,0.2711599285890248,2.302746441832709
1.9000000000000001,0.5677758930405964,3,0.27309915113446787,2.286273877874873
1.9500000000000002,0.5864070191418228,3,0.2750522421895403,2.269919149453948
2.0,0.6009345584675312,3,0.2770193009360301,2.2536814136402135
