alpha,E,n_disasters,x_min,x_max
0.0,0.16770551428894653,4,0.13129397445703758,3.939202355224887
0.05,0.160090258248898,4,0.12882428638119314,3.8651045062925995
0.1,0.16678015991221173,4,0.12640105404878396,3.792400465223244
0.15000000000000002,0.17536175567700107,4,0.12402340361014484,3.721064013976934
0.2,0.1797735202189184,4,0.12169047765304508,3.651069427684783
0.25,0.17924021973296705,4,0.11940143489349422,3.5823914653721727
0.30000000000000004,0.17257857812811608,4,0.11715544987236387,3.5150053608565264
0.35000000000000003,0.19321503917953836,4,0.11495171265771627,3.448886813816295
0.4,0.19600741910576006,4,0.11278942855273205,3.3840119810279377
0.45,0.18690173000264731,4,0.11066781780913208,3.3203574677677414
0.5,0.19622529246494907,4,0.10858611534598994,3.2579003193753735
0.55,0.20746736691932713,4,0.10654357047383352,3.1966180129761264
0.6000000000000001,0.21111705519611856,4,0.10453944662393652,3.136488449358872
0.65,0.20840865725913826,4,0.102573021082702,3.0774899450067914
0.7000000000000001,0.22482807539990035,4,0.10064358473104229,3.0196012242780164
0.75,0.23782225915878413,4,0.0987504417886613,2.962801411733345
0.8,0.22602028513394262,4,0.09689290956314679,2.9070700246082852
0.8500000000000001,0.25400776358405885,4,0.09507031820378262,2.8523869654266987
0.9,0.26098872236391596,4,0.09328201045999163,2.7987325147533855
0.9500000000000001,0.2709335616839534,4,0.09152734144432235,2.746087324082992
1.0,0.2883016537141391,4,0.08980567839989415,2.6944324088626863
1.05,0.3130974205852014,4,0.08811640047221656,2.643749141646075
1.1,0.3145111454389488,4,0.08645889848530111,2.594019245375902
1.1500000000000001,0.3316974129354862,4,0.08483257472198429,2.5452247867930966
1.2000000000000002,0.3642953371180066,4,0.08323684270838283,2.497348169969805
1.25,0.3534775715839541,4,0.08167112700240353,2.450372129964066
1.3,0.39776837566437634,4,0.08013486298623107,2.404279726593841
1.35,0.39987296273189227,4,0.07862749666271954,2.3590543383281646
1.4000000000000001,0.4238928622350694,4,0.07714848445561358,2.3146796562931975
1.4500000000000002,0.44304468731865476,4,0.07569729301352769,2.2711396783910316
1.5,0.46077232300913934,4,0.07427339901761255,2.2284187035291207
1.55,0.4910168694468687,4,0.07287628899283943,2.18650132595826
1.6,0.5130868049562266,4,0.07150545912283422,2.1453724297170687
1.6500000000000001,0.5383013319784714,4,0.0701604150681946,2.1050171831809728
1.7000000000000002,0.5628684620302119,4,0.0688406717882247,2.0654210337137267
1.75,0.5868464643367503,4,0.06754575336602299,2.0265697024195384
1.8,0.6188158804492707,4,0.06627519283686038,1.9884491789939118
1.85,0.6401546167621175,4,0.06502853201978653,1.9510457166713446
1.9000000000000001,0.6695174985083585,4,0.06380532135240372,1.9143458272680627
1.9500000000000002,0.6881008515647905,4,0.06260511972874873,1.8783362763180036
2.0,0.7222171969096387,4,0.061427494340224174,1.843004078300291
