alpha,E,n_disasters,x_min,x_max
0.0,0.13416119099522555,4,0.2635100050940964,4.439512789253324
0.05,0.1286660403082994,4,0.25781354344573654,4.343541046805237
0.1,0.12926934366299994,4,0.25224022579450744,4.249643985923744
0.15000000000000002,0.13499692073877248,4,0.24678739005910935,4.157776756911498
0.2,0.139707619738948,4,0.24145243170612937,4.067895479615288
0.25,0.1313735492257716,4,0.23623280250599318,3.9799572224667967
0.30000000000000004,0.13637217807589194,4,0.2311260093158089,3.893919981976444
0.35000000000000003,0.1420425025029718,4,0.22612961288852407,3.809742662670523
0.4,0.13840702748809147,4,0.22124122670782492,3.7273850574620466
0.45,0.14601638448212703,4,0.21645851584822334,3.646807828445942
0.5,0.15088925777250622,4,0.211779195859785,3.567972488109386
0.55,0.15059054015057544,4,0.20720103167696785,3.490841380948349
0.6000000000000001,0.1586143762101496,4,0.2027218365510486,3.415377665481534
0.65,0.16285582667750498,4,0.19833947100562746,3.3415452966531367
0.7000000000000001,0.17004033668548277,4,0.19405184181471274,3.2693090086160104
0.75,0.17100183195835897,4,0.1898569010028966,3.198634297887026
0.8,0.17974273637904023,4,0.18575264486714474,3.129487406866568
0.8500000000000001,0.1882220523823358,4,0.18173711301973255,3.0618353077143
0.9,0.18961270754474918,4,0.17780838745187086,2.9956456865735
0.9500000000000001,0.2039655977613209,4,0.17396459161757377,2.9308869281364265
1.0,0.20027411390825514,4,0.17020388953733123,2.8675281005433475
1.05,0.2112820908120319,4,0.1665244849211579,2.805538940608011
1.1,0.2188365633798209,4,0.16292462031059968,2.7448898393625125
1.1500000000000001,0.23289064974881085,4,0.1594025762392882,2.6855518279146446
1.2000000000000002,0.23458314653518536,4,0.15595667041164185,2.6274965636109777
1.25,0.24125384952201098,4,0.15258525689932165,2.570696316499061
1.3,0.25613096374633837,4,0.14928672535505735,2.5151239560822805
1.35,0.2676838416060756,4,0.1460595002434695,2.4607529383610456
1.4000000000000001,0.2817447760825322,4,0.14290204008851856,2.407557293154113
1.4500000000000002,0.28797199902880705,4,0.13981283673722286,2.3555116116939954
1.5,0.3078249467838299,4,0.13679041463929312,2.304591034490524
1.55,0.30975221519845925,4,0.13383333014233928,2.2547712394567783
1.6,0.3378124862242445,4,0.13094017080231393,2.2060284302917
1.6500000000000001,0.3431845174424257,4,0.12810955470886154,2.15833932511385
1.7000000000000002,0.37695856301235764,4,0.1253401298252527,2.1116811453408753
1.75,0.3805394101000337,4,0.12263057334258694,2.0660316048093748
1.8,0.40512051519901726,4,0.11997959104795651,2.0213688991299703
1.85,0.43284119079590183,4,0.1173859167062687,1.9776716952724946
1.9000000000000001,0.43540719085803287,4,0.11484831145543187,1.9349191213763206
1.9500000000000002,0.4627376484165,4,0.11236556321461598,1.893090756780971
2.0,0.4914437487036102,4,0.10993648610530528,1.8521666222722395
