slug,short_name,model,BIC,sse,k_minus,k_plus,gamma,c
hurricane_beryl_across_southeastern_texas_us,beryl_tx,A,-2248.813850712073,0.13478009647008365,0.02645502748822673,0.02645502748822673,0.0,0.024115626092857466
hurricane_beryl_across_southeastern_texas_us,beryl_tx,B,-2248.3220751713716,0.13242088029546006,0.026352586502124967,0.00935498888952343,0.0,0.02341631497646995
hurricane_beryl_across_southeastern_texas_us,beryl_tx,C,-2243.2406045751527,0.13472952508465869,0.027383164053562847,0.027383164053562847,-0.02819260042808841,0.02430404120245503
hurricane_beryl_across_southeastern_texas_us,beryl_tx,D,-2242.919173447657,0.13229452009978535,0.0278227145565599,0.009614970921402831,-0.043433970526928344,0.02372107366985419
spain_flood,spain_flood,A,-1865.4819513069674,0.8137382241285191,0.006198181886688127,0.006198181886688127,0.0,4.380471658223684e-19
spain_flood,spain_flood,B,-1869.9848527157446,0.7876719230309359,0.016189167581988698,0.00596303095087703,0.0,3.8447428845515607e-20
spain_flood,spain_flood,C,-1897.4775433739915,0.7218398347738492,0.009812261390671874,0.009812261390671874,-0.09174299582732076,1.1271959738801376e-16
spain_flood,spain_flood,D,-1896.5621082038008,0.710839941362245,0.017001335833278026,0.00948099093624387,-0.08711837729124132,4.33176678186054e-22
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,A,-1644.293583402941,0.7573453070429511,0.05672657801649733,0.05672657801649733,0.0,0.04980771693634858
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,B,-1640.288202713425,0.7529508729122838,0.06066695836591058,0.03718613147927424,0.0,0.049978484958431664
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,C,-1641.019517043463,0.75098685400881,0.07309726533648184,0.07309726533648184,-0.9014616971139642,0.050076889747524875
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,D,-1636.5065540283795,0.7479840269737696,0.07393615234190473,0.06343379007891563,-0.8239549864438294,0.05018780723248921
