k_ratio,gamma,n_valid,rho_alpha_delta_near,p_alpha_delta_near,rho_alpha_D_peak,p_alpha_D_peak
0.5,-1.0,7,,,,
0.5,0.5,7,-0.03571428571428572,0.9394082054712856,0.5714285714285715,0.1802019889115274
0.5,2.0,5,0.49999999999999994,0.39100221895577053,0.3,0.6238376647810728
1.5,-1.0,1,,,,
1.5,0.5,5,-0.19999999999999998,0.747060078104662,-0.19999999999999998,0.747060078104662
1.5,2.0,4,0.7999999999999999,0.20000000000000007,-0.39999999999999997,0.6
2.5,-1.0,2,,,,
2.5,0.5,7,0.7142857142857144,0.0713435614675376,-0.14285714285714288,0.7599453002180929
2.5,2.0,5,-0.49999999999999994,0.39100221895577053,-0.8999999999999998,0.03738607346849875
