slug,short_name,weighted_tau_by_abs_delta0,D_peak,near_delta
hurricane_beryl_across_southeastern_texas_us,beryl_tx,314.46461579293685,0.1182352467469458,-0.1686674012421007
spain_flood,spain_flood,105.8954849359534,0.1291051378624129,0.1384680031755251
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,39.527981747184576,0.1846441741699349,-0.1036825312156231
