iter,rho_alpha_pred_vs_delta_near,p_value,n_eff,mode
194,-0.20330237358101136,0.4184467334719627,18,E
195,0.14344685242518057,0.5701354475609234,18,E
196,-0.3560371517027864,0.1470255476478887,18,E
197,0.17234262125902994,0.49407642787678363,18,E
198,-0.11661506707946334,0.6449317151979074,18,E
199,0.15583075335397317,0.5369306230900768,18,E
200,0.08359133126934985,0.7415774315720881,18,E
201,-0.6305469556243549,0.005025142219255446,18,E
202,-0.5067079463364293,0.03187313226051144,18,E
203,-0.35810113519091846,0.14452928966155032,18,E
204,-0.4654282765737873,0.051601612000717,18,E
205,-0.5665634674922602,0.014226822697300032,18,E
206,-0.5583075335397317,0.01603820039772077,18,E
207,-0.3065015479876161,0.2160637946112576,18,E
208,-0.44685242518059853,0.06301029106386721,18,E
209,0.3457172342621259,0.15995306278645874,18,E
210,-0.39938080495356043,0.10060038374584022,18,E
211,-0.40350877192982454,0.09680965248246642,18,E
212,-0.2652218782249742,0.28748424291745134,18,E
213,-0.6305469556243549,0.005025142219255446,18,E
214,-0.12899896800825592,0.6099496263278285,18,E
215,-0.43653250773993807,0.07010903657780523,18,E
216,-0.15583075335397317,0.5369306230900768,18,E
217,-0.5397316821465429,0.020782714646741186,18,E
218,0.011351909184726523,0.9643420040748253,18,E
219,-0.28998968008255926,0.2430922860390451,18,E
220,-0.5252837977296182,0.02518359155961345,18,E
221,-0.19504643962848298,0.43798642970216684,18,E
222,-0.5046439628482973,0.032693733377739086,18,E
223,-0.4943240454076367,0.03704404980744616,18,E
224,-0.17440660474716205,0.4888387099593369,18,E
225,-0.3766769865841073,0.12337214538125062,18,E
226,-0.3787409700722394,0.12116422586370856,18,E
227,-0.3663570691434469,0.13483747906980886,18,E
228,-0.7564499484004128,0.0002802193872136038,18,E
229,0.0010319917440660476,0.9967573972800612,18,E
230,-0.7275541795665634,0.0006215020932519377,18,E
231,-0.44685242518059853,0.06301029106386721,18,E
232,-0.5108359133126935,0.030279746991202998,18,E
233,0.2714138286893705,0.27595238461589006,18,E
234,0.23839009287925697,0.340779724454077,18,E
235,-0.541795665634675,0.020206828397558985,18,E
236,-0.3312693498452013,0.179322144399268,18,E
237,-0.21775025799793604,0.3853959643781131,18,E
238,0.1929824561403509,0.44294415082481003,18,E
239,0.04437564499484004,0.8612061336731367,18,E
240,-0.32301341589267285,0.19106788357348967,18,E
241,-0.347781217750258,0.15730765714242592,18,E
242,-0.23219814241486067,0.3538383254251315,18,E
243,-0.281733746130031,0.2573753757323143,18,E
244,-0.5583075335397317,0.01603820039772077,18,E
245,-0.5975232198142414,0.008827374421547778,18,E
246,-0.4179566563467492,0.08435264811978462,18,E
247,0.009287925696594427,0.9708223763257616,18,E
248,-0.479876160990712,0.04386464036882086,18,E
249,-0.20949432404540763,0.40410193596361965,18,E
250,-0.28792569659442724,0.24661488879554866,18,E
251,-0.2053663570691434,0.41363537140209433,18,E
252,-0.08565531475748193,0.7354104124232368,18,E
253,0.034055727554179564,0.8932828188388959,18,E
254,-0.45304437564499483,0.05901670687313082,18,E
255,-0.42414860681114547,0.07938890239460483,18,E
256,-0.04850361197110423,0.848430360162973,18,E
257,-0.7275541795665634,0.0006215020932519377,18,E
258,-0.5232198142414861,0.02586745150014201,18,E
259,-0.5170278637770898,0.02800614736378716,18,E
260,-0.023735810113519093,0.9255178937138382,18,E
261,-0.0196078431372549,0.9384456264028495,18,E
262,-0.32920536635706915,0.18221199775917413,18,E
263,-0.24458204334365324,0.3280041243603068,18,E
264,-0.5356037151702786,0.021973121639608077,18,E
265,-0.2693498452012384,0.27976422005657137,18,E
266,-0.7254901960784313,0.0006554343714426358,18,E
267,-0.3746130030959752,0.1256082485036117,18,E
268,-0.541795665634675,0.020206828397558985,18,E
269,-0.2115583075335397,0.39938013616939916,18,E
270,-0.15995872033023736,0.5260613631447345,18,E
271,-0.2714138286893705,0.27595238461589006,18,E
272,0.04850361197110423,0.848430360162973,18,E
273,-0.5892672858617131,0.010070753912334255,18,E
274,-0.34365325077399383,0.1626286535167655,18,E
275,-0.32920536635706915,0.18221199775917413,18,E
276,-0.4633642930856553,0.05278586195356667,18,E
277,-0.27966976264189886,0.26102647706844145,18,E
278,-0.10629514963880288,0.6746395315456968,18,E
279,-0.2115583075335397,0.39938013616939916,18,E
280,-0.5025799793601652,0.03353054708616265,18,E
281,-0.5314757481940144,0.02321633430784389,18,E
282,-0.08565531475748193,0.7354104124232368,18,E
283,0.30443756449948395,0.21933066080450497,18,E
284,-0.762641898864809,0.00023296654976518366,18,E
285,-0.6738906088751291,0.002165957859951128,18,E
286,-0.4654282765737873,0.051601612000717,18,E
287,0.25902992776057787,0.29930484205263064,18,E
288,-0.33746130030959753,0.17083764052594708,18,E
289,-0.23839009287925697,0.340779724454077,18,E
290,-0.45098039215686275,0.06032623578568477,18,E
291,-0.023735810113519093,0.9255178937138382,18,E
292,-0.04643962848297213,0.8548139516870751,18,E
293,-0.1413828689370485,0.5757540929543487,18,E
294,-0.37048503611971106,0.13016560662863327,18,E
295,-0.5583075335397317,0.01603820039772077,18,E
296,-0.08565531475748193,0.7354104124232368,18,E
297,-0.23839009287925697,0.340779724454077,18,E
298,-0.6594427244582043,0.0029088627228155838,18,E
299,-0.45098039215686275,0.06032623578568477,18,E
300,-0.1867905056759546,0.45798943476882836,18,E
301,-0.3353973168214654,0.17363506116754218,18,E
302,-0.5170278637770898,0.02800614736378716,18,E
303,-0.1826625386996904,0.46816133789331493,18,E
304,-0.31475748194014447,0.20331354771785817,18,E
305,-0.15583075335397317,0.5369306230900768,18,E
306,-0.3065015479876161,0.2160637946112576,18,E
307,-0.3519091847265222,0.15210693918997695,18,E
308,-0.3003095975232198,0.2259599242270975,18,E
309,-0.3766769865841073,0.12337214538125062,18,E
310,-0.283797729618163,0.25375641790875597,18,E
311,-0.564499484004128,0.014663613053810908,18,E
312,-0.281733746130031,0.2573753757323143,18,E
313,-0.19091847265221878,0.4479306707266413,18,E
314,0.1413828689370485,0.5757540929543487,18,E
315,-0.4654282765737873,0.051601612000717,18,E
316,-0.45098039215686275,0.06032623578568477,18,E
317,-0.005159958720330237,0.9837879533049655,18,E
318,-0.3415892672858617,0.1653345412255697,18,E
319,-0.24664602683178533,0.3238088129377634,18,E
320,0.19711042311661509,0.4330576703920279,18,E
321,-0.3085655314757482,0.21282870595868356,18,E
322,-0.500515995872033,0.034383779176359076,18,E
323,-0.11042311661506708,0.6626984309773882,18,E
324,-0.06501547987616099,0.7977151313810279,18,E
325,-0.27347781217750256,0.2721726853194867,18,E
326,-0.3106295149638803,0.20962534083657888,18,E
327,-0.43653250773993807,0.07010903657780523,18,E
328,-0.479876160990712,0.04386464036882086,18,E
329,-0.3519091847265222,0.15210693918997695,18,E
330,-0.6718266253869969,0.002261304519717512,18,E
331,-0.6388028895768835,0.004322124802950012,18,E
332,-0.44272445820433437,0.06578236404039446,18,E
333,-0.12693498452012383,0.6157269826949076,18,E
334,-0.27966976264189886,0.26102647706844145,18,E
335,-0.49226006191950467,0.037965021283152614,18,E
336,0.23219814241486067,0.3538383254251315,18,E
337,-0.03611971104231166,0.8868532969155285,18,E
338,-0.7234262125902993,0.0006909021305997826,18,E
339,-0.1331269349845201,0.5984607651208831,18,E
340,-0.42002063983488136,0.08267356720316325,18,E
341,-0.5190918472652218,0.027278528700016978,18,E
342,-0.45717234262125905,0.0564616251020334,18,E
343,-0.3973168214654283,0.10253523912493727,18,E
344,-0.5356037151702786,0.021973121639608077,18,E
345,-0.4943240454076367,0.03704404980744616,18,E
346,-0.2631578947368421,0.2913923922783684,18,E
347,0.24458204334365324,0.3280041243603068,18,E
348,-0.1475748194014448,0.5589695952802587,18,E
349,-0.4179566563467492,0.08435264811978462,18,E
350,-0.5190918472652218,0.027278528700016978,18,E
351,0.08359133126934985,0.7415774315720881,18,E
352,-0.37254901960784315,0.12787268607330352,18,E
353,-0.5892672858617131,0.010070753912334255,18,E
354,-0.27554179566563464,0.268425131389062,18,E
355,-0.40350877192982454,0.09680965248246642,18,E
356,-0.1001031991744066,0.6926899392518375,18,E
357,-0.16821465428276572,0.504632511085031,18,E
358,0.3869969040247678,0.11261128878276387,18,E
359,-0.6718266253869969,0.002261304519717512,18,E
360,-0.5954592363261093,0.009125961400493128,18,E
361,-0.5624355005159958,0.015110986482633102,18,E
362,-0.500515995872033,0.034383779176359076,18,E
363,-0.5087719298245614,0.031068538407296186,18,E
364,-0.17234262125902994,0.49407642787678363,18,E
365,0.3931888544891641,0.10648479569520816,18,E
366,-0.46955624355005166,0.049293376927968195,18,E
367,-0.44685242518059853,0.06301029106386721,18,E
368,-0.2652218782249742,0.28748424291745134,18,E
369,-0.391124871001032,0.10849983794275488,18,E
370,-0.1455108359133127,0.5645405304670835,18,E
371,0.3498452012383901,0.15469232181385817,18,E
372,-0.4097007223942208,0.09131835313137278,18,E
373,-0.06914344685242517,0.785147870866694,18,E
374,-0.3973168214654283,0.10253523912493727,18,E
375,-0.653250773993808,0.0032856411027831498,18,E
376,-0.27347781217750256,0.2721726853194867,18,E
377,-0.16821465428276572,0.504632511085031,18,E
378,-0.7647058823529412,0.00021879309769392644,18,E
379,0.15995872033023736,0.5260613631447345,18,E
380,-0.5356037151702786,0.021973121639608077,18,E
381,-0.42414860681114547,0.07938890239460483,18,E
382,-0.19504643962848298,0.43798642970216684,18,E
383,-0.19091847265221878,0.4479306707266413,18,E
384,-0.2528379772961816,0.31141340050989863,18,E
385,0.07533539731682146,0.766392281347839,18,E
386,-0.45098039215686275,0.06032623578568477,18,E
387,-0.4633642930856553,0.05278586195356667,18,E
388,-0.24871001031991744,0.31964521777772903,18,E
389,0.08978328173374613,0.7231227825767573,18,E
390,0.034055727554179564,0.8932828188388959,18,E
391,-0.24664602683178533,0.3238088129377634,18,E
392,0.021671826625386997,0.9319797351987382,18,E
393,0.07533539731682146,0.766392281347839,18,E
394,-0.15995872033023736,0.5260613631447345,18,E
395,0.11248710010319916,0.6567565630509025,18,E
396,-0.21362229102167182,0.3946884572555505,18,E
397,0.27554179566563464,0.268425131389062,18,E
398,-0.5562435500515995,0.01651840305440491,18,E
399,-0.19711042311661509,0.4330576703920279,18,E
400,-0.07327141382868937,0.7726309674360764,18,E
401,0.04437564499484004,0.8612061336731367,18,E
402,-0.20949432404540763,0.40410193596361965,18,E
403,-0.3973168214654283,0.10253523912493727,18,E
404,-0.347781217750258,0.15730765714242592,18,E
405,-0.32301341589267285,0.19106788357348967,18,E
406,-0.13519091847265222,0.5927498112228585,18,E
407,-0.07946336429308565,0.7539561864360347,18,E
408,-0.5211558307533539,0.026565697103864788,18,E
409,-0.023735810113519093,0.9255178937138382,18,E
410,-0.5067079463364293,0.03187313226051144,18,E
411,-0.32920536635706915,0.18221199775917413,18,E
412,-0.3085655314757482,0.21282870595868356,18,E
413,-0.4901960784313726,0.038903445723445826,18,E
414,-0.05882352941176471,0.816654203568489,18,E
415,-0.12487100103199174,0.62152591689147,18,E
416,-0.7234262125902993,0.0006909021305997826,18,E
417,-0.08152734778121776,0.7477594697936525,18,E
418,-0.29205366357069146,0.23960176390544208,18,E
419,-0.3312693498452013,0.179322144399268,18,E
420,-0.11867905056759545,0.6390493358496443,18,E
421,-0.23219814241486067,0.3538383254251315,18,E
422,-0.2053663570691434,0.41363537140209433,18,E
423,-0.479876160990712,0.04386464036882086,18,E
424,0.32094943240454077,0.19408223512614609,18,E
425,-0.11867905056759545,0.6390493358496443,18,E
426,-0.6222910216718266,0.005818551360831044,18,E
427,0.005159958720330237,0.9837879533049655,18,E
428,-0.48194014447884415,0.042835831246999204,18,E
429,-0.31888544891640863,0.19712791388889878,18,E
430,-0.12487100103199174,0.62152591689147,18,E
431,-0.005159958720330237,0.9837879533049655,18,E
432,-0.38906088751289986,0.11054194705770325,18,E
433,-0.2425180598555212,0.3322310909053101,18,E
434,-0.5521155830753354,0.017512914698683393,18,E
435,0.2631578947368421,0.2913923922783684,18,E
436,-0.3168214654282766,0.20020499436454783,18,E
437,-0.3663570691434469,0.13483747906980886,18,E
438,0.08771929824561403,0.7292587507339037,18,E
439,-0.3787409700722394,0.12116422586370856,18,E
440,-0.054695562435500514,0.8293348337875046,18,E
441,-0.4282765737874097,0.0762009593524021,18,E
442,-0.19711042311661509,0.4330576703920279,18,E
443,-0.29205366357069146,0.23960176390544208,18,E
444,0.11661506707946334,0.6449317151979074,18,E
445,0.2425180598555212,0.3322310909053101,18,E
446,-0.1042311661506708,0.6806381463141873,18,E
447,-0.12899896800825592,0.6099496263278285,18,E
448,-0.35810113519091846,0.14452928966155032,18,E
449,-0.2549019607843137,0.30734528041254605,18,E
450,-0.4055727554179567,0.09495342479222924,18,E
451,-0.413828689370485,0.08778525139466073,18,E
452,-0.45510835913312697,0.05772857159967156,18,E
453,-0.28792569659442724,0.24661488879554866,18,E
454,-0.20949432404540763,0.40410193596361965,18,E
455,0.013415892672858616,0.9578637574487228,18,E
456,-0.009287925696594427,0.9708223763257616,18,E
457,-0.11248710010319916,0.6567565630509025,18,E
458,0.05675954592363261,0.8229893024799763,18,E
459,0.4901960784313726,0.038903445723445826,18,E
460,-0.27347781217750256,0.2721726853194867,18,E
461,-0.17027863777089783,0.49934109695673945,18,E
462,-0.1496388028895769,0.5534228921214378,18,E
463,-0.283797729618163,0.25375641790875597,18,E
464,-0.4757481940144479,0.0459785720312123,18,E
465,-0.14344685242518057,0.5701354475609234,18,E
466,-0.3952528379772961,0.104496652622016,18,E
467,-0.4282765737874097,0.0762009593524021,18,E
468,-0.27966976264189886,0.26102647706844145,18,E
469,-0.4674922600619195,0.050437519451044396,18,E
470,-0.500515995872033,0.034383779176359076,18,E
471,0.0629514963880289,0.8040167566657793,18,E
472,-0.07120743034055728,0.7788829476841139,18,E
473,-0.027863777089783277,0.9126078919940869,18,E
474,-0.007223942208462332,0.9773044881689205,18,E
475,-0.052631578947368425,0.8356904320597222,18,E
476,-0.3828689370485036,0.11683232301276776,18,E
477,-0.45098039215686275,0.06032623578568477,18,E
478,-0.08978328173374613,0.7231227825767573,18,E
479,-0.4282765737874097,0.0762009593524021,18,E
480,0.11248710010319916,0.6567565630509025,18,E
481,-0.4324045407636739,0.07310819207072548,18,E
482,-0.44272445820433437,0.06578236404039446,18,E
483,-0.2115583075335397,0.39938013616939916,18,E
484,0.37254901960784315,0.12787268607330352,18,E
485,-0.3560371517027864,0.1470255476478887,18,E
486,0.13519091847265222,0.5927498112228585,18,E
487,-0.23219814241486067,0.3538383254251315,18,E
488,-0.42002063983488136,0.08267356720316325,18,E
489,-0.5603715170278638,0.0155691221165936,18,E
490,-0.5376676986584108,0.021371414657806467,18,E
491,-0.15789473684210525,0.5314832784708439,18,E
492,-0.05882352941176471,0.816654203568489,18,E
493,-0.6202270381836945,0.006032002847171182,18,E
494,-0.14344685242518057,0.5701354475609234,18,E
495,-0.1867905056759546,0.45798943476882836,18,E
496,-0.49226006191950467,0.037965021283152614,18,E
497,-0.28998968008255926,0.2430922860390451,18,E
498,-0.12487100103199174,0.62152591689147,18,E
499,-0.4489164086687306,0.06165736262614077,18,E
