k,Ds,spearman_rho_alpha_emp_D,spearman_p_alpha_emp_D,pearson_r_alpha_emp_D,pearson_p_alpha_emp_D,mae_alpha_D,n_events_D,spearman_rho_alpha_pred_vs_delta_near_D,spearman_p_alpha_pred_vs_delta_near_D,spearman_rho_alpha_pred_vs_D_peak_D,spearman_p_alpha_pred_vs_D_peak_D,spearman_rho_alpha_emp_E,spearman_p_alpha_emp_E,pearson_r_alpha_emp_E,pearson_p_alpha_emp_E,mae_alpha_E,n_events_E,spearman_rho_alpha_pred_vs_delta_near_E,spearman_p_alpha_pred_vs_delta_near_E,spearman_rho_alpha_pred_vs_D_peak_E,spearman_p_alpha_pred_vs_D_peak_E
0.0001,137.3823795883264,0.15376676986584106,0.5424031647570589,0.13224081604331284,0.6009195097843631,0.27627535337059556,18,-0.32094943240454077,0.19408223512614609,0.4406604747162023,0.06720191241367014,0.2239422084623323,0.3716861637562172,0.13356257603836216,0.5972534900809492,0.24309517595782706,18,-0.36016511867905054,0.14206248632367482,0.29205366357069146,0.23960176390544208
0.0001,204.33597178569437,0.1475748194014448,0.5589695952802587,0.12568147693566675,0.6192462621543319,0.2668310198538181,18,-0.37048503611971106,0.13016560662863327,0.38493292053663575,0.11470802686534462,0.19711042311661509,0.4330576703920279,0.12594890577323448,0.6184947788455911,0.24159995039188736,18,-0.4592363261093911,0.05521566198726718,0.38906088751289986,0.11054194705770325
0.0001,303.91953823132013,0.1826625386996904,0.46816133789331493,0.12096609641826106,0.6325550938336428,0.2632289794092013,18,-0.41589267285861714,0.08605648033750414,0.37254901960784315,0.12787268607330352,0.1867905056759546,0.45798943476882836,0.12061305572685599,0.6335559270684473,0.2427539886237398,18,-0.4654282765737873,0.051601612000717,0.43446852425180604,0.0715970112602687
0.0001,452.035365636025,0.16821465428276572,0.504632511085031,0.1176562693597082,0.641961740799301,0.26496327843652323,18,-0.4117647058823529,0.08953914742899166,0.3931888544891641,0.10648479569520816,0.18059855521155832,0.47328926682499955,0.11715192467594882,0.6433997152092025,0.24328984573974946,18,-0.44272445820433437,0.06578236404039446,0.4489164086687306,0.06165736262614077
0.0001,672.3357536499335,0.16821465428276572,0.504632511085031,0.11531489532420008,0.6486475740767007,0.2705540999999364,18,-0.4117647058823529,0.08953914742899166,0.3931888544891641,0.10648479569520816,0.17853457172342618,0.4784449329228026,0.11488508935467254,0.6498776929564812,0.2468348745702621,18,-0.42414860681114547,0.07938890239460483,0.43446852425180604,0.0715970112602687
0.0001,1000.0,0.16821465428276572,0.504632511085031,0.11368058537166728,0.6533296075085605,0.28071726556098164,18,-0.4117647058823529,0.08953914742899166,0.3931888544891641,0.10648479569520816,0.17853457172342618,0.4784449329228026,0.1133974515251156,0.6541419998438269,0.25313383542830986,18,-0.42414860681114547,0.07938890239460483,0.43446852425180604,0.0715970112602687
0.00013738237958832623,0.01,-0.11042311661506708,0.6626984309773882,-0.2529857530229442,0.31112107398116323,0.38998156550213936,18,0.48194014447884415,0.042835831246999204,-0.11661506707946334,0.6449317151979074,-0.09597523219814243,0.7048123642968974,-0.031113219923284193,0.9024598992120072,0.3865018309322606,18,0.28586171310629516,0.2501695935454806,-0.2652218782249742,0.28748424291745134
0.00013738237958832623,0.014873521072935119,-0.11042311661506708,0.6626984309773882,-0.2526280471601555,0.31182896039380625,0.38991691595650285,18,0.48194014447884415,0.042835831246999204,-0.11661506707946334,0.6449317151979074,-0.09597523219814243,0.7048123642968974,-0.031010313935959648,0.9027810615949053,0.3862745088961805,18,0.28586171310629516,0.2501695935454806,-0.2652218782249742,0.28748424291745134
0.00013738237958832623,0.022122162910704492,-0.11042311661506708,0.6626984309773882,-0.2522684734438996,0.3125415079970165,0.38982172388485514,18,0.48194014447884415,0.042835831246999204,-0.11661506707946334,0.6449317151979074,-0.09597523219814243,0.7048123642968974,-0.030858025392863322,0.9032563698181756,0.3859399465132405,18,0.28586171310629516,0.2501695935454806,-0.2652218782249742,0.28748424291745134
0.00013738237958832623,0.03290344562312668,-0.13106295149638802,0.6041941281040611,-0.25299577488842373,0.3111012548753446,0.3896822494179758,18,0.5149638802889577,0.028748754882630345,-0.12693498452012383,0.6157269826949076,-0.08565531475748193,0.7354104124232368,-0.030633131253653002,0.9039583447826005,0.38545004231998153,18,0.2693498452012384,0.27976422005657137,-0.2507739938080495,0.3155133959594858
0.00013738237958832623,0.04893900918477494,-0.13106295149638802,0.6041941281040611,-0.25383324047983885,0.30944775036857564,0.3894781334264901,18,0.5149638802889577,0.028748754882630345,-0.12693498452012383,0.6157269826949076,-0.07946336429308565,0.7539561864360347,-0.03030191718788544,0.9049923054894728,0.38473799611345666,18,0.24871001031991744,0.31964521777772903,-0.3023735810113519,0.22262935502892156
0.00013738237958832623,0.07278953843983153,-0.1413828689370485,0.5757540929543487,-0.2553122417043971,0.30654041686599054,0.3891822379227821,18,0.5314757481940144,0.02321633430784389,-0.1475748194014448,0.5589695952802587,-0.07327141382868937,0.7726309674360764,-0.029815643062115007,0.9065105847940566,0.3837142874426856,18,0.24045407636738902,0.3364896473643954,-0.3312693498452013,0.179322144399268
0.00013738237958832623,0.10826367338740546,-0.17234262125902994,0.49407642787678363,-0.2577635664320014,0.3017578596780174,0.3887584339583114,18,0.5583075335397317,0.01603820039772077,-0.15376676986584106,0.5424031647570589,-0.09803921568627451,0.6987424830235278,-0.029103636394141423,0.908734217267889,0.3822654826765113,18,0.2425180598555212,0.3322310909053101,-0.3168214654282766,0.20020499436454783
0.00013738237958832623,0.16102620275609392,-0.1929824561403509,0.44294415082481003,-0.26252060295826535,0.2926055822973907,0.38816585569669393,18,0.5665634674922602,0.014226822697300032,-0.16202270381836945,0.5206651056985048,-0.09803921568627451,0.6987424830235278,-0.028061117493405535,0.9119912165542986,0.3802603564795274,18,0.2425180598555212,0.3322310909053101,-0.3168214654282766,0.20020499436454783
0.00013738237958832623,0.2395026619987486,-0.2693498452012384,0.27976422005657137,-0.2733835097855578,0.27234467717895094,0.38737962155210653,18,0.6119711042311662,0.006950274712161287,-0.17234262125902994,0.49407642787678363,-0.09803921568627451,0.6987424830235278,-0.026523466820410558,0.916797511247568,0.3775692703718715,18,0.2239422084623323,0.3716861637562172,-0.30443756449948395,0.21933066080450497
0.00013738237958832623,0.35622478902624444,-0.281733746130031,0.2573753757323143,-0.2820988908612979,0.25673279636982316,0.38634588445193,18,0.6160990712074303,0.00647796835824065,-0.17647058823529413,0.4836281454935329,-0.08771929824561403,0.7292587507339037,-0.024206934904579626,0.9240435216329191,0.3740991284068763,18,0.2198142414860681,0.3807953913501374,-0.3312693498452013,0.179322144399268
0.00013738237958832623,0.529831690628371,-0.32920536635706915,0.18221199775917413,-0.28334792988972113,0.25454235128959174,0.3850206182838359,18,0.6202270381836945,0.006032002847171182,-0.11867905056759545,0.6390493358496443,-0.09803921568627451,0.6987424830235278,-0.020584083649393986,0.9353868536368631,0.3698302207286664,18,0.20949432404540763,0.40410193596361965,-0.3622291021671827,0.13962500641700296
0.00013738237958832623,0.7880462815669912,-0.281733746130031,0.2573753757323143,-0.2745633643102268,0.27019765152263137,0.3834690059100008,18,0.5789473684210527,0.011818464080461803,-0.05056759545923632,0.8420557303322882,-0.03611971104231166,0.8868532969155285,-0.0146960958957577,0.9538468075633393,0.3654924000129722,18,0.16408668730650156,0.5152947310342115,-0.3333333333333333,0.17646319681352746
0.00013738237958832623,1.1721022975334805,-0.24045407636738902,0.3364896473643954,-0.25312798971421296,0.31083985898872735,0.38193422512903136,18,0.5252837977296182,0.02518359155961345,-0.013415892672858616,0.9578637574487228,-0.038183694530443756,0.8804304907652737,-0.005072877103368144,0.9840615214329874,0.3605882418683734,18,0.16202270381836945,0.5206651056985048,-0.3787409700722394,0.12116422586370856
0.00013738237958832623,1.743328822199989,-0.12693498452012383,0.6157269826949076,-0.20430012365864283,0.4161171717892627,0.38021136578624914,18,0.4282765737874097,0.0762009593524021,0.07533539731682146,0.766392281347839,-0.03611971104231166,0.8868532969155285,0.00980658262859984,0.9691937494278632,0.3546710021425167,18,0.11661506707946334,0.6449317151979074,-0.3828689370485036,0.11683232301276776
0.00013738237958832623,2.592943797404667,-0.1001031991744066,0.6926899392518375,-0.121549730265022,0.6309018853145119,0.37796017144281896,18,0.28998968008255926,0.2430922860390451,0.052631578947368425,0.8356904320597222,0.027863777089783277,0.9126078919940869,0.030048421630426675,0.9057837483658131,0.34759619162608674,18,0.040247678018575844,0.8740147776078565,-0.37254901960784315,0.12787268607330352
0.00013738237958832623,3.856620421163472,0.07739938080495357,0.7601672386317739,-0.0297130206050489,0.9068310394411532,0.3749184923843756,18,0.04231166150670795,0.8676065335789527,0.04437564499484004,0.8612061336731367,0.0196078431372549,0.9384456264028495,0.05226590113503762,0.8368174811633203,0.3391804861697619,18,0.029927760577915376,0.9061604960497216,-0.40350877192982454,0.09680965248246642
0.00013738237958832623,5.736152510448681,0.12074303405572755,0.6331873816566363,0.04516773082362787,0.8587520421467314,0.37085119454510523,18,-0.09391124871001032,0.7108992592881784,0.07946336429308565,0.7539561864360347,0.054695562435500514,0.8293348337875046,0.07043755059955384,0.7812183115825738,0.32918750087117715,18,-0.013415892672858616,0.9578637574487228,-0.391124871001032,0.10849983794275488
0.00013738237958832623,8.531678524172815,0.11867905056759545,0.6390493358496443,0.09595272952420741,0.704878635802002,0.36541285930388406,18,-0.1455108359133127,0.5645405304670835,0.038183694530443756,0.8804304907652737,0.0196078431372549,0.9384456264028495,0.08150628495159704,0.7478226333704209,0.31837542026665955,18,0.005159958720330237,0.9837879533049655,-0.413828689370485,0.08778525139466073
0.00013738237958832623,12.689610031679234,0.12693498452012383,0.6157269826949076,0.1275484107484852,0.6140076572057614,0.3583926900016346,18,-0.19091847265221878,0.4479306707266413,0.07739938080495357,0.7601672386317739,0.017543859649122806,0.9449151835129638,0.08731618706946545,0.7304589928404951,0.30733800251172316,18,-0.009287925696594427,0.9708223763257616,-0.36016511867905054,0.14206248632367482
0.00013738237958832623,18.873918221350976,0.13725490196078433,0.5870615369663565,0.14502842086714174,0.5658460926415596,0.35039232500048073,18,-0.23632610939112486,0.3451012488097786,0.1001031991744066,0.6926899392518375,0.08771929824561403,0.7292587507339037,0.09167937480995908,0.7175000486715108,0.2961862460856175,18,-0.017543859649122806,0.9449151835129638,-0.283797729618163,0.25375641790875597
0.00013738237958832623,28.072162039411786,0.17853457172342618,0.4784449329228026,0.15229515795586257,0.5463203221149882,0.3396198905108135,18,-0.24458204334365324,0.3280041243603068,0.15583075335397317,0.5369306230900768,0.08152734778121776,0.7477594697936525,0.09898065490007481,0.6959795826805301,0.2833392069016969,18,0.017543859649122806,0.9449151835129638,-0.2672858617131063,0.2836081785098672
0.00013738237958832623,41.753189365604044,0.1991744066047472,0.42815803191920493,0.1523192202844501,0.546256171082318,0.32495140045965965,18,-0.3065015479876161,0.2160637946112576,0.2425180598555212,0.3322310909053101,-0.005159958720330237,0.9837879533049655,0.11351997498328223,0.6537903993882936,0.2679160908098426,18,0.08152734778121776,0.7477594697936525,-0.08359133126934985,0.7415774315720881
0.00013738237958832623,62.10169418915616,0.16821465428276572,0.504632511085031,0.1477167461412895,0.5585874058450454,0.3062693451002572,18,-0.3353973168214654,0.17363506116754218,0.3684210526315789,0.13248715636055625,0.11042311661506708,0.6626984309773882,0.132516857257748,0.6001531271059686,0.254626223403239,18,-0.09184726522187822,0.7170028416617739,0.007223942208462332,0.9773044881689205
0.00013738237958832623,92.36708571873865,0.19711042311661509,0.4330576703920279,0.14042788970004333,0.5783617275977495,0.2905369574366851,18,-0.32920536635706915,0.18221199775917413,0.4303405572755417,0.07464277608599117,0.2693498452012384,0.27976422005657137,0.13971272239356403,0.5803178147975978,0.24761910707971355,18,-0.3560371517027864,0.1470255476478887,0.29411764705882354,0.23614329729664102
0.00013738237958832623,137.3823795883264,0.15376676986584106,0.5424031647570589,0.13224081604331345,0.6009195097843614,0.27584802916845214,18,-0.32094943240454077,0.19408223512614609,0.4406604747162023,0.06720191241367014,0.2239422084623323,0.3716861637562172,0.1335625760383628,0.5972534900809474,0.24288151385675524,18,-0.36016511867905054,0.14206248632367482,0.29205366357069146,0.23960176390544208
0.00013738237958832623,204.33597178569437,0.1475748194014448,0.5589695952802587,0.12568147693566695,0.6192462621543312,0.26651052670221054,18,-0.37048503611971106,0.13016560662863327,0.38493292053663575,0.11470802686534462,0.19711042311661509,0.4330576703920279,0.12594890577323348,0.6184947788455936,0.24159995039188736,18,-0.4592363261093911,0.05521566198726718,0.38906088751289986,0.11054194705770325
0.00013738237958832623,303.91953823132013,0.1826625386996904,0.46816133789331493,0.12096609641826091,0.6325550938336435,0.26301531730812955,18,-0.41589267285861714,0.08605648033750414,0.37254901960784315,0.12787268607330352,0.1867905056759546,0.45798943476882836,0.12061305572685559,0.6335559270684485,0.2427539886237398,18,-0.4654282765737873,0.051601612000717,0.43446852425180604,0.0715970112602687
