slug,short_name,alpha_emp,alpha_pred_loo,alpha_pred_loo_D,alpha_pred_loo_E,abs_error,k_best_train,Ds_best_train,pred_mode,loo_spearman_rho,loo_spearman_p,loo_n_events
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,-0.014878197323548,0.37023606010535753,0.17081402661947187,0.37023606010535753,0.38511425742890554,0.002395026619987486,92.36708571873865,E,-0.23839009287925697,0.340779724454077,18
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,0.7412300746592427,0.43177165286194535,0.26635674186563446,0.43177165286194535,0.3094584217972974,0.0017433288221999873,92.36708571873865,E,-0.23839009287925697,0.340779724454077,18
hurricane_beryl_across_southeastern_texas_us,beryl_tx,0.8001103007909469,0.34177581702795323,0.1772934760760614,0.34177581702795323,0.4583344837629937,0.0017433288221999873,92.36708571873865,E,-0.23839009287925697,0.340779724454077,18
hurricane_beryl_jamaica_western_caribbean_pre_landfall_2024_07_03,beryl_pre,0.3873447555457084,0.3306161347477327,0.16026967623477195,0.3306161347477327,0.05672862079797569,0.0017433288221999873,92.36708571873865,E,-0.23839009287925697,0.340779724454077,18
moldova_flooding_2024,moldova,0.0706355627672506,0.3686742978986318,0.16447881628796948,0.3686742978986318,0.29803873513138124,0.002395026619987486,92.36708571873865,E,-0.23839009287925697,0.340779724454077,18
park_fire_california_29_july_2024,park_fire2,0.222634525318664,0.3278884008499407,0.16632120506600848,0.3278884008499407,0.10525387553127669,0.0017433288221999873,92.36708571873865,E,-0.23839009287925697,0.340779724454077,18
spain_flood,spain_flood,0.0575378664819348,0.524774594673835,0.31376962308710316,0.524774594673835,0.4672367281919002,0.0017433288221999873,672.3357536499335,E,-0.23839009287925697,0.340779724454077,18
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,1.215462091736481,0.32936784806042263,0.14890272364677526,0.32936784806042263,0.8860942436760583,0.0017433288221999873,92.36708571873865,E,-0.23839009287925697,0.340779724454077,18
the_flooding_across_eastern_bangladesh,bangladesh_fld,0.4720635678723257,0.2567081758068665,0.13039796754609198,0.2567081758068665,0.21535539206545917,0.0017433288221999873,1000.0,E,-0.23839009287925697,0.340779724454077,18
the_flooding_across_gujarat_india,gujarat_fld,0.1594546201967668,0.33655152458565163,0.1655067757997999,0.33655152458565163,0.17709690438888484,0.0017433288221999873,92.36708571873865,E,-0.23839009287925697,0.340779724454077,18
the_flooding_across_rio_grande_do_sul_state_brazil,the_flooding_across_ri,0.3895761994806622,0.33340079236365444,0.1536706371474057,0.33340079236365444,0.05617540711700775,0.0017433288221999873,92.36708571873865,E,-0.23839009287925697,0.340779724454077,18
the_wildfires_in_quito_pichincha_province_ecuador,quito_fire,0.4242021835762336,0.32815040983227145,0.13080999997640763,0.32815040983227145,0.09605177374396218,0.0017433288221999873,92.36708571873865,E,-0.23839009287925697,0.340779724454077,18
tropical_storm_kristine_in_bicol_and_calabarzon_philippines,kristine_ph,0.7109067116199009,0.36660844261470615,0.18691302143595695,0.36660844261470615,0.3442982690051948,0.0032903445623126675,62.10169418915616,E,-0.23839009287925697,0.340779724454077,18
tropical_storm_yagi_philippines_2_september_2024,yagi_ph,0.4672580010711196,0.497948918692794,0.30760128792388397,0.497948918692794,0.03069091762167442,0.002395026619987486,92.36708571873865,E,-0.23839009287925697,0.340779724454077,18
turkiye_earthquake_2023,turkiye,0.2228386744457223,0.41329842606498335,0.18264169699986194,0.41329842606498335,0.19045975161926104,0.002395026619987486,92.36708571873865,E,-0.23839009287925697,0.340779724454077,18
typhoon_krathon_across_taiwan,krathon_tw,0.1012997858927755,0.36364866978024263,0.17449048168135367,0.36364866978024263,0.26234888388746713,0.002395026619987486,92.36708571873865,E,-0.23839009287925697,0.340779724454077,18
typhoon_yagi_across_northeastern_vietnam,yagi_vn,0.5223034173699458,0.4062495560681657,0.250093077064402,0.4062495560681657,0.11605386130178008,0.0017433288221999873,92.36708571873865,E,-0.23839009287925697,0.340779724454077,18
wildfires_in_boise_county_idaho_27_august_2024,boise_fire,0.098873997077069,0.4064484591609089,0.20020314846800846,0.4064484591609089,0.3075744620838399,0.0032903445623126675,92.36708571873865,E,-0.23839009287925697,0.340779724454077,18
