r_bin_km,phi_mean,r_center_km,abs_dev
350.0,1.0702414399716809,355.0,0.07024143997168086
360.0,1.1238591561045823,365.0,0.12385915610458231
370.0,1.093678063204777,375.0,0.0936780632047769
380.0,1.0664297343184213,385.0,0.06642973431842125
390.0,1.1226503950402957,395.0,0.12265039504029573
400.0,1.119250183628781,405.0,0.11925018362878093
410.0,1.1152007744877983,415.0,0.11520077448779831
420.0,1.1110272364519684,425.0,0.11102723645196844
430.0,1.0999149467427103,435.0,0.09991494674271029
440.0,1.1217036223565833,445.0,0.12170362235658327
450.0,1.1081996410596506,455.0,0.10819964105965063
460.0,1.1827537917504258,465.0,0.18275379175042583
470.0,1.1221744258874702,475.0,0.12217442588747018
480.0,1.1094273385874298,485.0,0.10942733858742981
490.0,1.1234138985157285,495.0,0.12341389851572848
