n_jackknife,rho_median,rho_ci2p5,rho_ci97p5,p_median,p_ci2p5,p_ci97p5
11,-0.7333333333333332,-0.7969696969696969,-0.6969696969696969,0.015800596250571577,0.005952034007027453,0.02509667588225185
