removed_slug,n_after_remove,spearman_rho,spearman_p
flooding_in_central_and_eastern_europe_sept_16_2024,10,-0.7333333333333332,0.015800596250571577
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,10,-0.7333333333333332,0.015800596250571577
hurricane_beryl_across_southeastern_texas_us,10,-0.7333333333333332,0.015800596250571577
hurricane_john_across_southeastern_guerrero_mexico,10,-0.7333333333333332,0.015800596250571577
hurricane_john_southern_mexico_25_september_2024,10,-0.7333333333333332,0.015800596250571577
moldova_flooding_2024,10,-0.6969696969696969,0.02509667588225185
spain_flood,10,-0.7333333333333332,0.015800596250571577
the_flooding_across_bagmati_and_koshi_provinces_nepal,10,-0.8060606060606059,0.004862061101964607
the_flooding_across_gujarat_india,10,-0.7696969696969697,0.009221952722215994
turkiye_earthquake_2023,10,-0.6969696969696969,0.02509667588225185
typhoon_yagi_across_northeastern_vietnam,10,-0.7454545454545454,0.013330146315440054
