n_jackknife,rho_median,rho_ci2p5,rho_ci97p5,p_median,p_ci2p5,p_ci97p5
18,-0.08700980392156864,-0.21292892156862747,0.056495098039215666,0.7398698938011955,0.4120334897447695,0.9301051486306062
