removed_slug,n_after_remove,spearman_rho,spearman_p
cambodia_monsoon_season_study_2024_05_09,17,-0.18382352941176472,0.4800344013399135
flooding_in_central_and_eastern_europe_sept_16_2024,17,-0.09313725490196079,0.7221860910253712
hurricane_john_across_southeastern_guerrero_mexico,17,-0.08333333333333334,0.750504450153402
hurricane_john_southern_mexico_25_september_2024,17,-0.09068627450980393,0.729235337448989
hurricane_melissa_aftermath_2025_11_03,17,-0.03431372549019608,0.8959808104551742
india_monsoon_season_study_2024_05_09_nct_delhi_up_bihar,17,-0.09068627450980393,0.729235337448989
moldova_flooding_2024,17,-0.12745098039215688,0.6259301508467394
pakistan_monsoon_season_study_sindh_2024_05_09,17,0.014705882352941176,0.9553274855428822
park_fire_california_29_july_2024,17,-0.14950980392156862,0.5668307307163287
spain_flood,17,-0.2058823529411765,0.42791485314270766
the_earthquake_across_central_mexico,17,-0.21813725490196081,0.40029509071151087
the_flooding_across_eastern_bangladesh,17,-0.07843137254901962,0.7647798831352098
the_flooding_across_rio_grande_do_sul_state_brazil,17,-0.12009803921568628,0.6461426985863068
the_wildfires_in_quito_pichincha_province_ecuador,17,0.03676470588235294,0.8885928675683452
turkiye_earthquake_2023,17,-0.08088235294117649,0.7576329086921563
typhoon_krathon_across_taiwan,17,-0.058823529411764705,0.8225588681711513
typhoon_yagi_across_northeastern_vietnam,17,0.07107843137254903,0.7863266619781205
wildfires_in_boise_county_idaho_27_august_2024,17,-0.07843137254901962,0.7647798831352098
