slug,short_name,disaster_type,event_type,D_peak,t_peak_hours,fit_method,fit_min_tprime_hours,n_mono,n_post_fit,n_total_post,alpha,logA,r2,t_decay_start,t_decay_end,D_inf,D_inf_abs,near_delta_peak_windows_mean,D_inf_summary,n_time_windows,D_peak_summary,D_peak_snr,catalog_exclude_reason,route_b_exclude_via_catalog,route_b_exclude_via_cli,quality_short_windows,quality_short_post_peak,quality_low_signal,quality_low_snr,quality_missing_near_delta,analysis_n_mono_lt_threshold,analysis_alpha_nan,data_quality_ok,analysis_applicability_ok,route_b_base_ok,route_b_excluded_slug,route_b_low_r2,route_b_selected,route_b_selected_plot,drop_reason_primary,drop_reason_class
cambodia_monsoon_season_study_2024_05_09,cambodia_monsoon_seaso,monsoon,EVAC,0.28085469732704244,536.0,full_post_peak,0.0,12,12,12,-0.09072968912446379,-1.6671152848249986,0.13222663198363038,24.0,288.0,0.30748366999538246,0.08635823306956134,-0.25164780189960007,0.30748366999538246,36,0.28085469732704244,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,0.10059199886783282,416.0,full_post_peak,0.0,9,9,9,0.030043994193228937,-0.011598940670852737,0.15036397772421572,24.0,212.0,0.8665136001354186,0.08716433508378377,0.07568938891491522,0.8665136001354186,28,0.10059199886783282,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
global_earthquake_model_research_2025_sep_18,global_earthquake_mode,earthquake,INFL,0.05385056901479478,36.0,full_post_peak,0.0,2,2,2,,,,20.0,36.0,0.7971141322210138,0.04292504958983595,0.03209203604816415,0.7971141322210138,3,0.05385056901479478,,,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,analysis_alpha_nan,analysis_applicability
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,hurricane,EVAC,0.19079406695737255,-8.0,full_post_peak,0.0,1,1,1,,,,16.0,16.0,0.6761840069390724,0.12901189669543786,-0.27107106612126747,0.6761840069390724,2,0.19079406695737255,,,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,analysis_alpha_nan,analysis_applicability
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,0.18947501908185185,-8.0,full_post_peak,0.0,1,1,1,,,,16.0,16.0,0.4920110077312878,0.09322379507836692,-0.3640016121340131,0.4920110077312878,2,0.18947501908185185,,,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,analysis_alpha_nan,analysis_applicability
hurricane_beryl_jamaica_western_caribbean_pre_landfall_2024_07_03,beryl_pre,hurricane,EVAC,0.3024854345941024,56.0,full_post_peak,0.0,1,1,1,,,,20.0,20.0,0.8209631083178766,0.24832938260525803,-0.31263730086716945,0.8209631083178766,4,0.3024854345941024,,,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,analysis_alpha_nan,analysis_applicability
hurricane_beryl_pre_landfall_2024,beryl_pre,hurricane,EVAC,0.3585428490212088,0.0,full_post_peak,0.0,0,0,0,,,,,,,,-0.6885140280604218,,2,0.3585428490212088,2.0975237440934085,,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,data_quality_short_post_peak,data_quality
hurricane_debby_across_florida_and_georgia_us,debby_pre,hurricane,NEUTRAL,0.05224842952977174,172.0,full_post_peak,0.0,0,0,0,,,,,,,,-0.00885859263083225,,9,0.05224842952977174,,,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,data_quality_short_post_peak,data_quality
hurricane_helene_pre_landfall_gulf_of_mexico_24_september_2024,helene_pre,hurricane,EVAC,0.12476695593380707,-12.0,full_post_peak,0.0,1,1,1,,,,12.0,12.0,0.8331726726147679,0.10395241812937901,-0.24030610332786756,0.8331726726147679,2,0.12476695593380707,8.477109742982577,,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,analysis_alpha_nan,analysis_applicability
hurricane_john_across_southeastern_guerrero_mexico,john_gue,hurricane,INFL,0.10899116369719182,80.0,full_post_peak,0.0,6,6,6,0.022077767200225265,-0.05536906329919747,0.035039440042233694,24.0,140.0,0.888526033735027,0.09684148639203091,0.09674698369860812,0.888526033735027,8,0.10899116369719182,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
hurricane_john_southern_mexico_25_september_2024,john_sm,hurricane,INFL,0.11053039671451696,80.0,full_post_peak,0.0,12,12,12,0.035031218292477094,0.02184695153410421,0.11936102523172887,24.0,284.0,0.8691641345604879,0.09606905660300054,0.09823015859510517,0.8691641345604879,16,0.11053039671451696,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
hurricane_melissa_10_27_2025,melissa,hurricane,NEUTRAL,0.49012512168004213,32.0,full_post_peak,0.0,5,5,5,0.4700609854784871,1.5624091072134223,0.980006933783371,24.0,308.0,0.3312149008734564,0.16233674359284592,,0.3312149008734564,6,0.49012512168004213,,,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,data_quality_missing_near_delta,data_quality
hurricane_melissa_aftermath_2025_11_03,melissa_aft,hurricane,EVAC,0.35486624043123477,36.0,full_post_peak,0.0,5,5,5,0.15501053030330725,0.4562271277651794,0.9920288742020409,20.0,444.0,0.620944452505136,0.220352223377129,-0.47593591327300283,0.620944452505136,6,0.35486624043123477,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
hurricane_milton_across_florida_us,milton_fl,hurricane,INFL,0.1384303841586922,-8.0,full_post_peak,0.0,0,0,0,,,,,,,,0.14604731477300467,,1,0.1384303841586922,,,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,data_quality_short_post_peak,data_quality
india_monsoon_season_study_2024_05_09_nct_delhi_up_bihar,india_monsoon_season_s,monsoon,INFL,0.18148306873830664,536.0,full_post_peak,0.0,12,12,12,-0.010299231803413248,-1.0777807014358902,0.0008623303026109586,24.0,288.0,0.3207343844812271,0.05820786034554501,0.06974334443946022,0.3207343844812271,36,0.18148306873830664,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
line_fire_southern_california_9_september_2024,line_fire,wildfire,INFL,0.1202653175000561,336.0,full_post_peak,0.0,0,0,0,,,,,,,,0.09211810750993747,,16,0.1202653175000561,,,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,data_quality_short_post_peak,data_quality
moldova_flooding_2024,moldova,flood,INFL,0.0631527023112268,344.0,full_post_peak,0.0,13,13,13,-0.0015535716720057363,-0.2519433617834613,0.00016826550957793618,24.0,308.0,0.7740437278372516,0.04888295311997821,0.03293237621788859,0.7740437278372516,29,0.0631527023112268,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
mountain_fire_in_california,mountain_fire_in_calif,wildfire,INFL,0.07026450922991515,-8.0,full_post_peak,0.0,1,1,1,,,,12.0,12.0,0.5134416911743803,0.03607672844854549,0.047318483694995375,0.5134416911743803,2,0.07026450922991515,,,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,analysis_alpha_nan,analysis_applicability
pakistan_monsoon_season_study_sindh_2024_05_09,pakistan_monsoon_seaso,monsoon,INFL,0.17079223687390535,392.0,full_post_peak,0.0,18,18,18,-0.23452741384199438,-2.3181612099657922,0.4557507277000661,24.0,432.0,0.4699275810738796,0.08025998274035141,0.1282129997494128,0.4699275810738796,36,0.17079223687390535,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
park_fire_2024,park_fire1,wildfire,INFL,0.06267427957325017,388.0,full_post_peak,0.0,0,0,0,,,,,,,,0.052503888474112595,,18,0.06267427957325017,,,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,data_quality_short_post_peak,data_quality
park_fire_california_29_july_2024,park_fire2,wildfire,NEUTRAL,0.03133960305118296,272.0,full_post_peak,0.0,3,3,3,-0.19679983994437963,-0.8251062792415003,0.9865328198352138,24.0,68.0,0.9960980081631389,0.031217316175906777,0.016087007629484458,0.9960980081631389,16,0.03133960305118296,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
spain_flood,spain_flood,flood,INFL,0.12910513786241298,104.0,full_post_peak,0.0,5,5,5,0.1654823716437604,0.40343433397128736,0.5309720555128496,24.0,116.0,0.785070108828101,0.10135658463191155,0.13563392588728498,0.785070108828101,11,0.12910513786241298,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
the_earthquake_across_central_mexico,the_earthquake_across_,earthquake,INFL,0.24759529687456974,32.0,full_post_peak,0.0,4,4,4,0.3479752777497077,0.7066884660171192,0.893023087603731,24.0,96.0,0.3869447158247225,0.0958056917886682,0.21365803395478758,0.3869447158247225,5,0.24759529687456974,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
the_earthquake_across_dhaka_division_bangladesh,the_earthquake_across_,earthquake,INFL,0.09190257647023503,296.0,full_post_peak,0.0,1,1,1,,,,16.0,16.0,0.7146598544029573,0.06567908191947482,0.056303723366367464,0.7146598544029573,6,0.09190257647023503,,,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,analysis_alpha_nan,analysis_applicability
the_flooding_across_antioquia_and_choc_departments_colombia,the_flooding_across_an,flood,INFL,0.17777533817214874,-8.0,full_post_peak,0.0,1,1,1,,,,12.0,12.0,0.5759712595280625,0.10239348544003976,0.1460301992932594,0.5759712595280625,2,0.17777533817214874,,,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,analysis_alpha_nan,analysis_applicability
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,flood,NEUTRAL,0.1316684230424645,320.0,full_post_peak,0.0,1,1,1,,,,20.0,20.0,0.9991124820276355,0.13155156495062142,-0.003165623636900328,0.9991124820276355,16,0.1316684230424645,,,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,analysis_alpha_nan,analysis_applicability
