hours_since_quake,D_old,D_new,D_diff
-13.666666666666666,0.12926789171258646,0.1343457827368733,0.005077891024286851
10.333333333333334,0.09983394846163371,0.09654898407293112,-0.0032849643887025853
34.333333333333336,0.08773993578458762,0.09230775844303431,0.004567822658446685
58.333333333333336,0.10068422196450222,0.08789634855878192,-0.012787873405720296
82.33333333333333,0.08496590172862274,0.08351379945183048,-0.0014521022767922664
106.33333333333331,0.1004297179894303,0.09139189712750369,-0.009037820861926615
130.33333333333334,0.09347694072553514,0.088268831981313,-0.005208108744222145
154.33333333333334,0.11423649525527046,0.1181040480000451,0.003867552744774641
178.33333333333334,0.11008220559021531,0.12255057391706378,0.012468368326848472
202.33333333333331,0.10597459597166166,0.10101381730240169,-0.004960778669259966
226.33333333333331,0.09683656376965721,0.08601855546256687,-0.010818008307090343
250.33333333333331,0.07728433232117729,0.07088482672431161,-0.006399505596865682
