slug,short_name,disaster_type,event_type,D_peak,t_peak_hours,fit_method,fit_min_tprime_hours,n_mono,n_post_fit,n_total_post,alpha,logA,r2,t_decay_start,t_decay_end,D_inf,D_inf_abs
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,0.1398801674394995,519.0,monotone_truncated,0.0,6,7,7,-0.006730359019580779,-0.22402987979813208,0.03802288582926483,24.0,144.0,0.8629315200624803,0.12070700551516156
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,hurricane,EVAC,0.28908309435502894,4.0,monotone_truncated,0.0,6,13,13,0.8096105643916333,1.4818984519382679,0.9709346938741381,24.0,144.0,0.06726168303142854,0.019444215462252508
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,0.2701956855248753,0.0,monotone_truncated,0.0,6,14,14,0.807198333980731,1.780004252716671,0.9724594642019116,24.0,144.0,0.11265214999165613,0.0304381248928466
hurricane_beryl_jamaica_western_caribbean_pre_landfall_2024_07_03,beryl_pre,hurricane,EVAC,0.5637501440286489,63.0,monotone_truncated,0.0,9,13,13,0.3873447555457084,1.011315748021957,0.8943490655993533,24.0,216.0,0.29023022652565456,0.16361733200530515
hurricane_debby_across_florida_and_georgia_us,debby_pre,hurricane,NEUTRAL,0.04578613953667907,220.0,monotone_truncated,0.0,0,0,0,,,,,,,
hurricane_ernesto_puerto_rico_14_august_2024,ernesto_pr,hurricane,INFL,0.08680429113640102,48.0,monotone_truncated,0.0,2,14,14,,,,24.0,48.0,0.331393410798426,0.028766370111631513
hurricane_helene_pre_landfall_gulf_of_mexico_24_september_2024,helene_pre,hurricane,INFL,0.2353799347440354,264.0,monotone_truncated,0.0,0,0,0,,,,,,,
hurricane_john_across_southeastern_guerrero_mexico,john_gue,hurricane,EVAC,0.2162698798968271,179.75,monotone_truncated,0.0,1,6,6,,,,24.0,24.0,0.3990327338836068,0.08629876143191022
hurricane_john_southern_mexico_25_september_2024,john_sm,hurricane,INFL,0.11776712473418102,-1.0,monotone_truncated,0.0,2,12,12,,,,24.0,48.0,0.8133683233953903,0.09578804879613662
hurricane_milton_across_florida_us,milton_fl,hurricane,INFL,0.2108908765038638,0.0,monotone_truncated,0.0,2,9,9,,,,24.0,48.0,0.5572855086551796,0.11752642938319238
line_fire_southern_california_9_september_2024,line_fire,wildfire,INFL,0.11390295719058983,280.0,monotone_truncated,0.0,2,2,2,,,,24.0,48.0,0.9968242897761804,0.1135412344049164
park_fire_2024,park_fire1,wildfire,INFL,0.06819347257818835,497.1333333333333,monotone_truncated,0.0,0,0,0,,,,,,,
park_fire_california_29_july_2024,park_fire2,wildfire,INFL,0.04244790678623042,161.13333333333333,monotone_truncated,0.0,5,12,12,0.259173565822056,0.6479279116692307,0.7719357627987963,24.0,120.0,0.7904425283909683,0.033552630765012116
spain_flood,spain_flood,flood,INFL,0.14187419431451723,120.5,monotone_truncated,0.0,4,5,5,0.11941305027799592,0.25286136211051374,0.9110601426791565,24.0,96.0,0.7898403792297751,0.1120579674402971
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,flood,EVAC,0.21295392536622973,36.0,monotone_truncated,0.0,7,14,14,1.1632924271372023,3.2473895561242325,0.9775140910922314,24.0,168.0,0.4216954219910154,0.08980169542195544
the_flooding_across_rio_grande_do_sul_state_brazil,the_flooding_across_ri,flood,NEUTRAL,0.12141771991449432,-9.0,monotone_truncated,0.0,6,29,29,0.3633118192163898,1.1087543619896993,0.9489994272814086,24.0,144.0,0.24040217728470306,0.029189084228388684
the_wildfires_in_quito_pichincha_province_ecuador,quito_fire,wildfire,NEUTRAL,0.08434373808809917,16.0,monotone_truncated,0.0,4,13,13,0.5135982770635376,1.7270009469003842,0.7589077056760407,24.0,96.0,0.4448412943911768,0.037519577624900435
tropical_storm_debby_united_states_pre_landfall_4_august_2024,debby_pre,tropical_storm,EVAC,0.07320802977881669,72.0,monotone_truncated,0.0,1,13,13,,,,24.0,24.0,0.7846216796479152,0.05744060728876974
tropical_storm_enteng_across_luzon_and_visayas_islands_philippines,enteng_ph,tropical_storm,EVAC,0.1434065890417154,297.0,monotone_truncated,0.0,1,1,1,,,,24.0,24.0,0.9363307828391603,0.13427600378172314
tropical_storm_kristine_in_bicol_and_calabarzon_philippines,kristine_ph,tropical_storm,EVAC,0.3545561270277327,36.0,monotone_truncated,0.0,6,11,11,0.4562583172274572,0.7686609384934894,0.8959316665637063,24.0,144.0,0.43274016634563894,0.15343067738884655
tropical_storm_yagi_philippines_2_september_2024,yagi_ph,tropical_storm,EVAC,0.18093052629220605,9.0,monotone_truncated,0.0,8,14,14,0.47752138845860137,1.43988651291255,0.9375006803638147,24.0,192.0,0.5898542809391414,0.10672264548602961
turkiye_earthquake_2023,turkiye,earthquake,NEUTRAL,0.44716643561220276,16.0,monotone_truncated,0.0,4,34,34,0.31378062451893957,0.708030120248353,0.9898760533994029,24.0,96.0,0.4740320196559403,0.21197120859560045
typhoon_krathon_across_taiwan,krathon_tw,typhoon,INFL,0.13240314590727376,-13.666666666666666,monotone_truncated,0.0,4,11,11,0.12194171907711372,0.10670396449902403,0.9610399210275782,24.0,96.0,0.659305048603302,0.0872940625476252
typhoon_yagi_across_northeastern_vietnam,yagi_vn,typhoon,EVAC,0.34745282608287953,29.0,monotone_truncated,0.0,5,10,10,0.5408902342640979,1.4607473413551417,0.9646390318586772,24.0,120.0,0.24294024462413286,0.08441027456392104
