slug,short_name,disaster_type,event_type,fit_method,n_pts,best_model,BIC_power,BIC_exp,BIC_strexp,dBIC_power,dBIC_exp,dBIC_strexp,alpha_power,tau_exp,tau_strexp,beta_strexp
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,monotone_truncated,6,power_law,-45.400004483550305,-39.25932303519385,-42.341816532498314,0.0,6.140681448356453,3.058187951051991,-0.006848775609112424,1999.9999999999998,1999.999981327083,0.010000000000000002
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,hurricane,EVAC,monotone_truncated,6,stretched_exp,-47.46278358964368,-45.889306393223826,-48.46094296010122,0.9981593704575431,2.5716365668773946,0.0,0.7674935992674552,69.97859899996591,13.781192939239421,0.4362963556539052
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,monotone_truncated,6,power_law,-50.69524491156094,-40.913333252840694,-49.67705764528115,0.0,9.781911658720247,1.0181872662797886,0.7633168790793107,71.05028754363943,1.0000000000007832,0.2694372626661023
hurricane_beryl_jamaica_western_caribbean_pre_landfall_2024_07_03,beryl_pre,hurricane,EVAC,monotone_truncated,9,exponential,-52.118323957965735,-67.69291630521657,-65.50015573621903,15.574592347250835,0.0,2.1927605689975422,0.33812439872734024,225.13244450034682,224.77440266515978,0.9890643499755338
hurricane_debby_across_florida_and_georgia_us,debby_pre,hurricane,NEUTRAL,monotone_truncated,0,,,,,,,,,,,
hurricane_ernesto_puerto_rico_14_august_2024,ernesto_pr,hurricane,INFL,monotone_truncated,2,,,,,,,,,,,
hurricane_helene_pre_landfall_gulf_of_mexico_24_september_2024,helene_pre,hurricane,INFL,monotone_truncated,0,,,,,,,,,,,
hurricane_john_across_southeastern_guerrero_mexico,john_gue,hurricane,EVAC,monotone_truncated,1,,,,,,,,,,,
hurricane_john_southern_mexico_25_september_2024,john_sm,hurricane,INFL,monotone_truncated,2,,,,,,,,,,,
hurricane_milton_across_florida_us,milton_fl,hurricane,INFL,monotone_truncated,2,,,,,,,,,,,
line_fire_southern_california_9_september_2024,line_fire,wildfire,INFL,monotone_truncated,2,,,,,,,,,,,
park_fire_2024,park_fire1,wildfire,INFL,monotone_truncated,0,,,,,,,,,,,
park_fire_california_29_july_2024,park_fire2,wildfire,INFL,monotone_truncated,5,exponential,-25.904361163208357,-29.246234709261103,-28.566080621633397,3.341873546052746,0.0,0.6801540876277059,0.23466581955552238,223.0075065718449,187.09626943142703,1.6395578876758297
spain_flood,spain_flood,flood,INFL,monotone_truncated,4,stretched_exp,-30.398009633224603,-36.64916343180759,-36.90101595281793,6.503006319593325,0.25185252101034195,0.0,0.11617639244832365,418.6064577263874,299.4216340735975,1.4061729313502787
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,flood,EVAC,monotone_truncated,7,stretched_exp,-37.611809492148346,-48.580886252352435,-57.78219596183636,20.17038646968801,9.201309709483922,0.0,0.734138590235089,51.08928274957487,6.3091390657256055,0.4255312156692412
the_flooding_across_rio_grande_do_sul_state_brazil,the_flooding_across_ri,flood,NEUTRAL,monotone_truncated,6,stretched_exp,-35.613214491476846,-36.00533849462369,-36.260424350325344,0.6472098588484982,0.2550858557016511,0.0,0.3476809137544711,175.31728846791654,123.4473090685461,0.5258553570226444
the_wildfires_in_quito_pichincha_province_ecuador,quito_fire,wildfire,NEUTRAL,monotone_truncated,4,stretched_exp,-15.0294662886702,-18.099138331890178,-26.378407195527945,11.348940906857745,8.279268863637768,0.0,0.4160228589191503,106.77298771606512,102.80872099073318,2.9763074908346607
tropical_storm_debby_united_states_pre_landfall_4_august_2024,debby_pre,tropical_storm,EVAC,monotone_truncated,1,,,,,,,,,,,
tropical_storm_enteng_across_luzon_and_visayas_islands_philippines,enteng_ph,tropical_storm,EVAC,monotone_truncated,1,,,,,,,,,,,
tropical_storm_kristine_in_bicol_and_calabarzon_philippines,kristine_ph,tropical_storm,EVAC,monotone_truncated,6,power_law,-38.745790681890455,-31.00643675517736,-34.78510026047648,0.0,7.739353926713093,3.9606904214139718,0.5255418172117862,123.23284120452742,1.0000000000001734,0.2171212657018409
tropical_storm_yagi_philippines_2_september_2024,yagi_ph,tropical_storm,EVAC,monotone_truncated,8,power_law,-48.08467379157539,-40.042228933488424,-45.026420008606635,0.0,8.042444858086967,3.0582537829687553,0.46890214807779335,158.46735139433994,2.077418897574723,0.22023901093578663
turkiye_earthquake_2023,turkiye,earthquake,NEUTRAL,monotone_truncated,4,stretched_exp,-34.12149527100568,-30.90931710779455,-35.2303663907374,1.1088711197317238,4.321049282942852,0.0,0.30895208755006326,159.41732552079884,66.0153871031843,0.35080369492969926
typhoon_krathon_across_taiwan,krathon_tw,typhoon,INFL,monotone_truncated,4,exponential,-34.96199257109029,-40.46721519779251,-39.40526608440933,5.505222626702221,0.0,1.0619491133831858,0.11989149508399394,414.8840356810644,483.03726263157756,0.8618947418018521
typhoon_yagi_across_northeastern_vietnam,yagi_vn,typhoon,EVAC,monotone_truncated,5,stretched_exp,-32.25127411128643,-43.707706528436816,-44.62601894988774,12.374744838601309,0.9183124214509206,0.0,0.49683007025537385,105.72640428893787,95.50261364076859,0.8312450854642561
