n_total_fits,n_base_ok,n_selected,n_selected_plot,spearman_rho,spearman_p,min_n_mono,min_post_peak_steps,fit_method,fit_min_tprime_hours,low_r2_threshold,excluded_slugs,excluded_slugs_from_catalog,excluded_slugs_from_cli
24,14,14,13,-0.7846153846153847,0.000890073974907857,3,4,monotone_truncated,0.0,0.6,cambodia_monsoon_season_study_2024_05_09;global_earthquake_model_research_2025_sep_18;hurricane_beryl_pre_landfall_2024;hurricane_melissa_aftermath_2025_11_03;india_monsoon_season_study_2024_05_09_nct_delhi_up_bihar;moldova_flooding_2024;mountain_fire_in_california;pakistan_monsoon_season_study_sindh_2024_05_09;the_flooding_across_antioquia_and_choc_departments_colombia;the_flooding_across_eastern_bangladesh;the_flooding_across_gujarat_india;the_flooding_in_benue_and_kogi_states_nigeria;the_flooding_in_conakry_city_conakry_guinea;typhoon_nika_across_northern_luzon_philippines;wildfires_in_boise_county_idaho_27_august_2024,cambodia_monsoon_season_study_2024_05_09;global_earthquake_model_research_2025_sep_18;hurricane_beryl_pre_landfall_2024;hurricane_melissa_aftermath_2025_11_03;india_monsoon_season_study_2024_05_09_nct_delhi_up_bihar;moldova_flooding_2024;mountain_fire_in_california;pakistan_monsoon_season_study_sindh_2024_05_09;the_flooding_across_antioquia_and_choc_departments_colombia;the_flooding_across_eastern_bangladesh;the_flooding_across_gujarat_india;the_flooding_in_benue_and_kogi_states_nigeria;the_flooding_in_conakry_city_conakry_guinea;typhoon_nika_across_northern_luzon_philippines;wildfires_in_boise_county_idaho_27_august_2024,
