predictor,status,n_obs,n_events,coef,se,z,p,ci_low,ci_high,aic,bic,message
delta_peak_unit,ok,2100,14,-0.38589188694335885,0.08730615137188896,-4.419985085582518,9.870771341809898e-06,-0.5570087992610635,-0.21477497462565426,5624.742136128023,5647.340906622869,ok
distance_km,ok,2100,14,2.0228029855580705e-05,1.587163529722579e-05,1.2744767301398596,0.20249451436267907,-1.087980370273652e-05,5.133586341389793e-05,,,ok
D_peak_unit,ok,2100,14,0.20334753640168857,0.12992318990848892,1.5651365745015644,0.11755088934750839,-0.0512972365755075,0.45799230937888463,,,ok
