r_bin_km,phi_mean,n_tiles_mean,n_tiles_overlap_mean,r_center_km,abs_dev
0.0,0.7263865835627922,244.33333333333334,183.0,5.0,0.2736134164372078
10.0,1.0121775618023763,280.3333333333333,215.66666666666666,15.0,0.01217756180237628
20.0,1.1007842303836188,290.0,254.0,25.0,0.10078423038361883
30.0,1.059389153046441,230.66666666666666,196.33333333333334,35.0,0.05938915304644099
40.0,1.0889469195819712,231.0,192.0,45.0,0.0889469195819712
50.0,1.0861973344717433,312.6666666666667,262.3333333333333,55.0,0.08619733447174327
60.0,1.0568183408821235,267.0,210.0,65.0,0.05681834088212345
70.0,1.0836534065804273,296.6666666666667,243.0,75.0,0.0836534065804273
80.0,1.0771200760472188,343.3333333333333,298.3333333333333,85.0,0.07712007604721882
90.0,1.076100478385024,325.3333333333333,302.0,95.0,0.0761004783850241
100.0,1.0764525988385436,344.3333333333333,317.6666666666667,105.0,0.0764525988385436
110.0,1.0981090286330142,399.3333333333333,365.6666666666667,115.0,0.09810902863301418
120.0,1.0971462350322194,436.0,406.0,125.0,0.09714623503221942
130.0,1.0785351016964444,388.3333333333333,350.6666666666667,135.0,0.0785351016964444
140.0,1.0741337979758814,409.3333333333333,385.6666666666667,145.0,0.07413379797588138
150.0,1.0653349539270978,421.6666666666667,392.6666666666667,155.0,0.06533495392709776
160.0,1.0592969265711583,409.0,381.0,165.0,0.05929692657115826
170.0,1.0658736586557818,460.6666666666667,426.3333333333333,175.0,0.06587365865578176
180.0,1.0537165060359512,551.6666666666666,522.6666666666666,185.0,0.05371650603595124
190.0,1.064198281936467,584.0,548.0,195.0,0.06419828193646704
200.0,1.0674619596858361,577.6666666666666,545.3333333333334,205.0,0.06746195968583613
210.0,1.0364888205400173,527.3333333333334,489.3333333333333,215.0,0.03648882054001734
220.0,1.0832815431277862,553.6666666666666,515.3333333333334,225.0,0.08328154312778624
230.0,1.0736056062447947,501.6666666666667,473.6666666666667,235.0,0.07360560624479473
240.0,1.0786439952035294,349.6666666666667,330.3333333333333,245.0,0.07864399520352938
250.0,1.0691230581090811,388.6666666666667,369.3333333333333,255.0,0.06912305810908115
260.0,1.098013556936196,419.3333333333333,400.6666666666667,265.0,0.09801355693619596
270.0,1.068678360555112,374.3333333333333,361.0,275.0,0.068678360555112
280.0,1.0717906123264531,353.3333333333333,330.3333333333333,285.0,0.07179061232645312
290.0,1.0623160722211054,323.0,302.6666666666667,295.0,0.062316072221105356
300.0,1.0562435023496175,394.0,366.0,305.0,0.0562435023496175
310.0,1.0731843941516088,278.0,261.3333333333333,315.0,0.07318439415160882
320.0,1.0663332047916232,273.3333333333333,255.33333333333334,325.0,0.06633320479162319
330.0,1.0681142700452526,295.6666666666667,287.6666666666667,335.0,0.06811427004525261
340.0,1.0797805864312446,305.0,297.0,345.0,0.07978058643124464
350.0,1.060308902367385,204.0,197.0,355.0,0.060308902367385064
360.0,1.072330087941224,164.0,159.33333333333334,365.0,0.07233008794122409
370.0,1.0545396115953947,100.66666666666667,92.66666666666667,375.0,0.054539611595394666
380.0,1.0483602373719334,113.66666666666667,110.0,385.0,0.0483602373719334
390.0,1.0548192313795888,108.0,102.33333333333333,395.0,0.05481923137958877
400.0,1.0682363110492519,80.66666666666667,78.33333333333333,405.0,0.06823631104925187
