slug,short_name,model,BIC,sse,k_minus,k_plus,gamma,c
the_flooding_across_gujarat_india,gujarat_fld,B,-874.8152965795467,0.10840877895958825,0.04773287893915166,0.020833333333333332,0.0,0.08562263408758325
the_flooding_across_gujarat_india,gujarat_fld,C,-908.8244966971988,0.08276413255105364,0.0009313817154941908,0.0009313817154941908,0.36252479046888086,0.012112373554643806
the_flooding_across_gujarat_india,gujarat_fld,D,-903.988214641574,0.0827641326487109,0.0009312015760915535,0.00010986169115367872,0.3625491952756346,0.01211272547372177
turkiye_earthquake_2023,turkiye,A,-2546.9737821428157,15.648086358965504,0.032404467572791765,0.032404467572791765,0.0,0.23135397102940197
turkiye_earthquake_2023,turkiye,B,-2558.7693375135113,15.23161815314769,0.017672041855007727,0.07233777978551025,0.0,0.22981970072131155
turkiye_earthquake_2023,turkiye,C,-2515.7829181963643,16.227086175297735,1.0000000000000003e-05,1.0000000000000003e-05,1.269393898529405,0.20447009104716676
turkiye_earthquake_2023,turkiye,D,-2559.1465328434947,15.077666690827225,0.03128578850984825,0.06791726586735664,-0.04221163727053131,0.23018776498952304
typhoon_yagi_across_northeastern_vietnam,yagi_vn,A,-934.7431970015259,0.4358701771875752,0.028428739187803007,0.028428739187803007,0.0,0.058385251501669115
typhoon_yagi_across_northeastern_vietnam,yagi_vn,B,-929.6717861684133,0.43585992623509545,0.02845217499771937,0.033119440982110525,0.0,0.058490088140808985
typhoon_yagi_across_northeastern_vietnam,yagi_vn,C,-930.4565987948159,0.4337272336896485,0.03088194262707708,0.03088194262707708,-0.017203681993969353,0.059789898771586705
typhoon_yagi_across_northeastern_vietnam,yagi_vn,D,-925.394267613761,0.4336924213355765,0.0309265365455072,0.04025940971023231,-0.017306664983558043,0.05994473408718374
wildfires_in_boise_county_idaho_27_august_2024,boise_fire,A,-1107.322105103953,0.21691740969956286,0.8784082739782111,0.8784082739782111,0.0,0.05282221721717515
wildfires_in_boise_county_idaho_27_august_2024,boise_fire,B,-1133.5663905503454,0.17997193287128446,0.004839733418050925,0.1814392530005236,0.0,0.04496519633161278
wildfires_in_boise_county_idaho_27_august_2024,boise_fire,C,-1086.685717868452,0.23790050340569469,1.0019479080775461e-05,1.0019479080775461e-05,9.999999936542473,0.03004259105627658
wildfires_in_boise_county_idaho_27_august_2024,boise_fire,D,-1145.0906123418379,0.16299256175569052,1.000000000000004e-05,0.1594110508906457,1.5469839537307883,0.045754350163068065
