k_ratio,gamma,n_valid,rho_alpha_delta_near,p_alpha_delta_near,rho_alpha_D_peak,p_alpha_D_peak
0.5,-1.0,23,-0.2060785830147419,0.34548498909409575,0.04150197628458498,0.8508629902593835
0.5,-0.7272727272727273,14,-0.15604395604395604,0.594234700580851,0.13406593406593406,0.6477195279851131
0.5,-0.4545454545454546,23,0.18873517786561267,0.38843721216480787,-0.2223320158102767,0.30789944888553233
0.5,-0.18181818181818188,45,0.30790513833992095,0.03962333999312962,-0.612516469038208,7.75343185764559e-06
0.5,0.09090909090909083,68,0.20582509447646674,0.09220256451553699,0.4546322097950146,9.832178927652904e-05
0.5,0.36363636363636354,58,0.19517672029284203,0.14204291225090523,0.3903842012981021,0.002449110949242985
0.5,0.6363636363636362,52,0.12012294032271834,0.39630464762204565,0.11568342866900025,0.41411504353918993
0.5,0.909090909090909,43,0.06342494714587738,0.6861708533407149,0.1177891875566294,0.4518949320823954
0.5,1.1818181818181817,45,0.19288537549407114,0.20427564513990382,0.25757575757575757,0.08759839906682047
0.5,1.4545454545454541,45,-0.03610013175230566,0.8138757099515679,0.14953886693017127,0.3268709733155949
0.5,1.727272727272727,48,0.17477203647416412,0.2347904234892743,0.06382978723404255,0.6664619830370789
0.5,2.0,38,0.04212714739030528,0.8017169820492309,-0.1500164131743079,0.3686667123292363
0.6818181818181819,-1.0,18,0.1519381671032491,0.5472724681680432,0.347781217750258,0.15730765714242578
0.6818181818181819,-0.7272727272727273,14,-0.1032967032967033,0.725282211088945,0.01978021978021978,0.9464892274080114
0.6818181818181819,-0.4545454545454546,32,0.20527859237536655,0.2597065421012985,-0.09860703812316715,0.591319882378066
0.6818181818181819,-0.18181818181818188,57,0.2320456313196785,0.08240702247324616,-0.7627041742286752,5.4015584452785235e-12
0.6818181818181819,0.09090909090909083,64,0.16318681318681316,0.19759957411662338,0.4137820512820512,0.0006770351043865335
0.6818181818181819,0.36363636363636354,57,-0.03208452164894996,0.8127132593142956,0.3715322789732953,0.00443434546177226
0.6818181818181819,0.6363636363636362,56,0.0481203007518797,0.7247020222673384,-0.026315789473684213,0.8473341216766629
0.6818181818181819,0.909090909090909,51,-0.01248868778280543,0.9306879229803954,0.4196380090497737,0.0021739106233665366
0.6818181818181819,1.1818181818181817,49,0.2755102040816326,0.05535884582784323,-0.16734693877551016,0.25042617954620583
0.6818181818181819,1.4545454545454541,51,0.06597285067873303,0.6455435476359888,0.12497737556561087,0.3822143673606063
0.6818181818181819,1.727272727272727,44,-0.1543340380549683,0.3171779822286026,-0.021846370683579985,0.8880616495404065
0.6818181818181819,2.0,47,-0.08163737280296024,0.5853967633608841,0.049259944495837184,0.742295396228364
0.8636363636363636,-1.0,6,-0.14285714285714288,0.7871720116618075,-0.4285714285714286,0.3965014577259474
0.8636363636363636,-0.7272727272727273,13,0.48901098901098894,0.08991308230865638,-0.11538461538461539,0.7073898735142602
0.8636363636363636,-0.4545454545454546,39,-0.07672064777327935,0.6424921881164584,-0.28461538461538466,0.07906849741982662
0.8636363636363636,-0.18181818181818188,58,0.08333076994063184,0.5340100706390261,-0.7826448060537083,3.965516929882119e-13
0.8636363636363636,0.09090909090909083,54,-0.02191728606822946,0.875001526800569,0.4678864112826376,0.0003603197423603059
0.8636363636363636,0.36363636363636354,50,-0.15764705882352942,0.27422138532177265,0.21786314525810324,0.1285403848838803
0.8636363636363636,0.6363636363636362,60,-0.0790775215337594,0.5481142205515316,0.1756043345373715,0.1795742767500648
0.8636363636363636,0.909090909090909,46,0.11057662658032685,0.4644276306573961,0.007215541165587419,0.9620414441433117
0.8636363636363636,1.1818181818181817,51,-0.0539366515837104,0.7069842605933261,0.04687782805429863,0.7439289531844965
0.8636363636363636,1.4545454545454541,46,-0.07234042553191489,0.6328204421965586,-0.042738205365402404,0.7779310684161325
0.8636363636363636,1.727272727272727,51,-0.04624434389140271,0.7472740456956491,-0.18208144796380088,0.20096530123112397
0.8636363636363636,2.0,43,-0.2585321655089097,0.09414107275728226,0.18212020537601933,0.24246096709564427
1.0454545454545454,-1.0,10,0.43030303030303024,0.21449233253280775,-0.32121212121212117,0.3654683104386702
1.0454545454545454,-0.7272727272727273,20,-0.4195488721804511,0.065548285182185,-0.2526315789473684,0.2825500572639195
1.0454545454545454,-0.4545454545454546,38,0.13885545464492832,0.4057433818520717,-0.2710362184046395,0.0997762466012304
1.0454545454545454,-0.18181818181818188,64,0.1407967032967033,0.26712292251960484,-0.7513736263736263,8.506550438276981e-13
1.0454545454545454,0.09090909090909083,61,-0.018561607615018506,0.8870927704540414,0.35113696456901106,0.005525593043138325
1.0454545454545454,0.36363636363636354,60,-0.014337315921089194,0.9134200321049306,0.23373159210891917,0.07227562629491065
1.0454545454545454,0.6363636363636362,46,0.39056429232192413,0.0072846878551499775,0.38785075547332715,0.007738266049208673
1.0454545454545454,0.909090909090909,58,0.04278815097357655,0.7497892405510509,0.3711279953243718,0.004129437655221913
1.0454545454545454,1.1818181818181817,43,0.13802476593174268,0.3774233506290955,-0.026729084868619756,0.8649002006623204
1.0454545454545454,1.4545454545454541,48,0.39839339991315675,0.00503904872540485,0.4217325227963526,0.0028315234220189296
1.0454545454545454,1.727272727272727,39,0.142914979757085,0.3854308476604029,-0.09595141700404858,0.5611973476368428
1.0454545454545454,2.0,39,0.45526315789473687,0.00358926315171665,0.01680161943319838,0.9191382284295115
1.2272727272727273,-1.0,13,-0.1758241758241758,0.5655798619595345,0.049450549450549455,0.8725444288811492
1.2272727272727273,-0.7272727272727273,20,-0.29473684210526313,0.20713542085215372,0.016541353383458645,0.9448174502147446
1.2272727272727273,-0.4545454545454546,48,0.0021710811984368217,0.9883152366363801,-0.322405557967868,0.02542646954228007
1.2272727272727273,-0.18181818181818188,59,-0.12758620689655176,0.33555610800855407,-0.6758036236119229,4.288464168021626e-09
1.2272727272727273,0.09090909090909083,63,0.15965821812596007,0.21133350519194566,0.26243279569892475,0.03772267013666375
1.2272727272727273,0.36363636363636354,59,0.1252483927527762,0.34455882839941154,0.4531268264172999,0.00031356454955194313
1.2272727272727273,0.6363636363636362,52,0.004781012550157944,0.973165456734923,0.30325279603858957,0.028861372567553546
1.2272727272727273,0.909090909090909,54,-0.012845435486944919,0.9265476212225,0.16538974652182195,0.2320185435357596
1.2272727272727273,1.1818181818181817,42,0.05890932663479458,0.7109528310391813,-0.12081678956324447,0.445969769729501
1.2272727272727273,1.4545454545454541,43,0.026125037752944728,0.8679259861208755,0.29401993355481726,0.05565295100891668
1.2272727272727273,1.727272727272727,42,0.007211733246900576,0.9638463110318856,0.12243740377603111,0.43984688860911136
1.2272727272727273,2.0,41,-0.03310104529616725,0.8372192632557991,0.17334494773519168,0.27842919502301067
1.4090909090909092,-1.0,14,0.178021978021978,0.5425969526062153,0.38461538461538464,0.17450875077509556
1.4090909090909092,-0.7272727272727273,19,-0.07368421052631578,0.7643412715216654,-0.15438596491228068,0.5279958428489308
1.4090909090909092,-0.4545454545454546,46,-0.103422756706753,0.49398734488553486,-0.6773358001850137,2.3473238578201463e-07
1.4090909090909092,-0.18181818181818188,58,-0.14762065889446,0.2687940951955406,-0.7091882247992864,4.648145021945685e-10
1.4090909090909092,0.09090909090909083,60,0.10236176715754378,0.4364163029837369,0.509641567101973,3.1963457250261965e-05
