n_events_total,n_events_with_both_types,ratio_median,ratio_ci2p5,ratio_ci97p5,ratio_gt1_fraction,wilcoxon_stat_infl_gt_evac,wilcoxon_p_infl_gt_evac
16,10,1.4891610378995002,0.5122637044115067,3.7637573494988614,0.6,30.0,0.4228515625
