r_km,tau_p50,tau_p025,tau_p975
47.88718356273751,1128.8563907411026,840.7870147653831,1543.8556833106347
49.0159194550896,1110.5298451052229,841.1662390523226,1496.7334288796553
50.171260476829055,1094.8900692908637,839.1862267757203,1451.797330064992
51.353833730287384,1079.2611381945317,836.8750147747346,1412.5648824422883
52.564281099056004,1062.4058883350745,836.5634334371214,1375.9629084795947
53.80325959639149,1046.072098926425,835.1622503349257,1335.4516110355503
55.07144172183266,1031.1352635999394,833.151692087334,1301.216192516674
56.36951582622363,1016.7220009584837,829.5012761156399,1269.1072602651595
57.69818648534081,1001.2416821123886,828.3978592521822,1233.4137465109168
59.058174882326114,987.7112603856132,826.4406793889696,1205.1247946010126
60.45021919913491,974.9588114340927,822.0978025887014,1177.987898057091
61.87507501721033,961.5298131199428,817.0944103996208,1151.8390100450683
63.33351572760217,948.4682381757483,813.2656557996543,1126.641981225787
64.82633295075196,935.7136968592525,807.2304383510831,1102.429221976094
66.35433696617328,924.5840093049655,802.3926060324192,1079.0686190627976
67.91835715225959,911.6899745502038,798.1599642795757,1056.5786856933166
69.51924243645902,899.2442876440198,793.1773873034124,1032.6582148791033
71.15786175605953,887.6676301886806,788.2767041111505,1011.0733222301685
72.83510452983566,876.2599273601581,783.0452670355098,992.9106883289248
74.55188114081201,865.1581827773,778.3574341219845,975.1524869982077
76.30912343040619,855.7418329435832,772.6461327701755,960.3498349311509
78.10778520421842,846.3268383844063,767.4683362279675,943.307250015052
79.94884274974362,835.9706096990136,761.0530749676483,925.2790711488647
81.833295366286,826.4235652605689,751.7900462061627,909.8804129633213
83.76216590736436,817.2646746069211,747.9617182681112,896.6283458486931
85.73650133590189,807.6536547746956,741.7896563356311,886.1896038815584
87.75737329250258,798.2385966180916,733.8291572478234,877.6945425478732
89.82587867712206,789.9450067901965,726.1637530123792,867.4859076444226
91.94314024444937,781.5183901768082,718.7792799717624,856.3452005345805
94.1103072133213,774.0053510050697,709.9855433706424,847.1135310747176
96.32855589050212,766.6243528072753,701.4237484706887,839.4083860156393
98.59909030916565,759.9217576868298,694.4693169310613,833.4280378388534
100.92314288242694,752.9629189039315,690.0037189520092,827.0875812472879
103.30197507227857,745.493193145606,680.9944861035284,821.417610739975
105.73687807429333,738.646724448764,673.3086091352342,813.0350836493674
108.22917351846675,732.2775392594781,666.396588533639,807.8887712207592
110.78021418657892,725.1917379919705,659.0211186687859,803.336943773197
113.39138474646423,719.14864157241,652.6986198223561,798.6241884610102
116.06410250358935,712.6205124167875,645.2857234467167,792.871941245003
118.79981817034601,706.001548128772,639.6683603255065,788.2570523096745
121.60001665347646,699.9885603498433,633.7110380425817,783.6999271033742
124.46621786005969,694.273917081126,627.7719733682262,776.2658228313701
127.39997752249435,688.4294915976747,622.6093513969059,771.5824242326767
130.40288804292803,682.8789788881306,617.9980711369079,765.4780641150027
133.4765793575903,677.677940604987,612.6234287667955,760.063047501096
136.62271982149778,672.5728435248503,607.3591814591764,754.2344798250123
139.84301711401352,667.4919036212332,602.4455048260105,748.3839263695475
143.13921916575038,662.8282068755012,598.4783235763676,744.2338483402866
146.5131151073224,658.0541247029452,594.6526272542542,738.0913906811008
149.96653624045885,653.7004642636914,590.5500994778619,733.4311285704521
153.50135703200863,649.5551908905899,587.5590269703346,727.995997899997
157.11949613137304,645.829626828241,583.644191252665,722.0725990179996
160.82291741192103,642.0275181338035,580.7116970349779,716.9998172666209
164.61363103695163,638.2396225964874,577.3150870173506,712.3329655021186
168.49369455078065,634.7369580570628,574.0964377808922,706.8179611774207
172.46521399554635,631.2006183650917,571.3062653803764,701.6181860370718
176.5303450543383,627.7823137679324,568.5467753075171,698.2312074612272
180.69129422127097,624.5465663153744,566.2267567554346,693.3967697615174
184.95031999913698,621.5182590004972,564.2158533036012,689.5646080779796
189.30973412528894,618.249189132145,561.9735955126828,685.4220328798442
193.77190282641732,615.8161460124406,561.068691219295,681.9498223738454
198.33924810290438,612.9737250128596,559.8932576539834,677.7436005443325
203.01424904344992,610.2514101327045,557.7321721593793,672.6214696395655
207.79944317068515,607.9078258874126,555.560072769437,669.000019127895
212.69742781850314,605.8395504370781,553.1659259496915,666.1489124459968
217.71086154185363,603.7548084437433,551.975048832336,663.8694697222978
222.84246555976884,601.6173476299643,549.5632556480554,661.7019260096775
228.0950252324005,600.0172910058578,547.6309812067343,661.682604404703
233.47139157287356,597.7211979881297,545.3634575396363,659.2204240827571
238.97448279477516,595.6999544104622,542.2689790389787,656.5794784411756
244.60728589611753,594.2901204430019,540.4498086501304,655.3795131195343
250.3728582806379,592.0146206106781,537.542512481455,656.2810359369536
256.27432941731263,590.2326815693751,533.3389748308812,655.4483537278873
262.31490253898727,589.4735427039743,529.5904848643085,655.9706943493677
268.4978563810459,588.6620720695704,525.6189342644134,659.1246678326685
274.8265469610596,587.759685686324,522.5448765570594,661.6173295494733
281.30440940038466,587.400700807767,517.9419511625423,663.8860685411323
287.93495978869754,586.8849909797905,513.3132728561927,669.8933805949919
294.7217970924757,586.5618311813696,509.9995917993791,670.7293992430127
301.6686051084652,586.3044481130656,506.810907409752,671.8212547112548
