quadkey,n_points,tau_hours,tau_r2,phi0,phi_inf,t_first_overlap_hours,t_intensity_geq_thr_hours,intensity_thr,lat,lon,distance_km,n_crisis_pre
3232100101111,31,524.2732415986477,0.222253475164359,1.063674871534554,1.1198462661881348,16.0,304.0,0.95,11.167623574461771,-60.831298828125,43.13005970642305,340.0441574483357
3232100101113,31,677.3706450534526,0.061296315328845385,1.0587744052899788,1.0705361233315593,16.0,280.0,0.95,11.146066176133006,-60.83129882812501,44.10039204045356,363.5734479942202
3230322332222,31,416.5698963273028,0.2948490832091697,1.139872952870863,1.0019497735781235,16.0,16.0,0.95,11.189179371666796,-60.809326171875,44.54104961091613,231.86872914181265
3232100110000,31,370.99284217694947,0.5436492332254822,1.1800943120683576,1.052368419156543,16.0,16.0,0.95,11.167623574461771,-60.80932617187499,45.3548844721242,352.07755004286906
3230322332203,31,2518.4165728825533,0.011573102912025512,1.248294970727516,0.9539607382578239,16.0,16.0,0.95,11.232286150979158,-60.787353515625,45.61103198744882,77.60652641069632
3232100110002,31,1507.3758227243338,0.03131187662967905,1.0215740592787304,1.0597706624052383,16.0,16.0,0.95,11.146066176133006,-60.80932617187501,46.278750528368505,194.3485978340176
3230322332223,31,384.51366157171145,0.16425180593426647,1.1884109970157821,1.0291360295975613,16.0,16.0,0.95,11.189179371666796,-60.78735351562501,46.82134369767123,290.981290881806
3232100110001,31,324.62029285488853,0.25931530668159786,1.2300762569206725,1.0277043742350402,16.0,16.0,0.95,11.167623574461771,-60.787353515625,47.596367746135385,484.22230615674414
3230322332212,31,12065.164368191705,0.00027743088238418867,1.2963931626240863,0.9817973482603435,16.0,16.0,0.95,11.232286150979158,-60.765380859375,47.95988751688803,143.49849458993975
3232100110003,31,301.8068294894231,0.3674268979745764,1.1532429532277912,1.089976984437971,16.0,16.0,0.95,11.146066176133006,-60.78735351562501,48.477695500588794,175.99875417880264
3230322332232,31,2166.827094824687,0.008601767361032353,1.1190962821265213,1.0041121626368386,16.0,16.0,0.95,11.189179371666796,-60.76538085937499,49.112683436547954,326.6711392574064
3232100110010,31,419.77202448632653,0.21737900093093432,1.176042990605913,0.9999409269811359,16.0,16.0,0.95,11.167623574461771,-60.76538085937501,49.852262541956826,318.9104683438673
3230322332211,31,1069.5132643493655,0.04021130274182738,1.4486615074228308,0.9553231822998485,16.0,16.0,0.95,11.2538371272261,-60.743408203125,49.92677715962494,50.51329798582138
3230322332213,31,309.70307947595666,0.38674199228720874,1.3316403964298738,0.9840383294859577,16.0,16.0,0.95,11.232286150979158,-60.743408203125,50.31319893286575,155.68779904523174
3232100110012,31,418.7068922912055,0.210729950085369,1.2261698723045213,1.0585640250733246,16.0,16.0,0.95,11.146066176133006,-60.76538085937501,50.69454811616388,141.9912407399256
3230322332231,31,1462.6086932594603,0.007589993722145749,1.1733644264363676,0.9814664461727517,16.0,16.0,0.95,11.21073356481618,-60.74340820312501,50.80986047155804,255.9441079799313
3230322332233,31,252.0288748369412,0.5536981005808155,0.7126676391924732,0.9608785527028169,16.0,40.0,0.95,11.189179371666796,-60.74340820312499,51.41359202837428,498.94735081275655
3230322332300,31,415.63216844748393,0.16904215601471662,1.2883725229486827,0.9214705550895295,16.0,16.0,0.95,11.2538371272261,-60.72143554687499,52.30119184616023,83.5764677578358
3230322332302,31,545.7213773775129,0.19022478222981065,1.3413370398961801,0.9613706479114147,16.0,16.0,0.95,11.232286150979158,-60.721435546875,52.670368959564684,125.21882019532951
