hours_since_quake,D,near_delta,n_r_bins,t_hours,D_peak,t_peak_hours,D_norm,short_name,slug,name,disaster_type,event_type
4.0,0.11862884746395107,-0.09860643877660906,21,4.0,0.11862884746395107,4.0,1.0,beryl_qr,hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,EVAC
28.0,0.03784974057403067,-0.04174945953606698,21,28.0,0.11862884746395107,4.0,0.3190601728262803,beryl_qr,hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,EVAC
52.0,0.030063532607934644,-0.02719125006776124,21,52.0,0.11862884746395107,4.0,0.25342514279311656,beryl_qr,hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,EVAC
76.0,0.036463663785948834,-0.03025136429554544,21,76.0,0.11862884746395107,4.0,0.30737602670403935,beryl_qr,hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,EVAC
100.0,0.02377604639069135,-0.02545385158626255,21,100.0,0.11862884746395107,4.0,0.20042381679478438,beryl_qr,hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,EVAC
124.0,0.023934470023990014,-0.020604695109641507,21,124.0,0.11862884746395107,4.0,0.20175927302390104,beryl_qr,hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,EVAC
148.0,0.023552097844059112,-0.020518568928809027,21,148.0,0.11862884746395107,4.0,0.1985360082944085,beryl_qr,hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,EVAC
172.0,0.026444028430994297,-0.023849223266314945,21,172.0,0.11862884746395107,4.0,0.22291397915696776,beryl_qr,hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,EVAC
196.0,0.026891356394141874,-0.03207927376675527,21,196.0,0.11862884746395107,4.0,0.2266847985884177,beryl_qr,hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,EVAC
220.0,0.023210748167853,-0.020323474671261294,21,220.0,0.11862884746395107,4.0,0.19565854902962182,beryl_qr,hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,EVAC
244.0,0.0324451615678491,-0.02840953501848903,21,244.0,0.11862884746395107,4.0,0.27350144810020627,beryl_qr,hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,EVAC
268.0,0.028529612316320483,-0.0271101809775412,21,268.0,0.11862884746395107,4.0,0.24049472726260837,beryl_qr,hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,EVAC
292.0,0.023267924895546983,-0.027491785179041012,21,292.0,0.11862884746395107,4.0,0.19614052899416087,beryl_qr,hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,EVAC
316.0,0.0256746138174855,-0.022520183741978523,21,316.0,0.11862884746395107,4.0,0.21642808108110045,beryl_qr,hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,EVAC
0.0,0.11204211324221951,-0.24262716223292471,21,0.0,0.11204211324221951,0.0,1.0,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
24.0,0.06949386452377121,-0.14049361486331363,21,24.0,0.11204211324221951,0.0,0.6202477132284636,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
48.0,0.047727902386063156,-0.0900082244596181,21,48.0,0.11204211324221951,0.0,0.42598181170398003,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
72.0,0.038559851198601475,-0.062137783098583456,21,72.0,0.11204211324221951,0.0,0.34415497961235725,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
96.0,0.033159467180876576,-0.045263637104625776,21,96.0,0.11204211324221951,0.0,0.295955388749143,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
120.0,0.02808542342555918,-0.02872856155445297,21,120.0,0.11204211324221951,0.0,0.2506684550374589,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
144.0,0.02913139406581441,-0.031808407373305515,21,144.0,0.11204211324221951,0.0,0.2600039683546166,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
168.0,0.028646929985946163,-0.03406838536969481,21,168.0,0.11204211324221951,0.0,0.2556800220646988,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
192.0,0.031021835889162047,-0.031698203306562,21,192.0,0.11204211324221951,0.0,0.27687656892098367,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
216.0,0.024974519509968218,-0.025082366026333847,21,216.0,0.11204211324221951,0.0,0.2229029673510064,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
240.0,0.022501475730212814,-0.02010461695060478,21,240.0,0.11204211324221951,0.0,0.20083051880294103,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
264.0,0.02487193608426992,-0.025359676184725677,21,264.0,0.11204211324221951,0.0,0.22198738817519664,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
288.0,0.025519337414163096,-0.023055154985856197,21,288.0,0.11204211324221951,0.0,0.22776558452618462,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
312.0,0.027255562902028612,-0.028392098464645465,21,312.0,0.11204211324221951,0.0,0.24326177107268465,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
336.0,0.018249216270102057,-0.01743137738243609,21,336.0,0.11204211324221951,0.0,0.16287818697822828,beryl_tx,hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,EVAC
-9.0,0.20916359847681845,-0.366155213346117,18,-9.0,0.15556528440633555,39.0,1.3445390420814225,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,EVAC
15.0,0.14884739054585455,-0.25665063506269775,18,15.0,0.15556528440633555,39.0,0.9568162402934712,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,EVAC
39.0,0.15556528440633555,-0.3365391592145191,18,39.0,0.15556528440633555,39.0,1.0,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,EVAC
63.0,0.14622725301375547,-0.29410555598014054,19,63.0,0.15556528440633555,39.0,0.939973552401388,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,EVAC
87.0,0.12744506960464907,-0.24579428375575216,19,87.0,0.15556528440633555,39.0,0.8192384958572335,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,EVAC
111.0,0.11856241507574858,-0.1982071680511834,19,111.0,0.15556528440633555,39.0,0.7621392878764924,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,EVAC
135.0,0.1283662788733595,-0.2386559124062691,19,135.0,0.15556528440633555,39.0,0.8251601850838879,beryl_pre,hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,EVAC
