n_jackknife,rho_median,rho_ci2p5,rho_ci97p5,p_median,p_ci2p5,p_ci97p5
6,-0.39999999999999997,-0.5875,0.16249999999999998,0.5074199418684217,0.2980376347516034,0.8571600098864288
