n_total_fits,n_base_ok,n_selected,n_selected_plot,spearman_rho,spearman_p,min_n_mono,min_post_peak_steps,fit_method,fit_min_tprime_hours,low_r2_threshold,excluded_slugs,excluded_slugs_from_catalog,excluded_slugs_from_cli
13,6,6,5,-0.3142857142857143,0.5440932944606415,3,3,monotone_truncated,24.0,0.6,,,
