group,bin_lo,bin_hi,n_events,mean_Dnorm,std_Dnorm,cv,quality
all,0.0,0.5,8,0.8471594055938554,0.09494297750925915,0.11207215180796405,good
all,0.5,1.0,10,0.7158498879157045,0.11765997798526286,0.1643640377284211,good
all,1.0,1.5,11,0.6366933079660293,0.25775224356702064,0.40482951578434523,medium
all,1.5,2.0,4,0.3644781972086705,0.08225904095392425,0.22568988099672102,good
all,2.0,2.5,5,0.364903153539491,0.10857028072631493,0.2975317688356593,good
all,2.5,3.0,4,0.3342478923703627,0.10373073103496366,0.31034071837923527,medium
EVAC,0.0,0.5,2,0.7813677994769268,0.08355547913471008,,insufficient
EVAC,0.5,1.0,4,0.6242955702044543,0.04109528337010457,0.06582664579318741,good
EVAC,1.0,1.5,5,0.5217431267583852,0.2378639767978245,0.4559024634894276,medium
EVAC,1.5,2.0,3,0.3662561616998943,0.10065216232946397,0.27481356726480716,good
EVAC,2.0,2.5,4,0.3473904272026329,0.11692748714904419,0.3365881094957184,medium
EVAC,2.5,3.0,3,0.34447128507103625,0.12455115532061055,0.3615719530727382,medium
INFL,0.0,0.5,5,0.8970747673218517,0.07259543444478761,0.08092461976331777,good
INFL,0.5,1.0,5,0.817046319740683,0.06176929131232341,0.07560072155019064,good
INFL,1.0,1.5,5,0.8249393440860592,0.12297100750757833,0.14906672640740212,good
INFL,1.5,2.0,0,,,,insufficient
INFL,2.0,2.5,0,,,,insufficient
INFL,2.5,3.0,0,,,,insufficient
